Customer ID,PL_count,CC_count,HF_count,SA_count,RD_count,MF_count,HL_count,AL_count,Gen insurance health,POS,Login last month,Month,Year,Total active products (sn),Product opened last 3M (sn),Last product opened (sn)
CUST1000026,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,N,CC
CUST1000027,0,0,0,1,2,0,0,0,Y,N,N,6,2026,2,N,None
CUST1000028,0,1,0,1,1,0,0,0,N,Y,Y,6,2026,3,Y,CC
CUST1000029,1,1,0,1,0,2,0,0,N,Y,Y,6,2026,4,N,None
CUST1000030,1,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,AL
CUST1000031,0,2,0,1,0,0,1,1,N,N,N,6,2026,4,Y,SA
CUST1000032,2,0,0,0,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000033,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,PL
CUST1000034,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000035,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,CC
CUST1000036,0,0,0,1,3,1,0,1,N,N,Y,6,2026,4,N,None
CUST1000037,0,0,0,1,3,0,0,0,N,N,N,6,2026,2,N,None
CUST1000038,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,Y,MF
CUST1000039,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000040,0,2,0,1,0,2,0,0,N,N,Y,6,2026,3,Y,SA
CUST1000041,0,1,0,1,0,0,0,1,N,N,Y,6,2026,3,Y,HF
CUST1000042,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,SA
CUST1000043,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000044,0,1,0,1,0,0,0,0,Y,Y,N,6,2026,2,N,None
CUST1000045,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000046,0,0,0,1,2,0,0,0,N,N,Y,6,2026,2,N,PL
CUST1000047,0,1,0,1,0,1,0,0,N,N,N,6,2026,3,N,None
CUST1000048,0,0,0,1,0,2,0,0,N,N,Y,6,2026,2,Y,RD
CUST1000049,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,Y,CC
CUST1000050,0,1,0,1,0,0,0,1,N,N,Y,6,2026,3,N,None
CUST1000051,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,Y,RD
CUST1000052,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000053,0,1,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000054,0,1,0,1,0,1,0,0,N,N,N,6,2026,3,N,None
CUST1000055,2,0,0,1,0,1,0,0,Y,N,Y,6,2026,3,Y,RD
CUST1000056,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000057,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000058,0,2,0,1,0,1,0,0,Y,N,N,6,2026,3,N,None
CUST1000059,0,1,0,1,2,0,0,0,N,N,Y,6,2026,3,Y,CC
CUST1000060,0,0,0,1,0,1,0,0,N,N,Y,6,2026,2,Y,SA
CUST1000061,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,N,None
CUST1000062,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000063,0,0,0,1,2,0,0,0,N,N,N,6,2026,2,N,RD
CUST1000064,1,0,0,1,0,0,0,0,Y,N,Y,6,2026,2,N,None
CUST1000065,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,AL
CUST1000066,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,N,PL
CUST1000067,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,RD
CUST1000068,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000069,0,0,0,1,1,2,0,0,N,Y,Y,6,2026,3,Y,CC
CUST1000070,0,2,0,1,0,1,0,0,N,N,Y,6,2026,3,Y,CC
CUST1000071,0,2,0,1,0,0,0,0,N,N,N,6,2026,2,Y,AL
CUST1000072,0,0,0,1,0,0,1,0,N,N,N,6,2026,2,N,CC
CUST1000073,0,1,0,1,0,2,0,1,N,N,N,6,2026,4,Y,CC
CUST1000074,0,1,0,1,3,0,0,0,N,N,N,6,2026,3,N,None
CUST1000075,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000076,0,2,0,1,3,0,0,0,N,N,Y,6,2026,3,N,CC
CUST1000077,2,0,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000078,0,0,0,1,0,1,0,0,N,N,Y,6,2026,2,N,None
CUST1000079,1,1,0,1,0,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000080,0,0,0,1,0,0,0,0,Y,N,Y,6,2026,1,N,AL
CUST1000081,0,2,0,1,0,1,0,0,N,Y,Y,6,2026,3,N,None
CUST1000082,0,0,0,1,0,0,0,0,Y,N,Y,6,2026,1,Y,SA
CUST1000083,0,1,0,1,0,0,0,0,Y,N,Y,6,2026,2,N,None
CUST1000084,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,SA
CUST1000085,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,N,None
CUST1000086,1,0,0,1,2,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000087,1,0,0,1,2,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000088,0,2,0,1,0,0,0,0,Y,N,Y,6,2026,2,N,None
CUST1000089,0,2,0,1,0,0,0,0,N,N,N,6,2026,2,Y,PL
CUST1000090,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000091,2,1,0,1,2,2,0,1,N,N,N,6,2026,6,Y,AL
CUST1000092,0,0,0,1,0,2,0,0,N,N,N,6,2026,2,N,None
CUST1000093,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000094,0,2,0,1,0,2,0,0,Y,N,Y,6,2026,3,Y,AL
CUST1000095,0,0,0,1,3,0,0,0,N,N,N,6,2026,2,Y,SA
CUST1000096,0,0,0,1,3,0,0,0,Y,N,Y,6,2026,2,N,None
CUST1000097,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000098,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000099,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000100,0,2,0,1,0,0,0,0,N,N,N,6,2026,2,Y,SA
CUST1000101,0,0,0,0,0,0,0,0,N,N,N,6,2026,0,Y,HF
CUST1000102,2,0,1,1,0,1,1,0,N,N,Y,6,2026,5,Y,CC
CUST1000103,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,AL
CUST1000104,0,0,0,1,2,1,0,0,N,N,N,6,2026,3,Y,RD
CUST1000105,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,HF
CUST1000106,0,0,0,1,0,1,0,1,N,N,N,6,2026,3,Y,RD
CUST1000107,0,0,0,1,0,2,0,1,N,N,N,6,2026,3,Y,MF
CUST1000108,1,0,0,1,0,1,1,0,N,N,Y,6,2026,4,N,CC
CUST1000109,0,0,0,0,0,2,0,0,N,N,Y,6,2026,1,Y,CC
CUST1000110,0,1,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000111,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000112,0,0,0,1,0,0,0,1,N,N,N,6,2026,2,Y,AL
CUST1000113,0,0,0,1,0,1,0,1,N,N,Y,6,2026,3,Y,MF
CUST1000114,0,1,0,1,0,1,1,0,N,N,N,6,2026,4,N,None
CUST1000115,2,2,0,1,0,0,0,0,N,Y,Y,6,2026,3,N,None
CUST1000116,0,0,0,1,1,0,0,0,N,N,N,6,2026,2,N,None
CUST1000117,0,0,0,1,0,2,1,0,N,N,Y,6,2026,3,Y,HL
CUST1000118,0,0,0,1,0,2,0,0,N,N,N,6,2026,2,N,None
CUST1000119,0,2,0,1,0,0,0,0,N,N,N,6,2026,2,Y,AL
CUST1000120,0,0,0,1,3,1,1,0,N,N,N,6,2026,4,Y,CC
CUST1000121,0,2,1,1,0,0,0,1,N,N,Y,6,2026,4,Y,SA
CUST1000122,0,1,0,0,0,0,1,0,N,N,Y,6,2026,2,N,None
CUST1000123,0,0,0,1,1,0,0,0,N,N,N,6,2026,2,Y,MF
CUST1000124,0,2,0,1,0,1,0,0,N,N,Y,6,2026,3,Y,AL
CUST1000125,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,RD
CUST1000126,0,1,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,CC
CUST1000127,0,0,0,1,0,0,0,0,Y,N,Y,6,2026,1,N,None
CUST1000128,0,1,0,1,1,2,0,0,N,Y,N,6,2026,4,N,None
CUST1000129,0,0,0,1,0,0,0,1,N,N,Y,6,2026,2,N,None
CUST1000130,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000131,0,1,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,CC
CUST1000132,0,2,0,1,0,0,0,0,Y,Y,Y,6,2026,2,Y,CC
CUST1000133,0,0,0,1,1,0,0,0,Y,N,N,6,2026,2,N,PL
CUST1000134,0,1,0,1,1,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000135,0,2,0,1,0,0,0,0,Y,N,N,6,2026,2,Y,SA
CUST1000136,0,2,0,1,0,2,0,0,Y,N,N,6,2026,3,N,None
CUST1000137,2,0,0,1,0,1,1,0,N,N,Y,6,2026,4,N,None
CUST1000138,1,1,0,1,0,0,0,0,N,N,N,6,2026,3,Y,CC
CUST1000139,0,0,0,1,0,0,1,1,N,Y,Y,6,2026,3,Y,PL
CUST1000140,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000141,0,0,0,0,2,0,0,0,N,N,Y,6,2026,1,Y,CC
CUST1000142,1,0,0,1,3,0,0,0,N,Y,N,6,2026,3,N,None
CUST1000143,0,0,0,1,3,0,0,0,Y,N,Y,6,2026,2,N,None
CUST1000144,2,0,0,1,0,2,0,0,N,N,Y,6,2026,3,Y,SA
CUST1000145,1,0,0,0,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000146,0,2,0,1,0,0,0,0,N,N,N,6,2026,2,Y,CC
CUST1000147,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,Y,PL
CUST1000148,0,0,0,1,0,1,0,0,Y,N,N,6,2026,2,Y,HL
CUST1000149,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000150,0,0,0,1,0,1,0,0,Y,N,Y,6,2026,2,Y,CC
CUST1000151,0,1,0,1,0,0,0,0,N,Y,Y,6,2026,2,Y,CC
CUST1000152,0,0,0,1,1,0,0,1,N,N,N,6,2026,3,N,None
CUST1000153,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000154,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000155,0,1,0,1,0,1,0,0,N,N,N,6,2026,3,N,None
CUST1000156,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,AL
CUST1000157,0,0,0,1,3,0,0,0,N,N,N,6,2026,2,N,None
CUST1000158,0,0,0,1,0,0,1,1,N,N,N,6,2026,3,N,None
CUST1000159,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000160,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,Y,MF
CUST1000161,2,1,0,1,0,0,0,0,N,N,Y,6,2026,3,N,PL
CUST1000162,0,0,0,1,0,2,0,0,N,N,Y,6,2026,2,Y,CC
CUST1000163,0,0,1,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000164,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,RD
CUST1000165,1,2,0,1,3,0,0,1,N,N,N,6,2026,5,N,None
CUST1000166,2,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,PL
CUST1000167,1,2,0,1,0,0,0,0,N,N,Y,6,2026,3,Y,SA
CUST1000168,2,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,SA
CUST1000169,0,2,0,1,0,0,0,1,N,N,N,6,2026,3,Y,AL
CUST1000170,0,0,0,1,0,1,0,1,Y,N,N,6,2026,3,Y,CC
CUST1000171,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000172,0,2,0,1,0,0,0,1,N,N,Y,6,2026,3,N,None
CUST1000173,0,0,0,1,0,1,0,0,N,N,Y,6,2026,2,N,None
CUST1000174,0,0,0,1,2,1,0,1,N,Y,Y,6,2026,4,N,None
CUST1000175,0,0,0,1,0,1,0,0,Y,N,N,6,2026,2,N,None
CUST1000176,2,1,0,1,1,0,0,0,N,N,N,6,2026,4,N,None
CUST1000177,2,0,0,1,0,1,0,0,N,N,Y,6,2026,3,N,None
CUST1000178,2,0,0,0,0,2,0,0,N,N,N,6,2026,2,N,None
CUST1000179,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,Y,HF
CUST1000180,0,2,0,1,3,0,0,0,Y,N,N,6,2026,3,Y,AL
CUST1000181,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000182,0,0,1,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000183,0,2,1,1,0,1,0,0,Y,N,N,6,2026,4,Y,CC
CUST1000184,2,1,0,1,0,0,0,0,N,N,N,6,2026,3,N,None
CUST1000185,1,0,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,RD
CUST1000186,0,2,0,1,3,1,0,0,Y,N,Y,6,2026,4,Y,SA
CUST1000187,0,0,0,1,0,2,0,0,N,N,N,6,2026,2,N,None
CUST1000188,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,AL
CUST1000189,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000190,1,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,MF
CUST1000191,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,N,None
CUST1000192,0,0,0,1,0,1,0,0,N,N,N,6,2026,2,N,SA
CUST1000193,0,0,0,1,1,0,0,0,Y,N,Y,6,2026,2,N,None
CUST1000194,0,2,0,1,3,0,0,1,N,N,N,6,2026,4,Y,CC
CUST1000195,1,0,0,1,1,0,0,0,Y,N,N,6,2026,3,Y,HF
CUST1000196,0,0,0,1,1,0,0,0,N,N,N,6,2026,2,N,None
CUST1000197,0,2,0,1,1,0,0,1,N,N,N,6,2026,4,Y,CC
CUST1000198,1,0,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000199,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,RD
CUST1000200,1,0,0,1,1,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000201,1,0,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000202,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,HF
CUST1000203,0,0,0,1,0,0,1,0,N,N,N,6,2026,2,Y,AL
CUST1000204,0,0,1,1,3,0,0,1,N,N,Y,6,2026,4,N,AL
CUST1000205,2,0,0,1,0,0,0,1,N,N,Y,6,2026,3,N,None
CUST1000206,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000207,1,2,0,1,2,2,0,0,N,N,N,6,2026,5,N,None
CUST1000208,0,0,0,1,3,0,0,0,N,N,N,6,2026,2,Y,RD
CUST1000209,0,0,0,1,3,1,0,0,N,N,N,6,2026,3,Y,MF
CUST1000210,0,0,0,1,0,0,0,0,Y,N,Y,6,2026,1,N,None
CUST1000211,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,RD
CUST1000212,0,0,0,1,1,0,0,0,N,N,N,6,2026,2,N,None
CUST1000213,0,0,0,1,0,0,0,1,N,N,N,6,2026,2,N,None
CUST1000214,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000215,0,1,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,SA
CUST1000216,0,0,0,1,2,0,0,0,Y,N,N,6,2026,2,Y,SA
CUST1000217,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000218,0,0,0,1,0,1,0,0,Y,N,Y,6,2026,2,Y,RD
CUST1000219,0,0,0,1,0,2,1,0,N,Y,Y,6,2026,3,N,None
CUST1000220,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000221,0,0,0,0,0,0,0,1,N,N,Y,6,2026,1,N,None
CUST1000222,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000223,0,0,0,0,0,0,0,0,N,N,Y,6,2026,0,N,None
CUST1000224,2,0,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,SA
CUST1000225,0,2,0,1,2,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000226,2,0,0,1,0,0,0,1,N,N,Y,6,2026,3,N,PL
CUST1000227,2,0,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,RD
CUST1000228,0,2,0,1,2,0,0,1,N,N,Y,6,2026,4,N,None
CUST1000229,0,1,1,1,0,0,0,0,N,N,N,6,2026,3,N,None
CUST1000230,0,0,0,1,0,0,0,0,Y,N,Y,6,2026,1,Y,RD
CUST1000231,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000232,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,Y,SA
CUST1000233,0,2,0,1,0,0,0,1,Y,N,Y,6,2026,3,N,None
CUST1000234,0,1,0,1,0,2,0,0,N,N,Y,6,2026,3,Y,SA
CUST1000235,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,HL
CUST1000236,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,Y,HF
CUST1000237,0,0,0,0,0,0,1,0,Y,N,N,6,2026,1,N,None
CUST1000238,0,2,0,0,0,0,0,0,N,N,Y,6,2026,1,Y,RD
CUST1000239,2,2,0,1,0,0,0,0,N,N,N,6,2026,3,N,None
CUST1000240,0,0,1,1,0,0,0,0,N,Y,Y,6,2026,2,Y,SA
CUST1000241,0,1,0,1,0,1,0,0,N,N,Y,6,2026,3,Y,CC
CUST1000242,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000243,0,2,0,1,3,0,0,0,N,N,Y,6,2026,3,Y,MF
CUST1000244,0,1,0,1,0,1,0,0,N,N,Y,6,2026,3,Y,PL
CUST1000245,2,0,0,1,3,0,0,0,N,N,N,6,2026,3,Y,HL
CUST1000246,0,0,0,1,1,1,0,1,N,N,N,6,2026,4,N,None
CUST1000247,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,SA
CUST1000248,0,0,0,1,0,2,1,0,N,N,N,6,2026,3,N,None
CUST1000249,0,0,0,1,1,0,0,0,N,N,N,6,2026,2,N,None
CUST1000250,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,CC
CUST1000251,0,2,0,1,0,2,0,0,N,Y,Y,6,2026,3,Y,PL
CUST1000252,0,2,1,1,2,0,0,0,N,N,N,6,2026,4,Y,CC
CUST1000253,0,1,0,1,0,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000254,0,0,0,1,3,0,1,0,Y,N,N,6,2026,3,N,None
CUST1000255,2,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,CC
CUST1000256,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,AL
CUST1000257,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,Y,AL
CUST1000258,0,0,0,1,0,0,1,0,N,N,Y,6,2026,2,Y,CC
CUST1000259,1,1,0,1,0,1,0,0,N,N,N,6,2026,4,N,None
CUST1000260,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000261,0,0,0,1,3,2,0,0,N,N,Y,6,2026,3,Y,SA
CUST1000262,0,1,0,1,0,1,0,0,N,Y,N,6,2026,3,N,None
CUST1000263,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000264,1,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,HL
CUST1000265,0,0,0,1,0,1,0,0,N,N,Y,6,2026,2,N,None
CUST1000266,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000267,0,0,0,1,0,1,0,0,N,N,Y,6,2026,2,Y,HF
CUST1000268,0,2,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,SA
CUST1000269,0,2,0,0,1,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000270,0,0,0,1,2,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000271,0,0,0,1,1,2,0,0,N,N,N,6,2026,3,N,None
CUST1000272,0,0,0,1,0,0,0,0,Y,N,Y,6,2026,1,N,None
CUST1000273,2,0,0,1,0,1,1,0,Y,N,N,6,2026,4,Y,SA
CUST1000274,0,0,1,1,2,1,0,0,N,N,Y,6,2026,4,N,None
CUST1000275,0,0,0,1,3,0,0,1,N,N,N,6,2026,3,N,None
CUST1000276,0,0,0,1,0,0,1,1,N,N,N,6,2026,3,N,None
CUST1000277,1,0,0,1,2,2,0,0,Y,N,Y,6,2026,4,Y,CC
CUST1000278,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,Y,SA
CUST1000279,0,0,0,1,0,0,1,0,N,N,Y,6,2026,2,Y,CC
CUST1000280,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000281,0,0,0,1,0,2,0,0,Y,N,N,6,2026,2,N,None
CUST1000282,0,1,0,1,3,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000283,0,1,0,1,1,0,0,1,N,N,N,6,2026,4,Y,RD
CUST1000284,2,0,0,1,0,0,0,0,Y,N,Y,6,2026,2,Y,CC
CUST1000285,0,2,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000286,0,0,0,1,0,1,0,0,N,N,N,6,2026,2,N,None
CUST1000287,0,1,0,1,0,1,0,0,N,Y,N,6,2026,3,Y,SA
CUST1000288,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000289,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000290,0,0,0,1,3,1,0,0,N,N,N,6,2026,3,Y,MF
CUST1000291,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000292,0,2,0,1,0,1,0,0,Y,N,N,6,2026,3,Y,PL
CUST1000293,1,0,0,1,2,2,0,0,Y,N,N,6,2026,4,N,None
CUST1000294,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,PL
CUST1000295,0,2,0,1,0,1,1,0,Y,N,N,6,2026,4,N,None
CUST1000296,0,2,0,1,0,1,0,0,N,Y,N,6,2026,3,N,None
CUST1000297,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000298,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,CC
CUST1000299,0,2,0,1,2,1,0,0,N,N,N,6,2026,4,Y,PL
CUST1000300,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,Y,AL
CUST1000301,2,2,0,1,3,0,0,0,N,N,Y,6,2026,4,Y,SA
CUST1000302,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,Y,PL
CUST1000303,0,0,0,1,0,2,0,0,N,N,Y,6,2026,2,Y,RD
CUST1000304,0,0,0,0,0,0,0,0,N,N,Y,6,2026,0,Y,PL
CUST1000305,0,1,0,0,0,0,0,0,N,N,N,6,2026,1,Y,SA
CUST1000306,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,N,None
CUST1000307,0,1,0,1,2,0,0,0,N,N,Y,6,2026,3,Y,CC
CUST1000308,1,1,0,1,0,0,0,0,N,N,Y,6,2026,3,N,None
CUST1000309,0,0,0,1,0,0,0,0,Y,N,N,6,2026,1,N,PL
CUST1000310,2,2,0,1,0,0,0,0,N,N,N,6,2026,3,N,None
CUST1000311,0,0,0,1,0,0,0,1,N,N,Y,6,2026,2,Y,PL
CUST1000312,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,Y,HF
CUST1000313,0,0,0,1,0,1,0,0,N,N,N,6,2026,2,N,None
CUST1000314,0,0,0,1,1,0,1,0,N,N,N,6,2026,3,Y,PL
CUST1000315,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,Y,AL
CUST1000316,0,0,0,1,1,0,0,0,N,N,N,6,2026,2,N,None
CUST1000317,2,0,0,1,0,0,0,0,N,N,N,6,2026,2,Y,RD
CUST1000318,1,0,0,1,0,0,1,0,N,N,Y,6,2026,3,N,None
CUST1000319,0,0,0,1,0,0,0,0,N,N,Y,6,2026,1,N,None
CUST1000320,0,0,0,1,0,0,0,0,N,N,N,6,2026,1,N,None
CUST1000321,0,1,0,1,0,0,0,0,Y,N,N,6,2026,2,Y,AL
CUST1000322,0,0,0,1,3,0,0,0,N,N,Y,6,2026,2,N,None
CUST1000323,2,1,0,1,0,0,0,0,N,N,N,6,2026,3,Y,CC
CUST1000324,0,0,0,0,0,0,0,0,N,N,Y,6,2026,0,N,None
CUST1000325,1,0,0,1,0,0,0,0,N,N,Y,6,2026,2,Y,AL
CUST1000326,0,1,0,1,0,0,1,0,N,N,N,6,2026,3,Y,RD
CUST1000327,0,0,0,1,2,2,0,0,Y,N,N,6,2026,3,N,None
CUST1000328,0,1,0,0,0,1,0,0,N,N,N,6,2026,2,Y,SA
CUST1000329,0,1,0,1,0,0,0,0,N,N,N,6,2026,2,N,None
CUST1000330,0,0,0,0,0,0,0,0,N,N,N,6,2026,0,N,None
