Customer ID,Date,Conversion month,Feature month used,Product converted,Product converted name
CUST1013743,2026-07-04,2026-07,2026-06,PL,Personal Loan
CUST1013792,2026-07-04,2026-07,2026-06,MF,Mutual Fund
CUST1014121,2026-07-04,2026-07,2026-06,RD,Recurring Deposit
CUST1014496,2026-07-04,2026-07,2026-06,RD,Recurring Deposit
CUST1014558,2026-07-04,2026-07,2026-06,PL,Personal Loan
CUST1000253,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1000298,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1000467,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1000641,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1000869,2026-07-05,2026-07,2026-06,HL,Home Loan
CUST1001008,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1001034,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1001554,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1002082,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1003274,2026-07-05,2026-07,2026-06,SA,Savings Account
CUST1003732,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1003933,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1003982,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1004178,2026-07-05,2026-07,2026-06,HL,Home Loan
CUST1004762,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1005516,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1005868,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1005913,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1006329,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1006369,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1006753,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1006918,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1007279,2026-07-05,2026-07,2026-06,HL,Home Loan
CUST1007465,2026-07-05,2026-07,2026-06,SA,Savings Account
CUST1008634,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1008901,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1009739,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1010150,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1010354,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1010638,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1010712,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1010755,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1010841,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1011110,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1011275,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1011618,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1012038,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1012139,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1012424,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1012989,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1013154,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1013212,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1013349,2026-07-05,2026-07,2026-06,CC,Credit Card
CUST1013453,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1013633,2026-07-05,2026-07,2026-06,RD,Recurring Deposit
CUST1014411,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1014796,2026-07-05,2026-07,2026-06,MF,Mutual Fund
CUST1014923,2026-07-05,2026-07,2026-06,PL,Personal Loan
CUST1000133,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1000793,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1001795,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1002292,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1002325,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1002395,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1003058,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1003154,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1003585,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1003631,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1004041,2026-07-06,2026-07,2026-06,SA,Savings Account
CUST1004268,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1005571,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1005898,2026-07-06,2026-07,2026-06,HL,Home Loan
CUST1006562,2026-07-06,2026-07,2026-06,RD,Recurring Deposit
CUST1006928,2026-07-06,2026-07,2026-06,MF,Mutual Fund
CUST1007184,2026-07-06,2026-07,2026-06,MF,Mutual Fund
CUST1007573,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1007655,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1007875,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1008155,2026-07-06,2026-07,2026-06,HL,Home Loan
CUST1008295,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1008631,2026-07-06,2026-07,2026-06,HL,Home Loan
CUST1008737,2026-07-06,2026-07,2026-06,HL,Home Loan
CUST1008943,2026-07-06,2026-07,2026-06,RD,Recurring Deposit
CUST1009368,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1009439,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1009647,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1010622,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1011048,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1011792,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1012068,2026-07-06,2026-07,2026-06,MF,Mutual Fund
CUST1012340,2026-07-06,2026-07,2026-06,MF,Mutual Fund
CUST1012421,2026-07-06,2026-07,2026-06,MF,Mutual Fund
CUST1012628,2026-07-06,2026-07,2026-06,MF,Mutual Fund
CUST1012740,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1013090,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1013420,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1013499,2026-07-06,2026-07,2026-06,CC,Credit Card
CUST1013996,2026-07-06,2026-07,2026-06,PL,Personal Loan
CUST1014158,2026-07-06,2026-07,2026-06,HL,Home Loan
CUST1014273,2026-07-06,2026-07,2026-06,HL,Home Loan
CUST1000885,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1002232,2026-07-07,2026-07,2026-06,HL,Home Loan
CUST1002466,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1002507,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1003306,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1003473,2026-07-07,2026-07,2026-06,RD,Recurring Deposit
CUST1003898,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1003927,2026-07-07,2026-07,2026-06,RD,Recurring Deposit
CUST1004694,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1004757,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1004912,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1005655,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1005688,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1006011,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1006223,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1006418,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1006886,2026-07-07,2026-07,2026-06,HL,Home Loan
CUST1007058,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1007461,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1009200,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1009722,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1010318,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1010392,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1010520,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1011783,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1011887,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1011902,2026-07-07,2026-07,2026-06,RD,Recurring Deposit
CUST1012005,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1012243,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1013396,2026-07-07,2026-07,2026-06,PL,Personal Loan
CUST1013454,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1014115,2026-07-07,2026-07,2026-06,SA,Savings Account
CUST1014228,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1014382,2026-07-07,2026-07,2026-06,CC,Credit Card
CUST1014567,2026-07-07,2026-07,2026-06,MF,Mutual Fund
CUST1014587,2026-07-07,2026-07,2026-06,RD,Recurring Deposit
CUST1000021,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1000697,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1000795,2026-07-08,2026-07,2026-06,HL,Home Loan
CUST1001063,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1001064,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1001289,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1001802,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1001900,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1002315,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1002318,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1002410,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1002465,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1003178,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1003698,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1003720,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1003867,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1004062,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1004160,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1004250,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1004562,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1005415,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1006084,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1006658,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1006885,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1006941,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1007024,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1007033,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1007133,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1007163,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1007520,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1007594,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1007619,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1007708,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1008023,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1008353,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1008386,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1008540,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1008592,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1009303,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1009498,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1010367,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1010487,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1010935,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1011321,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1011360,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1012223,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1012429,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1012552,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1012807,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1013873,2026-07-08,2026-07,2026-06,CC,Credit Card
CUST1013927,2026-07-08,2026-07,2026-06,RD,Recurring Deposit
CUST1014669,2026-07-08,2026-07,2026-06,PL,Personal Loan
CUST1014812,2026-07-08,2026-07,2026-06,MF,Mutual Fund
CUST1000090,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1000998,2026-07-09,2026-07,2026-06,MF,Mutual Fund
CUST1001085,2026-07-09,2026-07,2026-06,CC,Credit Card
CUST1001507,2026-07-09,2026-07,2026-06,MF,Mutual Fund
CUST1001881,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1001905,2026-07-09,2026-07,2026-06,CC,Credit Card
CUST1002060,2026-07-09,2026-07,2026-06,RD,Recurring Deposit
CUST1002599,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1002757,2026-07-09,2026-07,2026-06,RD,Recurring Deposit
CUST1003069,2026-07-09,2026-07,2026-06,CC,Credit Card
CUST1003442,2026-07-09,2026-07,2026-06,RD,Recurring Deposit
CUST1003717,2026-07-09,2026-07,2026-06,HL,Home Loan
CUST1004749,2026-07-09,2026-07,2026-06,HL,Home Loan
CUST1005512,2026-07-09,2026-07,2026-06,SA,Savings Account
CUST1006089,2026-07-09,2026-07,2026-06,CC,Credit Card
CUST1006643,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1008384,2026-07-09,2026-07,2026-06,HL,Home Loan
CUST1008559,2026-07-09,2026-07,2026-06,MF,Mutual Fund
CUST1008579,2026-07-09,2026-07,2026-06,MF,Mutual Fund
CUST1008815,2026-07-09,2026-07,2026-06,RD,Recurring Deposit
CUST1009390,2026-07-09,2026-07,2026-06,RD,Recurring Deposit
CUST1009440,2026-07-09,2026-07,2026-06,MF,Mutual Fund
CUST1012776,2026-07-09,2026-07,2026-06,HL,Home Loan
CUST1014014,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1014136,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1014370,2026-07-09,2026-07,2026-06,MF,Mutual Fund
CUST1014432,2026-07-09,2026-07,2026-06,PL,Personal Loan
CUST1014746,2026-07-09,2026-07,2026-06,CC,Credit Card
CUST1014813,2026-07-09,2026-07,2026-06,SA,Savings Account
CUST1000147,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1000457,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1000841,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1001423,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1001469,2026-07-10,2026-07,2026-06,RD,Recurring Deposit
CUST1001632,2026-07-10,2026-07,2026-06,HL,Home Loan
CUST1001772,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1002072,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1002216,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1002603,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1002781,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1002802,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1003036,2026-07-10,2026-07,2026-06,HL,Home Loan
CUST1003510,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1003938,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1004255,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1004408,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1005615,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1005625,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1005946,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1006028,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1006695,2026-07-10,2026-07,2026-06,RD,Recurring Deposit
CUST1007399,2026-07-10,2026-07,2026-06,RD,Recurring Deposit
CUST1007652,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1007821,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1007884,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1008286,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1008661,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1008859,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1009122,2026-07-10,2026-07,2026-06,SA,Savings Account
CUST1009318,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1009783,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1009789,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1009901,2026-07-10,2026-07,2026-06,RD,Recurring Deposit
CUST1010216,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1010623,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1010636,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1010782,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1010812,2026-07-10,2026-07,2026-06,RD,Recurring Deposit
CUST1010872,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1010957,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1011020,2026-07-10,2026-07,2026-06,PL,Personal Loan
CUST1011088,2026-07-10,2026-07,2026-06,CC,Credit Card
CUST1011886,2026-07-10,2026-07,2026-06,MF,Mutual Fund
CUST1011911,2026-07-10,2026-07,2026-06,HL,Home Loan
