Customer ID,Month period,product_count,product_code,has_product
CUST1000062,2026-06,0,PL,0
CUST1000063,2026-06,0,PL,0
CUST1000064,2026-06,1,PL,1
CUST1000065,2026-06,0,PL,0
CUST1000066,2026-06,0,PL,0
CUST1000067,2026-06,0,PL,0
CUST1000068,2026-06,0,PL,0
CUST1000069,2026-06,0,PL,0
CUST1000070,2026-06,0,PL,0
CUST1000071,2026-06,0,PL,0
CUST1000072,2026-06,0,PL,0
CUST1000073,2026-06,0,PL,0
CUST1000074,2026-06,0,PL,0
CUST1000075,2026-06,0,PL,0
CUST1000076,2026-06,0,PL,0
CUST1000077,2026-06,2,PL,1
CUST1000078,2026-06,0,PL,0
CUST1000079,2026-06,1,PL,1
CUST1000080,2026-06,0,PL,0
CUST1000081,2026-06,0,PL,0
CUST1000082,2026-06,0,PL,0
CUST1000083,2026-06,0,PL,0
CUST1000084,2026-06,0,PL,0
CUST1000085,2026-06,0,PL,0
CUST1000086,2026-06,1,PL,1
CUST1000087,2026-06,1,PL,1
CUST1000088,2026-06,0,PL,0
CUST1000089,2026-06,0,PL,0
CUST1000090,2026-06,0,PL,0
CUST1000091,2026-06,2,PL,1
CUST1000092,2026-06,0,PL,0
CUST1000093,2026-06,0,PL,0
CUST1000094,2026-06,0,PL,0
CUST1000095,2026-06,0,PL,0
CUST1000096,2026-06,0,PL,0
CUST1000097,2026-06,0,PL,0
CUST1000098,2026-06,0,PL,0
CUST1000099,2026-06,0,PL,0
CUST1000100,2026-06,0,PL,0
CUST1000101,2026-06,0,PL,0
CUST1000102,2026-06,2,PL,1
CUST1000103,2026-06,0,PL,0
CUST1000104,2026-06,0,PL,0
CUST1000105,2026-06,0,PL,0
CUST1000106,2026-06,0,PL,0
CUST1000107,2026-06,0,PL,0
CUST1000108,2026-06,1,PL,1
CUST1000109,2026-06,0,PL,0
CUST1000110,2026-06,0,PL,0
CUST1000111,2026-06,0,PL,0
CUST1000112,2026-06,0,PL,0
CUST1000113,2026-06,0,PL,0
CUST1000114,2026-06,0,PL,0
CUST1000115,2026-06,2,PL,1
CUST1000116,2026-06,0,PL,0
CUST1000117,2026-06,0,PL,0
CUST1000118,2026-06,0,PL,0
CUST1000119,2026-06,0,PL,0
CUST1000120,2026-06,0,PL,0
CUST1000121,2026-06,0,PL,0
CUST1000122,2026-06,0,PL,0
CUST1000123,2026-06,0,PL,0
CUST1000124,2026-06,0,PL,0
CUST1000125,2026-06,0,PL,0
CUST1000126,2026-06,0,PL,0
CUST1000127,2026-06,0,PL,0
CUST1000128,2026-06,0,PL,0
CUST1000129,2026-06,0,PL,0
CUST1000130,2026-06,0,PL,0
CUST1000131,2026-06,0,PL,0
CUST1000132,2026-06,0,PL,0
CUST1000133,2026-06,0,PL,0
CUST1000134,2026-06,0,PL,0
CUST1000135,2026-06,0,PL,0
CUST1000136,2026-06,0,PL,0
CUST1000137,2026-06,2,PL,1
CUST1000138,2026-06,1,PL,1
CUST1000139,2026-06,0,PL,0
CUST1000140,2026-06,0,PL,0
CUST1000141,2026-06,0,PL,0
CUST1000142,2026-06,1,PL,1
CUST1000143,2026-06,0,PL,0
CUST1000144,2026-06,2,PL,1
CUST1000145,2026-06,1,PL,1
CUST1000146,2026-06,0,PL,0
CUST1000147,2026-06,0,PL,0
CUST1000148,2026-06,0,PL,0
CUST1000149,2026-06,0,PL,0
CUST1000150,2026-06,0,PL,0
CUST1000151,2026-06,0,PL,0
CUST1000152,2026-06,0,PL,0
CUST1000153,2026-06,0,PL,0
CUST1000154,2026-06,0,PL,0
CUST1000155,2026-06,0,PL,0
CUST1000156,2026-06,0,PL,0
CUST1000157,2026-06,0,PL,0
CUST1000158,2026-06,0,PL,0
CUST1000159,2026-06,0,PL,0
CUST1000160,2026-06,0,PL,0
CUST1000161,2026-06,2,PL,1
CUST1000162,2026-06,0,PL,0
CUST1000163,2026-06,0,PL,0
CUST1000164,2026-06,0,PL,0
CUST1000165,2026-06,1,PL,1
CUST1000166,2026-06,2,PL,1
CUST1000167,2026-06,1,PL,1
CUST1000168,2026-06,2,PL,1
CUST1000169,2026-06,0,PL,0
CUST1000170,2026-06,0,PL,0
CUST1000171,2026-06,0,PL,0
CUST1000172,2026-06,0,PL,0
CUST1000173,2026-06,0,PL,0
CUST1000174,2026-06,0,PL,0
CUST1000175,2026-06,0,PL,0
CUST1000176,2026-06,2,PL,1
CUST1000177,2026-06,2,PL,1
CUST1000178,2026-06,2,PL,1
CUST1000179,2026-06,0,PL,0
CUST1000180,2026-06,0,PL,0
CUST1000181,2026-06,0,PL,0
CUST1000182,2026-06,0,PL,0
CUST1000183,2026-06,0,PL,0
CUST1000184,2026-06,2,PL,1
CUST1000185,2026-06,1,PL,1
CUST1000186,2026-06,0,PL,0
CUST1000187,2026-06,0,PL,0
CUST1000188,2026-06,0,PL,0
CUST1000189,2026-06,0,PL,0
CUST1000190,2026-06,1,PL,1
CUST1000191,2026-06,0,PL,0
CUST1000192,2026-06,0,PL,0
CUST1000193,2026-06,0,PL,0
CUST1000194,2026-06,0,PL,0
CUST1000195,2026-06,1,PL,1
CUST1000196,2026-06,0,PL,0
CUST1000197,2026-06,0,PL,0
CUST1000198,2026-06,1,PL,1
CUST1000199,2026-06,0,PL,0
CUST1000200,2026-06,1,PL,1
CUST1000201,2026-06,1,PL,1
CUST1000202,2026-06,0,PL,0
CUST1000203,2026-06,0,PL,0
CUST1000204,2026-06,0,PL,0
CUST1000205,2026-06,2,PL,1
CUST1000206,2026-06,0,PL,0
CUST1000207,2026-06,1,PL,1
CUST1000208,2026-06,0,PL,0
CUST1000209,2026-06,0,PL,0
CUST1000210,2026-06,0,PL,0
CUST1000211,2026-06,0,PL,0
CUST1000212,2026-06,0,PL,0
CUST1000213,2026-06,0,PL,0
CUST1000214,2026-06,0,PL,0
CUST1000215,2026-06,0,PL,0
CUST1000216,2026-06,0,PL,0
CUST1000217,2026-06,0,PL,0
CUST1000218,2026-06,0,PL,0
CUST1000219,2026-06,0,PL,0
CUST1000220,2026-06,0,PL,0
CUST1000221,2026-06,0,PL,0
CUST1000222,2026-06,0,PL,0
CUST1000223,2026-06,0,PL,0
CUST1000224,2026-06,2,PL,1
CUST1000225,2026-06,0,PL,0
CUST1000226,2026-06,2,PL,1
CUST1000227,2026-06,2,PL,1
CUST1000228,2026-06,0,PL,0
CUST1000229,2026-06,0,PL,0
CUST1000230,2026-06,0,PL,0
CUST1000231,2026-06,0,PL,0
CUST1000232,2026-06,0,PL,0
CUST1000233,2026-06,0,PL,0
CUST1000234,2026-06,0,PL,0
CUST1000235,2026-06,0,PL,0
CUST1000236,2026-06,0,PL,0
CUST1000237,2026-06,0,PL,0
CUST1000238,2026-06,0,PL,0
CUST1000239,2026-06,2,PL,1
CUST1000240,2026-06,0,PL,0
CUST1000241,2026-06,0,PL,0
CUST1000242,2026-06,0,PL,0
CUST1000243,2026-06,0,PL,0
CUST1000244,2026-06,0,PL,0
CUST1000245,2026-06,2,PL,1
CUST1000246,2026-06,0,PL,0
CUST1000247,2026-06,0,PL,0
CUST1000248,2026-06,0,PL,0
CUST1000249,2026-06,0,PL,0
CUST1000250,2026-06,0,PL,0
CUST1000251,2026-06,0,PL,0
CUST1000252,2026-06,0,PL,0
CUST1000253,2026-06,0,PL,0
CUST1000254,2026-06,0,PL,0
CUST1000255,2026-06,2,PL,1
CUST1000256,2026-06,0,PL,0
CUST1000257,2026-06,0,PL,0
CUST1000258,2026-06,0,PL,0
CUST1000259,2026-06,1,PL,1
CUST1000260,2026-06,0,PL,0
CUST1000261,2026-06,0,PL,0
CUST1000262,2026-06,0,PL,0
CUST1000263,2026-06,0,PL,0
CUST1000264,2026-06,1,PL,1
CUST1000265,2026-06,0,PL,0
CUST1000266,2026-06,0,PL,0
CUST1000267,2026-06,0,PL,0
CUST1000268,2026-06,0,PL,0
CUST1000269,2026-06,0,PL,0
CUST1000270,2026-06,0,PL,0
CUST1000271,2026-06,0,PL,0
CUST1000272,2026-06,0,PL,0
CUST1000273,2026-06,2,PL,1
CUST1000274,2026-06,0,PL,0
CUST1000275,2026-06,0,PL,0
CUST1000276,2026-06,0,PL,0
CUST1000277,2026-06,1,PL,1
CUST1000278,2026-06,0,PL,0
CUST1000279,2026-06,0,PL,0
CUST1000280,2026-06,0,PL,0
CUST1000281,2026-06,0,PL,0
CUST1000282,2026-06,0,PL,0
CUST1000283,2026-06,0,PL,0
CUST1000284,2026-06,2,PL,1
CUST1000285,2026-06,0,PL,0
CUST1000286,2026-06,0,PL,0
CUST1000287,2026-06,0,PL,0
CUST1000288,2026-06,0,PL,0
CUST1000289,2026-06,0,PL,0
CUST1000290,2026-06,0,PL,0
CUST1000291,2026-06,0,PL,0
CUST1000292,2026-06,0,PL,0
CUST1000293,2026-06,1,PL,1
CUST1000294,2026-06,0,PL,0
CUST1000295,2026-06,0,PL,0
CUST1000296,2026-06,0,PL,0
CUST1000297,2026-06,0,PL,0
CUST1000298,2026-06,0,PL,0
CUST1000299,2026-06,0,PL,0
CUST1000300,2026-06,0,PL,0
CUST1000301,2026-06,2,PL,1
CUST1000302,2026-06,0,PL,0
CUST1000303,2026-06,0,PL,0
CUST1000304,2026-06,0,PL,0
CUST1000305,2026-06,0,PL,0
CUST1000306,2026-06,0,PL,0
CUST1000307,2026-06,0,PL,0
CUST1000308,2026-06,1,PL,1
CUST1000309,2026-06,0,PL,0
CUST1000310,2026-06,2,PL,1
CUST1000311,2026-06,0,PL,0
CUST1000312,2026-06,0,PL,0
CUST1000313,2026-06,0,PL,0
CUST1000314,2026-06,0,PL,0
CUST1000315,2026-06,0,PL,0
CUST1000316,2026-06,0,PL,0
CUST1000317,2026-06,2,PL,1
CUST1000318,2026-06,1,PL,1
CUST1000319,2026-06,0,PL,0
CUST1000320,2026-06,0,PL,0
CUST1000321,2026-06,0,PL,0
CUST1000322,2026-06,0,PL,0
CUST1000323,2026-06,2,PL,1
CUST1000324,2026-06,0,PL,0
CUST1000325,2026-06,1,PL,1
CUST1000326,2026-06,0,PL,0
CUST1000327,2026-06,0,PL,0
CUST1000328,2026-06,0,PL,0
CUST1000329,2026-06,0,PL,0
CUST1000330,2026-06,0,PL,0
CUST1000331,2026-06,0,PL,0
CUST1000332,2026-06,0,PL,0
CUST1000333,2026-06,0,PL,0
CUST1000334,2026-06,0,PL,0
CUST1000335,2026-06,0,PL,0
CUST1000336,2026-06,0,PL,0
CUST1000337,2026-06,0,PL,0
CUST1000338,2026-06,0,PL,0
CUST1000339,2026-06,0,PL,0
CUST1000340,2026-06,0,PL,0
CUST1000341,2026-06,0,PL,0
CUST1000342,2026-06,0,PL,0
CUST1000343,2026-06,0,PL,0
CUST1000344,2026-06,0,PL,0
CUST1000345,2026-06,0,PL,0
CUST1000346,2026-06,0,PL,0
CUST1000347,2026-06,0,PL,0
CUST1000348,2026-06,0,PL,0
CUST1000349,2026-06,0,PL,0
CUST1000350,2026-06,0,PL,0
CUST1000351,2026-06,0,PL,0
CUST1000352,2026-06,0,PL,0
CUST1000353,2026-06,0,PL,0
CUST1000354,2026-06,0,PL,0
CUST1000355,2026-06,0,PL,0
CUST1000356,2026-06,2,PL,1
CUST1000357,2026-06,0,PL,0
CUST1000358,2026-06,0,PL,0
CUST1000359,2026-06,0,PL,0
CUST1000360,2026-06,0,PL,0
CUST1000361,2026-06,0,PL,0
CUST1000362,2026-06,2,PL,1
CUST1000363,2026-06,0,PL,0
CUST1000364,2026-06,0,PL,0
CUST1000365,2026-06,0,PL,0
CUST1000366,2026-06,0,PL,0
CUST1000367,2026-06,2,PL,1
CUST1000368,2026-06,0,PL,0
CUST1000369,2026-06,0,PL,0
CUST1000370,2026-06,1,PL,1
CUST1000371,2026-06,0,PL,0
CUST1000372,2026-06,0,PL,0
CUST1000373,2026-06,0,PL,0
CUST1000374,2026-06,0,PL,0
CUST1000375,2026-06,2,PL,1
CUST1000376,2026-06,2,PL,1
CUST1000377,2026-06,0,PL,0
CUST1000378,2026-06,0,PL,0
CUST1000379,2026-06,0,PL,0
CUST1000380,2026-06,0,PL,0
CUST1000381,2026-06,0,PL,0
CUST1000382,2026-06,0,PL,0
CUST1000383,2026-06,0,PL,0
CUST1000384,2026-06,0,PL,0
CUST1000385,2026-06,0,PL,0
CUST1000386,2026-06,0,PL,0
CUST1000387,2026-06,0,PL,0
CUST1000388,2026-06,0,PL,0
CUST1000389,2026-06,0,PL,0
CUST1000390,2026-06,0,PL,0
CUST1000391,2026-06,0,PL,0
CUST1000392,2026-06,1,PL,1
CUST1000393,2026-06,0,PL,0
CUST1000394,2026-06,0,PL,0
CUST1000395,2026-06,1,PL,1
CUST1000396,2026-06,0,PL,0
CUST1000397,2026-06,0,PL,0
CUST1000398,2026-06,0,PL,0
CUST1000399,2026-06,0,PL,0
CUST1000400,2026-06,0,PL,0
CUST1000401,2026-06,0,PL,0
CUST1000402,2026-06,0,PL,0
CUST1000403,2026-06,0,PL,0
CUST1000404,2026-06,0,PL,0
CUST1000405,2026-06,0,PL,0
CUST1000406,2026-06,0,PL,0
CUST1000407,2026-06,0,PL,0
CUST1000408,2026-06,0,PL,0
CUST1000409,2026-06,0,PL,0
CUST1000410,2026-06,2,PL,1
CUST1000411,2026-06,1,PL,1
CUST1000412,2026-06,1,PL,1
CUST1000413,2026-06,0,PL,0
CUST1000414,2026-06,2,PL,1
CUST1000415,2026-06,0,PL,0
CUST1000416,2026-06,0,PL,0
CUST1000417,2026-06,0,PL,0
CUST1000418,2026-06,0,PL,0
CUST1000419,2026-06,0,PL,0
CUST1000420,2026-06,0,PL,0
CUST1000421,2026-06,0,PL,0
CUST1000422,2026-06,0,PL,0
CUST1000423,2026-06,0,PL,0
CUST1000424,2026-06,2,PL,1
CUST1000425,2026-06,0,PL,0
CUST1000426,2026-06,0,PL,0
CUST1000427,2026-06,0,PL,0
CUST1000428,2026-06,0,PL,0
CUST1000429,2026-06,0,PL,0
CUST1000430,2026-06,1,PL,1
CUST1000431,2026-06,0,PL,0
CUST1000432,2026-06,0,PL,0
CUST1000433,2026-06,0,PL,0
CUST1000434,2026-06,0,PL,0
CUST1000435,2026-06,0,PL,0
CUST1000436,2026-06,0,PL,0
CUST1000437,2026-06,0,PL,0
CUST1000438,2026-06,0,PL,0
CUST1000439,2026-06,0,PL,0
CUST1000440,2026-06,0,PL,0
CUST1000441,2026-06,0,PL,0
CUST1000442,2026-06,0,PL,0
CUST1000443,2026-06,1,PL,1
CUST1000444,2026-06,2,PL,1
CUST1000445,2026-06,0,PL,0
CUST1000446,2026-06,0,PL,0
CUST1000447,2026-06,0,PL,0
CUST1000448,2026-06,0,PL,0
CUST1000449,2026-06,0,PL,0
CUST1000450,2026-06,0,PL,0
CUST1000451,2026-06,0,PL,0
CUST1000452,2026-06,0,PL,0
CUST1000453,2026-06,1,PL,1
CUST1000454,2026-06,0,PL,0
CUST1000455,2026-06,0,PL,0
CUST1000456,2026-06,0,PL,0
CUST1000457,2026-06,1,PL,1
CUST1000458,2026-06,0,PL,0
CUST1000459,2026-06,1,PL,1
CUST1000460,2026-06,2,PL,1
CUST1000461,2026-06,2,PL,1
CUST1000462,2026-06,0,PL,0
CUST1000463,2026-06,2,PL,1
CUST1000464,2026-06,0,PL,0
CUST1000465,2026-06,0,PL,0
CUST1000466,2026-06,2,PL,1
CUST1000467,2026-06,0,PL,0
CUST1000468,2026-06,0,PL,0
CUST1000469,2026-06,2,PL,1
CUST1000470,2026-06,0,PL,0
CUST1000471,2026-06,0,PL,0
CUST1000472,2026-06,0,PL,0
CUST1000473,2026-06,0,PL,0
CUST1000474,2026-06,0,PL,0
CUST1000475,2026-06,2,PL,1
CUST1000476,2026-06,0,PL,0
CUST1000477,2026-06,0,PL,0
CUST1000478,2026-06,1,PL,1
CUST1000479,2026-06,0,PL,0
CUST1000480,2026-06,0,PL,0
CUST1000481,2026-06,0,PL,0
CUST1000482,2026-06,0,PL,0
CUST1000483,2026-06,0,PL,0
CUST1000484,2026-06,0,PL,0
CUST1000485,2026-06,0,PL,0
CUST1000486,2026-06,0,PL,0
CUST1000487,2026-06,0,PL,0
CUST1000488,2026-06,0,PL,0
CUST1000489,2026-06,0,PL,0
CUST1000490,2026-06,0,PL,0
CUST1000491,2026-06,0,PL,0
CUST1000492,2026-06,0,PL,0
CUST1000493,2026-06,0,PL,0
CUST1000494,2026-06,0,PL,0
CUST1000495,2026-06,0,PL,0
CUST1000496,2026-06,0,PL,0
CUST1000497,2026-06,0,PL,0
CUST1000498,2026-06,0,PL,0
CUST1000499,2026-06,0,PL,0
CUST1000500,2026-06,2,PL,1
CUST1000501,2026-06,0,PL,0
CUST1000502,2026-06,0,PL,0
CUST1000503,2026-06,0,PL,0
CUST1000504,2026-06,0,PL,0
CUST1000505,2026-06,1,PL,1
CUST1000506,2026-06,0,PL,0
CUST1000507,2026-06,0,PL,0
CUST1000508,2026-06,0,PL,0
CUST1000509,2026-06,0,PL,0
CUST1000510,2026-06,0,PL,0
CUST1000511,2026-06,0,PL,0
CUST1000512,2026-06,0,PL,0
CUST1000513,2026-06,0,PL,0
CUST1000514,2026-06,0,PL,0
CUST1000515,2026-06,0,PL,0
CUST1000516,2026-06,0,PL,0
CUST1000517,2026-06,0,PL,0
CUST1000518,2026-06,0,PL,0
CUST1000519,2026-06,0,PL,0
CUST1000520,2026-06,0,PL,0
CUST1000521,2026-06,0,PL,0
CUST1000522,2026-06,0,PL,0
CUST1000523,2026-06,0,PL,0
CUST1000524,2026-06,0,PL,0
CUST1000525,2026-06,2,PL,1
CUST1000526,2026-06,0,PL,0
CUST1000527,2026-06,0,PL,0
CUST1000528,2026-06,0,PL,0
CUST1000529,2026-06,0,PL,0
CUST1000530,2026-06,0,PL,0
CUST1000531,2026-06,0,PL,0
CUST1000532,2026-06,0,PL,0
CUST1000533,2026-06,0,PL,0
CUST1000534,2026-06,0,PL,0
CUST1000535,2026-06,0,PL,0
CUST1000536,2026-06,0,PL,0
CUST1000537,2026-06,0,PL,0
CUST1000538,2026-06,0,PL,0
CUST1000539,2026-06,0,PL,0
CUST1000540,2026-06,0,PL,0
CUST1000541,2026-06,0,PL,0
CUST1000542,2026-06,0,PL,0
CUST1000543,2026-06,0,PL,0
CUST1000544,2026-06,0,PL,0
CUST1000545,2026-06,0,PL,0
CUST1000546,2026-06,0,PL,0
CUST1000547,2026-06,1,PL,1
CUST1000548,2026-06,0,PL,0
CUST1000549,2026-06,0,PL,0
CUST1000550,2026-06,0,PL,0
CUST1000551,2026-06,0,PL,0
CUST1000552,2026-06,0,PL,0
CUST1000553,2026-06,0,PL,0
CUST1000554,2026-06,0,PL,0
CUST1000555,2026-06,0,PL,0
CUST1000556,2026-06,0,PL,0
CUST1000557,2026-06,0,PL,0
CUST1000558,2026-06,0,PL,0
CUST1000559,2026-06,0,PL,0
CUST1000560,2026-06,0,PL,0
CUST1000561,2026-06,0,PL,0
CUST1000562,2026-06,0,PL,0
CUST1000563,2026-06,2,PL,1
CUST1000564,2026-06,0,PL,0
CUST1000565,2026-06,0,PL,0
CUST1000566,2026-06,0,PL,0
CUST1000567,2026-06,0,PL,0
CUST1000568,2026-06,0,PL,0
CUST1000569,2026-06,0,PL,0
CUST1000570,2026-06,0,PL,0
CUST1000571,2026-06,0,PL,0
CUST1000572,2026-06,0,PL,0
CUST1000573,2026-06,0,PL,0
CUST1000574,2026-06,1,PL,1
CUST1000575,2026-06,0,PL,0
CUST1000576,2026-06,0,PL,0
CUST1000577,2026-06,0,PL,0
CUST1000578,2026-06,0,PL,0
CUST1000579,2026-06,0,PL,0
CUST1000580,2026-06,0,PL,0
CUST1000581,2026-06,0,PL,0
CUST1000582,2026-06,0,PL,0
CUST1000583,2026-06,0,PL,0
CUST1000584,2026-06,0,PL,0
CUST1000585,2026-06,1,PL,1
CUST1000586,2026-06,0,PL,0
CUST1000587,2026-06,0,PL,0
CUST1000588,2026-06,0,PL,0
CUST1000589,2026-06,0,PL,0
CUST1000590,2026-06,0,PL,0
CUST1000591,2026-06,0,PL,0
CUST1000592,2026-06,0,PL,0
CUST1000593,2026-06,0,PL,0
CUST1000594,2026-06,1,PL,1
CUST1000595,2026-06,0,PL,0
CUST1000596,2026-06,0,PL,0
CUST1000597,2026-06,0,PL,0
CUST1000598,2026-06,0,PL,0
CUST1000599,2026-06,0,PL,0
CUST1000600,2026-06,0,PL,0
CUST1000601,2026-06,2,PL,1
CUST1000602,2026-06,0,PL,0
CUST1000603,2026-06,0,PL,0
CUST1000604,2026-06,0,PL,0
CUST1000605,2026-06,0,PL,0
CUST1000606,2026-06,0,PL,0
CUST1000607,2026-06,2,PL,1
CUST1000608,2026-06,0,PL,0
CUST1000609,2026-06,1,PL,1
CUST1000610,2026-06,0,PL,0
CUST1000611,2026-06,1,PL,1
CUST1000612,2026-06,0,PL,0
CUST1000613,2026-06,0,PL,0
CUST1000614,2026-06,0,PL,0
CUST1000615,2026-06,0,PL,0
CUST1000616,2026-06,1,PL,1
CUST1000617,2026-06,0,PL,0
CUST1000618,2026-06,2,PL,1
CUST1000619,2026-06,0,PL,0
CUST1000620,2026-06,0,PL,0
CUST1000621,2026-06,0,PL,0
CUST1000622,2026-06,0,PL,0
CUST1000623,2026-06,0,PL,0
CUST1000624,2026-06,0,PL,0
CUST1000625,2026-06,0,PL,0
CUST1000626,2026-06,0,PL,0
CUST1000627,2026-06,0,PL,0
CUST1000628,2026-06,0,PL,0
CUST1000629,2026-06,0,PL,0
CUST1000630,2026-06,0,PL,0
CUST1000631,2026-06,0,PL,0
CUST1000632,2026-06,0,PL,0
CUST1000633,2026-06,0,PL,0
CUST1000634,2026-06,0,PL,0
CUST1000635,2026-06,1,PL,1
CUST1000636,2026-06,0,PL,0
CUST1000637,2026-06,0,PL,0
CUST1000638,2026-06,0,PL,0
CUST1000639,2026-06,0,PL,0
CUST1000640,2026-06,2,PL,1
CUST1000641,2026-06,0,PL,0
CUST1000642,2026-06,1,PL,1
CUST1000643,2026-06,0,PL,0
CUST1000644,2026-06,2,PL,1
CUST1000645,2026-06,0,PL,0
CUST1000646,2026-06,0,PL,0
CUST1000647,2026-06,0,PL,0
CUST1000648,2026-06,1,PL,1
CUST1000649,2026-06,0,PL,0
CUST1000650,2026-06,0,PL,0
CUST1000651,2026-06,0,PL,0
CUST1000652,2026-06,0,PL,0
CUST1000653,2026-06,0,PL,0
CUST1000654,2026-06,0,PL,0
CUST1000655,2026-06,0,PL,0
CUST1000656,2026-06,0,PL,0
CUST1000657,2026-06,0,PL,0
CUST1000658,2026-06,0,PL,0
CUST1000659,2026-06,1,PL,1
CUST1000660,2026-06,1,PL,1
CUST1000661,2026-06,0,PL,0
CUST1000662,2026-06,2,PL,1
CUST1000663,2026-06,0,PL,0
CUST1000664,2026-06,0,PL,0
CUST1000665,2026-06,1,PL,1
CUST1000666,2026-06,0,PL,0
CUST1000667,2026-06,0,PL,0
CUST1000668,2026-06,0,PL,0
CUST1000669,2026-06,0,PL,0
CUST1000670,2026-06,2,PL,1
CUST1000671,2026-06,0,PL,0
CUST1000672,2026-06,0,PL,0
CUST1000673,2026-06,0,PL,0
CUST1000674,2026-06,0,PL,0
CUST1000675,2026-06,0,PL,0
CUST1000676,2026-06,0,PL,0
CUST1000677,2026-06,0,PL,0
CUST1000678,2026-06,0,PL,0
CUST1000679,2026-06,0,PL,0
CUST1000680,2026-06,0,PL,0
CUST1000681,2026-06,0,PL,0
CUST1000682,2026-06,0,PL,0
CUST1000683,2026-06,0,PL,0
CUST1000684,2026-06,0,PL,0
CUST1000685,2026-06,0,PL,0
CUST1000686,2026-06,0,PL,0
CUST1000687,2026-06,0,PL,0
CUST1000688,2026-06,0,PL,0
CUST1000689,2026-06,1,PL,1
CUST1000690,2026-06,0,PL,0
CUST1000691,2026-06,0,PL,0
CUST1000692,2026-06,0,PL,0
CUST1000693,2026-06,2,PL,1
CUST1000694,2026-06,0,PL,0
CUST1000695,2026-06,0,PL,0
CUST1000696,2026-06,0,PL,0
CUST1000697,2026-06,0,PL,0
CUST1000698,2026-06,0,PL,0
CUST1000699,2026-06,0,PL,0
CUST1000700,2026-06,1,PL,1
CUST1000701,2026-06,0,PL,0
CUST1000702,2026-06,0,PL,0
CUST1000703,2026-06,0,PL,0
CUST1000704,2026-06,0,PL,0
CUST1000705,2026-06,0,PL,0
CUST1000706,2026-06,0,PL,0
CUST1000707,2026-06,0,PL,0
CUST1000708,2026-06,0,PL,0
CUST1000709,2026-06,0,PL,0
CUST1000710,2026-06,0,PL,0
CUST1000711,2026-06,0,PL,0
CUST1000712,2026-06,0,PL,0
CUST1000713,2026-06,0,PL,0
CUST1000714,2026-06,0,PL,0
CUST1000715,2026-06,0,PL,0
CUST1000716,2026-06,0,PL,0
CUST1000717,2026-06,2,PL,1
CUST1000718,2026-06,2,PL,1
CUST1000719,2026-06,0,PL,0
CUST1000720,2026-06,0,PL,0
CUST1000721,2026-06,0,PL,0
CUST1000722,2026-06,0,PL,0
CUST1000723,2026-06,0,PL,0
CUST1000724,2026-06,2,PL,1
CUST1000725,2026-06,0,PL,0
CUST1000726,2026-06,0,PL,0
CUST1000727,2026-06,0,PL,0
CUST1000728,2026-06,0,PL,0
CUST1000729,2026-06,0,PL,0
CUST1000730,2026-06,0,PL,0
CUST1000731,2026-06,0,PL,0
CUST1000732,2026-06,0,PL,0
CUST1000733,2026-06,0,PL,0
