Customer ID,Month period,product_code,click_count,avg_funnel_depth,max_funnel_depth,total_time_on_page_seconds,cta_click_count,application_started_count,booking_completed_count,product_shown_before_count
CUST1000065,2026-06,RD,1,1.0,1,277,0,0,0,0
CUST1000065,2026-06,SA,1,2.0,2,230,1,0,0,0
CUST1000066,2026-06,HL,1,2.0,2,76,1,0,0,0
CUST1000066,2026-06,SA,1,1.0,1,72,0,0,0,1
CUST1000067,2026-06,CC,2,2.5,3,334,2,1,0,1
CUST1000067,2026-06,SA,1,1.0,1,180,0,0,0,1
CUST1000069,2026-06,PL,1,1.0,1,308,0,0,0,0
CUST1000070,2026-06,CC,1,2.0,2,219,1,0,0,1
CUST1000070,2026-06,SA,1,1.0,1,307,0,0,0,0
CUST1000071,2026-06,SA,1,3.0,3,275,1,1,0,0
CUST1000072,2026-06,RD,2,2.5,3,417,2,1,0,0
CUST1000073,2026-06,MF,1,3.0,3,439,1,1,0,1
CUST1000073,2026-06,RD,1,1.0,1,86,0,0,0,0
CUST1000074,2026-06,MF,1,1.0,1,245,0,0,0,0
CUST1000074,2026-06,SA,1,3.0,3,391,1,1,0,0
CUST1000076,2026-06,CC,1,3.0,3,121,1,1,0,1
CUST1000076,2026-06,HL,1,4.0,4,246,1,1,0,0
CUST1000077,2026-06,RD,2,3.0,3,802,2,2,0,0
CUST1000078,2026-06,CC,2,3.0,4,697,2,1,0,0
CUST1000078,2026-06,MF,1,4.0,4,279,1,1,0,0
CUST1000078,2026-06,RD,2,1.5,2,370,1,0,0,0
CUST1000079,2026-06,PL,2,2.0,3,344,1,1,0,1
CUST1000080,2026-06,MF,2,3.0,3,522,2,2,0,0
CUST1000080,2026-06,PL,2,2.0,3,440,2,1,0,0
CUST1000080,2026-06,RD,1,2.0,2,293,1,0,0,1
CUST1000081,2026-06,CC,1,1.0,1,283,1,0,0,0
CUST1000081,2026-06,PL,2,2.5,3,455,2,1,0,0
CUST1000082,2026-06,PL,1,2.0,2,233,1,0,0,0
CUST1000082,2026-06,RD,1,3.0,3,242,1,1,0,0
CUST1000083,2026-06,CC,1,5.0,5,350,1,1,0,1
CUST1000083,2026-06,HL,1,3.0,3,181,1,1,0,0
CUST1000084,2026-06,CC,1,2.0,2,385,1,0,0,0
CUST1000084,2026-06,MF,1,1.0,1,125,0,0,0,1
CUST1000084,2026-06,PL,1,3.0,3,415,1,1,0,0
CUST1000084,2026-06,RD,1,2.0,2,312,1,0,0,1
CUST1000085,2026-06,SA,1,2.0,2,288,1,0,0,1
CUST1000086,2026-06,MF,1,2.0,2,208,1,0,0,0
CUST1000086,2026-06,PL,1,1.0,1,264,0,0,0,0
CUST1000086,2026-06,RD,1,3.0,3,132,1,1,0,1
CUST1000087,2026-06,CC,2,2.5,4,569,1,1,0,0
CUST1000087,2026-06,HL,1,4.0,4,566,1,1,0,0
CUST1000087,2026-06,MF,2,2.0,3,292,1,1,0,1
CUST1000087,2026-06,PL,1,1.0,1,355,0,0,0,0
CUST1000087,2026-06,RD,2,3.0,4,606,2,1,0,1
CUST1000087,2026-06,SA,2,3.0,4,549,2,1,0,1
CUST1000088,2026-06,CC,1,3.0,3,250,1,1,0,0
CUST1000088,2026-06,MF,1,3.0,3,87,1,1,0,0
CUST1000089,2026-06,RD,1,1.0,1,326,0,0,0,0
CUST1000090,2026-06,HL,1,2.0,2,134,1,0,0,0
CUST1000091,2026-06,CC,2,1.5,2,414,1,0,0,0
CUST1000092,2026-06,MF,1,2.0,2,184,1,0,0,0
CUST1000093,2026-06,RD,1,3.0,3,264,1,1,0,1
CUST1000095,2026-06,CC,3,4.0,5,939,3,2,0,0
CUST1000096,2026-06,CC,2,2.5,3,454,2,1,0,0
CUST1000096,2026-06,HL,1,1.0,1,280,0,0,0,0
CUST1000098,2026-06,CC,1,2.0,2,325,1,0,0,0
CUST1000098,2026-06,HL,1,2.0,2,244,1,0,0,1
CUST1000098,2026-06,MF,1,1.0,1,311,0,0,0,0
CUST1000098,2026-06,PL,1,3.0,3,62,1,1,0,0
CUST1000099,2026-06,HL,1,1.0,1,285,0,0,0,0
CUST1000100,2026-06,CC,1,2.0,2,174,1,0,0,0
CUST1000100,2026-06,MF,1,3.0,3,269,1,1,0,0
CUST1000100,2026-06,PL,1,5.0,5,210,1,1,0,0
CUST1000101,2026-06,HL,2,1.5,2,361,1,0,0,1
CUST1000101,2026-06,RD,1,2.0,2,180,1,0,0,1
CUST1000101,2026-06,SA,1,3.0,3,314,1,1,0,1
CUST1000102,2026-06,CC,1,2.0,2,188,1,0,0,1
CUST1000103,2026-06,CC,1,1.0,1,250,1,0,0,0
CUST1000103,2026-06,HL,1,3.0,3,310,1,1,0,0
CUST1000104,2026-06,CC,1,4.0,4,361,1,1,0,0
CUST1000104,2026-06,MF,1,2.0,2,161,1,0,0,1
CUST1000105,2026-06,CC,1,2.0,2,172,1,0,0,1
CUST1000105,2026-06,SA,1,1.0,1,60,0,0,0,1
CUST1000108,2026-06,RD,1,2.0,2,298,1,0,0,1
CUST1000109,2026-06,CC,1,2.0,2,134,1,0,0,0
CUST1000109,2026-06,HL,1,2.0,2,355,1,0,0,0
CUST1000109,2026-06,PL,3,2.6666666666666665,4,705,3,1,0,2
CUST1000110,2026-06,HL,1,2.0,2,104,1,0,0,0
CUST1000111,2026-06,HL,2,1.0,1,479,0,0,0,0
CUST1000111,2026-06,PL,1,2.0,2,246,1,0,0,1
CUST1000111,2026-06,SA,4,1.25,2,829,1,0,0,0
CUST1000112,2026-06,PL,1,3.0,3,355,1,1,0,1
CUST1000112,2026-06,RD,1,2.0,2,357,1,0,0,0
CUST1000113,2026-06,SA,1,1.0,1,99,1,0,0,0
CUST1000114,2026-06,RD,1,2.0,2,206,1,0,0,0
CUST1000114,2026-06,SA,1,2.0,2,381,1,0,0,0
CUST1000115,2026-06,CC,1,2.0,2,428,1,0,0,0
CUST1000115,2026-06,HL,1,2.0,2,397,1,0,0,0
CUST1000116,2026-06,CC,2,3.0,5,627,1,1,0,1
CUST1000117,2026-06,CC,2,3.0,4,503,2,1,0,0
CUST1000117,2026-06,RD,1,3.0,3,314,1,1,0,0
CUST1000121,2026-06,HL,1,2.0,2,154,1,0,0,1
CUST1000121,2026-06,MF,1,2.0,2,333,1,0,0,0
CUST1000121,2026-06,PL,1,5.0,5,397,1,1,0,0
CUST1000123,2026-06,PL,1,1.0,1,238,0,0,0,0
CUST1000124,2026-06,HL,1,2.0,2,98,1,0,0,0
CUST1000124,2026-06,RD,1,2.0,2,125,1,0,0,0
CUST1000126,2026-06,SA,1,5.0,5,577,1,1,0,1
CUST1000128,2026-06,MF,1,1.0,1,207,0,0,0,0
CUST1000128,2026-06,RD,1,5.0,5,443,1,1,0,1
CUST1000128,2026-06,SA,1,2.0,2,128,1,0,0,1
CUST1000129,2026-06,CC,1,4.0,4,159,1,1,0,0
CUST1000129,2026-06,HL,2,3.5,5,361,2,1,0,1
CUST1000129,2026-06,MF,1,1.0,1,249,0,0,0,0
CUST1000129,2026-06,SA,2,1.0,1,487,1,0,0,2
CUST1000130,2026-06,MF,1,5.0,5,91,1,1,0,0
CUST1000131,2026-06,RD,1,2.0,2,111,1,0,0,1
CUST1000131,2026-06,SA,1,1.0,1,195,0,0,0,0
CUST1000132,2026-06,SA,2,2.5,3,386,2,1,0,1
CUST1000133,2026-06,SA,1,1.0,1,239,0,0,0,1
CUST1000134,2026-06,CC,1,3.0,3,370,1,1,0,0
CUST1000134,2026-06,PL,2,2.5,3,276,2,1,0,0
CUST1000135,2026-06,HL,1,3.0,3,191,1,1,0,0
CUST1000135,2026-06,MF,1,3.0,3,390,1,1,0,1
CUST1000136,2026-06,CC,2,1.5,2,355,1,0,0,0
CUST1000136,2026-06,MF,1,2.0,2,45,1,0,0,0
CUST1000136,2026-06,PL,1,3.0,3,468,1,1,0,0
CUST1000136,2026-06,SA,1,2.0,2,360,1,0,0,1
CUST1000139,2026-06,PL,1,3.0,3,383,1,1,0,1
CUST1000139,2026-06,RD,1,4.0,4,259,1,1,0,0
CUST1000139,2026-06,SA,1,1.0,1,117,0,0,0,1
CUST1000140,2026-06,HL,1,3.0,3,385,1,1,0,1
CUST1000141,2026-06,PL,1,1.0,1,311,0,0,0,0
CUST1000141,2026-06,RD,1,3.0,3,385,1,1,0,0
CUST1000141,2026-06,SA,1,4.0,4,308,1,1,0,1
CUST1000144,2026-06,HL,1,4.0,4,215,1,1,0,0
CUST1000145,2026-06,SA,1,2.0,2,89,1,0,0,0
CUST1000146,2026-06,MF,1,2.0,2,151,1,0,0,0
CUST1000147,2026-06,SA,1,1.0,1,234,0,0,0,0
CUST1000151,2026-06,HL,1,3.0,3,355,1,1,0,0
CUST1000151,2026-06,RD,1,1.0,1,260,0,0,0,0
CUST1000152,2026-06,PL,1,3.0,3,146,1,1,0,0
CUST1000154,2026-06,HL,1,4.0,4,155,1,1,0,0
CUST1000154,2026-06,PL,1,5.0,5,409,1,1,0,0
CUST1000155,2026-06,HL,1,2.0,2,95,1,0,0,0
CUST1000155,2026-06,PL,1,4.0,4,396,1,1,0,1
CUST1000156,2026-06,MF,1,2.0,2,226,1,0,0,0
CUST1000156,2026-06,PL,1,2.0,2,172,1,0,0,1
CUST1000157,2026-06,CC,2,2.0,2,487,2,0,0,1
CUST1000157,2026-06,MF,1,3.0,3,321,1,1,0,0
CUST1000159,2026-06,CC,1,1.0,1,244,0,0,0,0
CUST1000159,2026-06,SA,1,4.0,4,342,1,1,0,0
CUST1000161,2026-06,CC,3,3.3333333333333335,5,1190,3,2,0,2
CUST1000161,2026-06,HL,1,2.0,2,91,1,0,0,0
CUST1000161,2026-06,PL,1,3.0,3,347,1,1,0,0
CUST1000161,2026-06,RD,1,2.0,2,282,1,0,0,0
CUST1000162,2026-06,CC,1,5.0,5,204,1,1,0,0
CUST1000162,2026-06,MF,1,4.0,4,190,1,1,0,0
CUST1000162,2026-06,RD,1,3.0,3,82,1,1,0,0
CUST1000163,2026-06,HL,1,5.0,5,175,1,1,0,0
CUST1000163,2026-06,MF,1,2.0,2,213,1,0,0,1
CUST1000163,2026-06,RD,1,4.0,4,123,1,1,0,0
CUST1000164,2026-06,CC,1,3.0,3,221,1,1,0,0
CUST1000165,2026-06,PL,1,3.0,3,289,1,1,0,0
CUST1000166,2026-06,CC,1,4.0,4,263,1,1,0,1
CUST1000166,2026-06,HL,1,2.0,2,290,1,0,0,1
CUST1000166,2026-06,RD,1,3.0,3,227,1,1,0,0
CUST1000167,2026-06,CC,2,3.0,4,691,2,1,0,0
CUST1000167,2026-06,RD,1,1.0,1,276,0,0,0,0
CUST1000168,2026-06,HL,1,2.0,2,317,1,0,0,0
CUST1000168,2026-06,PL,1,2.0,2,272,1,0,0,0
CUST1000168,2026-06,RD,2,3.0,4,307,2,1,0,0
CUST1000169,2026-06,PL,1,2.0,2,311,1,0,0,0
CUST1000170,2026-06,CC,1,3.0,3,64,1,1,0,0
CUST1000170,2026-06,HL,1,3.0,3,245,1,1,0,0
CUST1000171,2026-06,HL,1,1.0,1,241,1,0,0,1
CUST1000171,2026-06,MF,1,2.0,2,241,1,0,0,1
CUST1000171,2026-06,PL,2,1.5,2,299,1,0,0,1
CUST1000171,2026-06,RD,1,2.0,2,164,1,0,0,0
CUST1000172,2026-06,HL,1,1.0,1,258,0,0,0,0
CUST1000172,2026-06,RD,2,2.0,2,238,2,0,0,0
CUST1000173,2026-06,HL,2,4.5,5,736,2,2,0,2
CUST1000174,2026-06,HL,1,5.0,5,349,1,1,0,0
CUST1000175,2026-06,MF,1,3.0,3,314,1,1,0,0
CUST1000175,2026-06,PL,1,2.0,2,327,1,0,0,1
CUST1000176,2026-06,MF,1,3.0,3,145,1,1,0,0
CUST1000176,2026-06,RD,1,3.0,3,412,1,1,0,0
CUST1000177,2026-06,HL,2,3.0,3,485,2,2,0,1
CUST1000178,2026-06,PL,1,2.0,2,414,1,0,0,0
CUST1000178,2026-06,RD,1,2.0,2,399,1,0,0,1
CUST1000178,2026-06,SA,1,5.0,5,177,1,1,0,0
CUST1000181,2026-06,CC,1,5.0,5,433,1,1,0,0
CUST1000181,2026-06,HL,1,2.0,2,318,1,0,0,0
CUST1000183,2026-06,CC,1,4.0,4,257,1,1,0,1
CUST1000183,2026-06,HL,1,2.0,2,231,1,0,0,0
CUST1000183,2026-06,MF,1,2.0,2,159,1,0,0,0
CUST1000183,2026-06,PL,1,3.0,3,439,1,1,0,1
CUST1000185,2026-06,CC,2,3.5,4,470,2,2,0,1
CUST1000185,2026-06,HL,1,3.0,3,57,1,1,0,0
CUST1000185,2026-06,RD,1,3.0,3,453,1,1,0,0
CUST1000186,2026-06,CC,1,2.0,2,108,1,0,0,0
CUST1000186,2026-06,PL,1,4.0,4,255,1,1,0,0
CUST1000186,2026-06,RD,1,2.0,2,395,1,0,0,0
CUST1000186,2026-06,SA,1,2.0,2,111,1,0,0,0
CUST1000187,2026-06,CC,1,2.0,2,392,1,0,0,1
CUST1000187,2026-06,MF,3,2.3333333333333335,3,742,3,1,0,3
CUST1000187,2026-06,PL,1,3.0,3,113,1,1,0,0
CUST1000188,2026-06,HL,1,4.0,4,435,1,1,0,1
CUST1000188,2026-06,MF,1,1.0,1,67,0,0,0,0
CUST1000188,2026-06,SA,1,3.0,3,74,1,1,0,0
CUST1000189,2026-06,PL,1,3.0,3,343,1,1,0,0
CUST1000191,2026-06,RD,1,3.0,3,329,1,1,0,1
CUST1000193,2026-06,PL,3,3.0,5,991,3,1,0,3
CUST1000193,2026-06,RD,1,1.0,1,151,0,0,0,1
CUST1000194,2026-06,HL,1,3.0,3,307,1,1,0,0
CUST1000196,2026-06,SA,1,1.0,1,298,0,0,0,1
CUST1000197,2026-06,CC,2,3.0,4,369,2,1,0,1
CUST1000197,2026-06,RD,1,1.0,1,182,0,0,0,1
CUST1000198,2026-06,HL,1,3.0,3,355,1,1,0,0
CUST1000198,2026-06,MF,1,1.0,1,126,0,0,0,1
CUST1000198,2026-06,PL,1,1.0,1,222,0,0,0,0
CUST1000199,2026-06,CC,1,1.0,1,313,0,0,0,1
CUST1000199,2026-06,MF,3,1.0,1,815,0,0,0,0
CUST1000200,2026-06,CC,1,4.0,4,346,1,1,0,1
CUST1000200,2026-06,HL,1,2.0,2,150,1,0,0,1
CUST1000200,2026-06,RD,1,3.0,3,128,1,1,0,1
CUST1000201,2026-06,MF,1,5.0,5,192,1,1,0,0
CUST1000202,2026-06,SA,2,2.0,3,601,2,1,0,1
CUST1000203,2026-06,PL,1,2.0,2,380,1,0,0,1
CUST1000204,2026-06,MF,1,3.0,3,313,1,1,0,1
CUST1000204,2026-06,RD,1,2.0,2,116,1,0,0,0
CUST1000205,2026-06,MF,1,1.0,1,269,0,0,0,0
CUST1000205,2026-06,RD,3,3.0,4,1199,3,2,0,0
CUST1000205,2026-06,SA,1,1.0,1,202,1,0,0,0
CUST1000206,2026-06,MF,1,3.0,3,394,1,1,0,0
CUST1000207,2026-06,RD,1,3.0,3,217,1,1,0,0
CUST1000210,2026-06,CC,2,2.0,3,440,1,1,0,2
CUST1000210,2026-06,SA,1,2.0,2,119,1,0,0,1
CUST1000211,2026-06,CC,1,2.0,2,395,1,0,0,0
CUST1000211,2026-06,PL,1,5.0,5,465,1,1,0,0
CUST1000211,2026-06,RD,1,2.0,2,164,1,0,0,0
CUST1000213,2026-06,CC,1,2.0,2,106,1,0,0,1
CUST1000213,2026-06,RD,1,2.0,2,180,1,0,0,0
CUST1000214,2026-06,SA,1,2.0,2,336,1,0,0,1
CUST1000216,2026-06,SA,1,1.0,1,271,0,0,0,1
CUST1000217,2026-06,CC,1,3.0,3,171,1,1,0,0
CUST1000218,2026-06,CC,1,2.0,2,295,1,0,0,1
CUST1000218,2026-06,HL,1,2.0,2,200,1,0,0,0
CUST1000218,2026-06,RD,1,5.0,5,371,1,1,0,0
CUST1000219,2026-06,MF,3,3.0,3,552,3,3,0,3
CUST1000219,2026-06,RD,1,1.0,1,229,0,0,0,0
CUST1000220,2026-06,CC,2,2.0,2,279,2,0,0,0
CUST1000220,2026-06,PL,1,1.0,1,246,0,0,0,0
CUST1000221,2026-06,HL,1,1.0,1,77,0,0,0,1
CUST1000221,2026-06,PL,2,3.5,4,849,2,2,0,0
CUST1000221,2026-06,SA,2,2.5,3,259,2,1,0,0
CUST1000222,2026-06,MF,1,2.0,2,160,1,0,0,0
CUST1000223,2026-06,CC,1,5.0,5,239,1,1,0,0
CUST1000223,2026-06,SA,1,3.0,3,292,1,1,0,0
CUST1000224,2026-06,CC,1,2.0,2,220,1,0,0,0
CUST1000224,2026-06,PL,1,2.0,2,174,1,0,0,0
CUST1000226,2026-06,CC,1,3.0,3,437,1,1,0,0
CUST1000226,2026-06,HL,1,1.0,1,110,0,0,0,0
CUST1000227,2026-06,HL,1,3.0,3,220,1,1,0,1
CUST1000227,2026-06,MF,1,1.0,1,168,0,0,0,0
CUST1000227,2026-06,PL,1,1.0,1,270,0,0,0,0
CUST1000228,2026-06,HL,1,4.0,4,257,1,1,0,0
CUST1000228,2026-06,MF,2,4.0,5,617,2,2,0,0
CUST1000230,2026-06,MF,3,2.6666666666666665,3,640,3,2,0,1
CUST1000230,2026-06,RD,2,2.0,2,315,2,0,0,2
CUST1000230,2026-06,SA,1,1.0,1,204,0,0,0,0
CUST1000231,2026-06,CC,2,3.0,4,596,2,1,0,0
CUST1000231,2026-06,MF,1,2.0,2,217,1,0,0,0
CUST1000231,2026-06,PL,2,3.5,5,842,2,1,0,2
CUST1000232,2026-06,CC,1,1.0,1,257,1,0,0,0
CUST1000232,2026-06,RD,1,3.0,3,264,1,1,0,0
CUST1000233,2026-06,CC,1,3.0,3,104,1,1,0,0
CUST1000233,2026-06,HL,1,2.0,2,333,1,0,0,1
CUST1000233,2026-06,PL,1,3.0,3,180,1,1,0,1
CUST1000234,2026-06,CC,2,1.5,2,464,1,0,0,0
CUST1000234,2026-06,PL,1,1.0,1,253,0,0,0,1
CUST1000234,2026-06,RD,1,3.0,3,305,1,1,0,0
CUST1000235,2026-06,PL,1,1.0,1,138,0,0,0,0
CUST1000235,2026-06,RD,2,2.0,2,251,2,0,0,1
CUST1000236,2026-06,HL,1,3.0,3,330,1,1,0,0
CUST1000236,2026-06,SA,1,1.0,1,273,0,0,0,1
CUST1000237,2026-06,PL,1,1.0,1,211,0,0,0,0
CUST1000237,2026-06,RD,1,4.0,4,244,1,1,0,1
CUST1000239,2026-06,MF,2,3.0,3,707,2,2,0,0
CUST1000241,2026-06,MF,1,2.0,2,370,1,0,0,0
CUST1000241,2026-06,PL,1,3.0,3,230,1,1,0,0
CUST1000241,2026-06,SA,1,1.0,1,304,0,0,0,0
CUST1000242,2026-06,CC,1,2.0,2,124,1,0,0,1
CUST1000242,2026-06,HL,1,4.0,4,239,1,1,0,1
CUST1000242,2026-06,PL,2,3.5,4,654,2,2,0,0
CUST1000242,2026-06,RD,1,5.0,5,84,1,1,0,1
CUST1000243,2026-06,MF,1,2.0,2,268,1,0,0,0
CUST1000243,2026-06,RD,1,4.0,4,257,1,1,0,0
CUST1000243,2026-06,SA,1,1.0,1,215,1,0,0,1
CUST1000244,2026-06,CC,1,1.0,1,172,1,0,0,0
CUST1000244,2026-06,MF,3,2.0,3,665,2,1,0,3
CUST1000244,2026-06,SA,1,2.0,2,338,1,0,0,1
CUST1000245,2026-06,HL,1,3.0,3,89,1,1,0,0
CUST1000245,2026-06,MF,1,2.0,2,231,1,0,0,0
CUST1000245,2026-06,PL,1,2.0,2,266,1,0,0,0
CUST1000245,2026-06,RD,1,3.0,3,448,1,1,0,0
CUST1000246,2026-06,CC,1,2.0,2,354,1,0,0,0
CUST1000247,2026-06,HL,2,2.5,3,542,2,1,0,1
CUST1000247,2026-06,MF,1,3.0,3,330,1,1,0,1
CUST1000247,2026-06,PL,1,2.0,2,331,1,0,0,0
CUST1000247,2026-06,RD,1,4.0,4,191,1,1,0,0
CUST1000248,2026-06,CC,1,3.0,3,239,1,1,0,0
CUST1000248,2026-06,HL,1,1.0,1,265,1,0,0,0
CUST1000250,2026-06,CC,1,4.0,4,425,1,1,0,0
CUST1000250,2026-06,HL,1,1.0,1,307,0,0,0,0
CUST1000250,2026-06,RD,1,4.0,4,414,1,1,0,0
CUST1000250,2026-06,SA,1,3.0,3,301,1,1,0,0
CUST1000251,2026-06,CC,1,4.0,4,199,1,1,0,0
CUST1000251,2026-06,PL,1,2.0,2,120,1,0,0,0
CUST1000251,2026-06,RD,1,2.0,2,110,1,0,0,0
CUST1000252,2026-06,CC,1,4.0,4,405,1,1,0,0
CUST1000252,2026-06,MF,1,2.0,2,101,1,0,0,1
CUST1000255,2026-06,CC,2,2.5,3,431,2,1,0,0
CUST1000255,2026-06,PL,1,3.0,3,388,1,1,0,0
CUST1000256,2026-06,RD,1,1.0,1,218,0,0,0,0
CUST1000257,2026-06,PL,1,3.0,3,342,1,1,0,0
CUST1000258,2026-06,CC,1,1.0,1,349,0,0,0,1
CUST1000258,2026-06,HL,1,2.0,2,343,1,0,0,1
CUST1000258,2026-06,RD,2,1.5,2,504,1,0,0,2
CUST1000259,2026-06,CC,1,4.0,4,297,1,1,0,1
CUST1000259,2026-06,RD,1,4.0,4,197,1,1,0,0
