Customer ID,Month period,propensity_score,product_code
CUST1000058,2026-06,0.5351,PL
CUST1000059,2026-06,0.3862,PL
CUST1000060,2026-06,0.6284,PL
CUST1000061,2026-06,0.3566,PL
CUST1000062,2026-06,0.5111,PL
CUST1000063,2026-06,0.2187,PL
CUST1000064,2026-06,0.2946,PL
CUST1000065,2026-06,0.1434,PL
CUST1000066,2026-06,0.3779,PL
CUST1000067,2026-06,0.4434,PL
CUST1000068,2026-06,0.2968,PL
CUST1000069,2026-06,0.1651,PL
CUST1000070,2026-06,0.4903,PL
CUST1000071,2026-06,0.2948,PL
CUST1000072,2026-06,0.4002,PL
CUST1000073,2026-06,0.4139,PL
CUST1000074,2026-06,0.3886,PL
CUST1000075,2026-06,0.5935,PL
CUST1000076,2026-06,0.4088,PL
CUST1000077,2026-06,0.2945,PL
CUST1000078,2026-06,0.6085,PL
CUST1000079,2026-06,0.3807,PL
CUST1000080,2026-06,0.2498,PL
CUST1000081,2026-06,0.2881,PL
CUST1000082,2026-06,0.2723,PL
CUST1000083,2026-06,0.3133,PL
CUST1000084,2026-06,0.5055,PL
CUST1000085,2026-06,0.2845,PL
CUST1000086,2026-06,0.2515,PL
CUST1000087,2026-06,0.2936,PL
CUST1000088,2026-06,0.3619,PL
CUST1000089,2026-06,0.2825,PL
CUST1000090,2026-06,0.5143,PL
CUST1000091,2026-06,0.3571,PL
CUST1000092,2026-06,0.2696,PL
CUST1000093,2026-06,0.6353,PL
CUST1000094,2026-06,0.5635,PL
CUST1000095,2026-06,0.1223,PL
CUST1000096,2026-06,0.554,PL
CUST1000097,2026-06,0.6083,PL
CUST1000098,2026-06,0.3529,PL
CUST1000099,2026-06,0.2786,PL
CUST1000100,2026-06,0.6004,PL
CUST1000101,2026-06,0.1997,PL
CUST1000102,2026-06,0.4389,PL
CUST1000103,2026-06,0.3252,PL
CUST1000104,2026-06,0.2986,PL
CUST1000105,2026-06,0.5125,PL
CUST1000106,2026-06,0.5112,PL
CUST1000107,2026-06,0.3043,PL
CUST1000108,2026-06,0.4041,PL
CUST1000109,2026-06,0.2536,PL
CUST1000110,2026-06,0.4988,PL
CUST1000111,2026-06,0.466,PL
CUST1000112,2026-06,0.3501,PL
CUST1000113,2026-06,0.3904,PL
CUST1000114,2026-06,0.2368,PL
CUST1000115,2026-06,0.4366,PL
CUST1000116,2026-06,0.0761,PL
CUST1000117,2026-06,0.5614,PL
CUST1000118,2026-06,0.2544,PL
CUST1000119,2026-06,0.3697,PL
CUST1000120,2026-06,0.4086,PL
CUST1000121,2026-06,0.3583,PL
CUST1000122,2026-06,0.3425,PL
CUST1000123,2026-06,0.1499,PL
CUST1000124,2026-06,0.23,PL
CUST1000125,2026-06,0.2239,PL
CUST1000126,2026-06,0.4526,PL
CUST1000127,2026-06,0.4144,PL
CUST1000128,2026-06,0.4353,PL
CUST1000129,2026-06,0.4165,PL
CUST1000130,2026-06,0.5275,PL
CUST1000131,2026-06,0.5112,PL
CUST1000132,2026-06,0.3102,PL
CUST1000133,2026-06,0.254,PL
CUST1000134,2026-06,0.3493,PL
CUST1000135,2026-06,0.5136,PL
CUST1000136,2026-06,0.2968,PL
CUST1000137,2026-06,0.2434,PL
CUST1000138,2026-06,0.1082,PL
CUST1000139,2026-06,0.3696,PL
CUST1000140,2026-06,0.1224,PL
CUST1000141,2026-06,0.4441,PL
CUST1000142,2026-06,0.2425,PL
CUST1000143,2026-06,0.4112,PL
CUST1000144,2026-06,0.3735,PL
CUST1000145,2026-06,0.4018,PL
CUST1000146,2026-06,0.3885,PL
CUST1000147,2026-06,0.3451,PL
CUST1000148,2026-06,0.6088,PL
CUST1000149,2026-06,0.2718,PL
CUST1000150,2026-06,0.2085,PL
CUST1000151,2026-06,0.6083,PL
CUST1000152,2026-06,0.3583,PL
CUST1000153,2026-06,0.3427,PL
CUST1000154,2026-06,0.645,PL
CUST1000155,2026-06,0.5597,PL
CUST1000156,2026-06,0.5149,PL
CUST1000157,2026-06,0.1694,PL
CUST1000158,2026-06,0.425,PL
CUST1000159,2026-06,0.2969,PL
CUST1000160,2026-06,0.4427,PL
CUST1000161,2026-06,0.332,PL
CUST1000162,2026-06,0.4017,PL
CUST1000163,2026-06,0.4697,PL
CUST1000164,2026-06,0.4697,PL
CUST1000165,2026-06,0.3728,PL
CUST1000166,2026-06,0.1817,PL
CUST1000167,2026-06,0.2432,PL
CUST1000168,2026-06,0.3708,PL
CUST1000169,2026-06,0.3841,PL
CUST1000170,2026-06,0.4264,PL
CUST1000171,2026-06,0.2802,PL
CUST1000172,2026-06,0.4552,PL
CUST1000173,2026-06,0.4531,PL
CUST1000174,2026-06,0.2456,PL
CUST1000175,2026-06,0.2816,PL
CUST1000176,2026-06,0.4517,PL
CUST1000177,2026-06,0.1952,PL
CUST1000178,2026-06,0.2757,PL
CUST1000179,2026-06,0.0859,PL
CUST1000180,2026-06,0.3745,PL
CUST1000181,2026-06,0.5462,PL
CUST1000182,2026-06,0.2567,PL
CUST1000183,2026-06,0.4609,PL
CUST1000184,2026-06,0.1953,PL
CUST1000185,2026-06,0.2293,PL
CUST1000186,2026-06,0.4023,PL
CUST1000187,2026-06,0.3013,PL
CUST1000188,2026-06,0.4415,PL
CUST1000189,2026-06,0.2359,PL
CUST1000190,2026-06,0.2192,PL
CUST1000191,2026-06,0.247,PL
CUST1000192,2026-06,0.3453,PL
CUST1000193,2026-06,0.3492,PL
CUST1000194,2026-06,0.2026,PL
CUST1000195,2026-06,0.379,PL
CUST1000196,2026-06,0.3488,PL
CUST1000197,2026-06,0.6192,PL
CUST1000198,2026-06,0.0871,PL
CUST1000199,2026-06,0.3122,PL
CUST1000200,2026-06,0.1919,PL
CUST1000201,2026-06,0.3067,PL
CUST1000202,2026-06,0.3918,PL
CUST1000203,2026-06,0.257,PL
CUST1000204,2026-06,0.5531,PL
CUST1000205,2026-06,0.3236,PL
CUST1000206,2026-06,0.2867,PL
CUST1000207,2026-06,0.274,PL
CUST1000208,2026-06,0.183,PL
CUST1000209,2026-06,0.1533,PL
CUST1000210,2026-06,0.5562,PL
CUST1000211,2026-06,0.3511,PL
CUST1000212,2026-06,0.525,PL
CUST1000213,2026-06,0.2867,PL
CUST1000214,2026-06,0.2667,PL
CUST1000215,2026-06,0.4261,PL
CUST1000216,2026-06,0.0915,PL
CUST1000217,2026-06,0.4371,PL
CUST1000218,2026-06,0.3874,PL
CUST1000219,2026-06,0.0463,PL
CUST1000220,2026-06,0.2395,PL
CUST1000221,2026-06,0.4256,PL
CUST1000222,2026-06,0.3242,PL
CUST1000223,2026-06,0.216,PL
CUST1000224,2026-06,0.2849,PL
CUST1000225,2026-06,0.1571,PL
CUST1000226,2026-06,0.2622,PL
CUST1000227,2026-06,0.4159,PL
CUST1000228,2026-06,0.2536,PL
CUST1000229,2026-06,0.1726,PL
CUST1000230,2026-06,0.199,PL
CUST1000231,2026-06,0.5877,PL
CUST1000232,2026-06,0.2521,PL
CUST1000233,2026-06,0.3369,PL
CUST1000234,2026-06,0.3312,PL
CUST1000235,2026-06,0.1627,PL
CUST1000236,2026-06,0.378,PL
CUST1000237,2026-06,0.4483,PL
CUST1000238,2026-06,0.5789,PL
CUST1000239,2026-06,0.3454,PL
CUST1000240,2026-06,0.4092,PL
CUST1000241,2026-06,0.2553,PL
CUST1000242,2026-06,0.6505,PL
CUST1000243,2026-06,0.5676,PL
CUST1000244,2026-06,0.3074,PL
CUST1000245,2026-06,0.3534,PL
CUST1000246,2026-06,0.4832,PL
CUST1000247,2026-06,0.445,PL
CUST1000248,2026-06,0.5854,PL
CUST1000249,2026-06,0.5973,PL
CUST1000250,2026-06,0.2435,PL
CUST1000251,2026-06,0.174,PL
CUST1000252,2026-06,0.5345,PL
CUST1000253,2026-06,0.4197,PL
CUST1000254,2026-06,0.3203,PL
CUST1000255,2026-06,0.3902,PL
CUST1000256,2026-06,0.4336,PL
CUST1000257,2026-06,0.5702,PL
CUST1000258,2026-06,0.0934,PL
CUST1000259,2026-06,0.5267,PL
CUST1000260,2026-06,0.1963,PL
CUST1000261,2026-06,0.0981,PL
CUST1000262,2026-06,0.3362,PL
CUST1000263,2026-06,0.208,PL
CUST1000264,2026-06,0.3603,PL
CUST1000265,2026-06,0.4018,PL
CUST1000266,2026-06,0.5469,PL
CUST1000267,2026-06,0.4408,PL
CUST1000268,2026-06,0.4061,PL
CUST1000269,2026-06,0.5217,PL
CUST1000270,2026-06,0.5038,PL
CUST1000271,2026-06,0.3402,PL
CUST1000272,2026-06,0.01,PL
CUST1000273,2026-06,0.4377,PL
CUST1000274,2026-06,0.4014,PL
CUST1000275,2026-06,0.0832,PL
CUST1000276,2026-06,0.5685,PL
CUST1000277,2026-06,0.3809,PL
CUST1000278,2026-06,0.6306,PL
CUST1000279,2026-06,0.2997,PL
CUST1000280,2026-06,0.4719,PL
CUST1000281,2026-06,0.156,PL
CUST1000282,2026-06,0.2255,PL
CUST1000283,2026-06,0.5435,PL
CUST1000284,2026-06,0.1912,PL
CUST1000285,2026-06,0.3605,PL
CUST1000286,2026-06,0.3663,PL
CUST1000287,2026-06,0.5644,PL
CUST1000288,2026-06,0.2043,PL
CUST1000289,2026-06,0.2772,PL
CUST1000290,2026-06,0.3341,PL
CUST1000291,2026-06,0.3417,PL
CUST1000292,2026-06,0.4548,PL
CUST1000293,2026-06,0.2327,PL
CUST1000294,2026-06,0.5792,PL
CUST1000295,2026-06,0.4733,PL
CUST1000296,2026-06,0.2793,PL
CUST1000297,2026-06,0.3493,PL
CUST1000298,2026-06,0.4636,PL
CUST1000299,2026-06,0.3437,PL
CUST1000300,2026-06,0.4479,PL
CUST1000301,2026-06,0.467,PL
CUST1000302,2026-06,0.3066,PL
CUST1000303,2026-06,0.4638,PL
CUST1000304,2026-06,0.0553,PL
CUST1000305,2026-06,0.1626,PL
CUST1000306,2026-06,0.5509,PL
CUST1000307,2026-06,0.349,PL
CUST1000308,2026-06,0.3576,PL
CUST1000309,2026-06,0.4874,PL
CUST1000310,2026-06,0.2632,PL
CUST1000311,2026-06,0.0685999999999999,PL
CUST1000312,2026-06,0.2652,PL
CUST1000313,2026-06,0.2594,PL
CUST1000314,2026-06,0.0924,PL
CUST1000315,2026-06,0.5045,PL
CUST1000316,2026-06,0.1021,PL
CUST1000317,2026-06,0.3031,PL
CUST1000318,2026-06,0.3945,PL
CUST1000319,2026-06,0.5218,PL
CUST1000320,2026-06,0.0907,PL
CUST1000321,2026-06,0.0678,PL
CUST1000322,2026-06,0.4494,PL
CUST1000323,2026-06,0.2507,PL
CUST1000324,2026-06,0.2888,PL
CUST1000325,2026-06,0.1326,PL
CUST1000326,2026-06,0.4828,PL
CUST1000327,2026-06,0.3697,PL
CUST1000328,2026-06,0.2912,PL
CUST1000329,2026-06,0.3657,PL
CUST1000330,2026-06,0.2804,PL
CUST1000331,2026-06,0.3371,PL
CUST1000332,2026-06,0.4037,PL
CUST1000333,2026-06,0.345,PL
CUST1000334,2026-06,0.4569,PL
CUST1000335,2026-06,0.2928,PL
CUST1000336,2026-06,0.188,PL
CUST1000337,2026-06,0.2517,PL
CUST1000338,2026-06,0.3595,PL
CUST1000339,2026-06,0.3832,PL
CUST1000340,2026-06,0.4086,PL
CUST1000341,2026-06,0.5158,PL
CUST1000342,2026-06,0.4242,PL
CUST1000343,2026-06,0.5507,PL
CUST1000344,2026-06,0.2641,PL
CUST1000345,2026-06,0.6522,PL
CUST1000346,2026-06,0.5678,PL
CUST1000347,2026-06,0.5369,PL
CUST1000348,2026-06,0.4512,PL
CUST1000349,2026-06,0.01,PL
CUST1000350,2026-06,0.2117,PL
CUST1000351,2026-06,0.2572,PL
CUST1000352,2026-06,0.7588,PL
CUST1000353,2026-06,0.4383,PL
CUST1000354,2026-06,0.2482,PL
CUST1000355,2026-06,0.018,PL
CUST1000356,2026-06,0.3157,PL
CUST1000357,2026-06,0.126,PL
CUST1000358,2026-06,0.522,PL
CUST1000359,2026-06,0.1887,PL
CUST1000360,2026-06,0.3357,PL
CUST1000361,2026-06,0.3905,PL
CUST1000362,2026-06,0.2165,PL
CUST1000363,2026-06,0.4155,PL
CUST1000364,2026-06,0.4232,PL
CUST1000365,2026-06,0.3906,PL
CUST1000366,2026-06,0.3877,PL
CUST1000367,2026-06,0.0979,PL
CUST1000368,2026-06,0.4679,PL
CUST1000369,2026-06,0.4337,PL
CUST1000370,2026-06,0.0368,PL
CUST1000371,2026-06,0.3442,PL
CUST1000372,2026-06,0.1645,PL
CUST1000373,2026-06,0.3348,PL
CUST1000374,2026-06,0.425,PL
CUST1000375,2026-06,0.2307,PL
CUST1000376,2026-06,0.3979,PL
CUST1000377,2026-06,0.329,PL
CUST1000378,2026-06,0.2739,PL
CUST1000379,2026-06,0.1134,PL
CUST1000380,2026-06,0.3219,PL
CUST1000381,2026-06,0.2897,PL
CUST1000382,2026-06,0.0804,PL
CUST1000383,2026-06,0.3209,PL
CUST1000384,2026-06,0.5891,PL
CUST1000385,2026-06,0.4211,PL
CUST1000386,2026-06,0.2323,PL
CUST1000387,2026-06,0.2344,PL
CUST1000388,2026-06,0.4899,PL
CUST1000389,2026-06,0.3724,PL
CUST1000390,2026-06,0.5262,PL
CUST1000391,2026-06,0.654,PL
CUST1000392,2026-06,0.4293,PL
CUST1000393,2026-06,0.4338,PL
CUST1000394,2026-06,0.5743,PL
CUST1000395,2026-06,0.2294,PL
CUST1000396,2026-06,0.4966,PL
CUST1000397,2026-06,0.2949,PL
CUST1000398,2026-06,0.2216,PL
CUST1000399,2026-06,0.4681,PL
CUST1000400,2026-06,0.3589,PL
CUST1000401,2026-06,0.3221,PL
CUST1000402,2026-06,0.412,PL
CUST1000403,2026-06,0.3813,PL
CUST1000404,2026-06,0.5773,PL
CUST1000405,2026-06,0.2473,PL
CUST1000406,2026-06,0.2506,PL
CUST1000407,2026-06,0.0584,PL
CUST1000408,2026-06,0.1043,PL
CUST1000409,2026-06,0.4566,PL
CUST1000410,2026-06,0.3922,PL
CUST1000411,2026-06,0.4234,PL
CUST1000412,2026-06,0.3561,PL
CUST1000413,2026-06,0.4363,PL
CUST1000414,2026-06,0.1956,PL
CUST1000415,2026-06,0.1265,PL
CUST1000416,2026-06,0.3328,PL
CUST1000417,2026-06,0.2513,PL
CUST1000418,2026-06,0.1764,PL
CUST1000419,2026-06,0.2552,PL
CUST1000420,2026-06,0.4305,PL
CUST1000421,2026-06,0.2416,PL
CUST1000422,2026-06,0.636,PL
CUST1000423,2026-06,0.493,PL
CUST1000424,2026-06,0.3013,PL
CUST1000425,2026-06,0.2476,PL
CUST1000426,2026-06,0.5667,PL
CUST1000427,2026-06,0.4325,PL
CUST1000428,2026-06,0.552,PL
CUST1000429,2026-06,0.0716,PL
CUST1000430,2026-06,0.2317,PL
CUST1000431,2026-06,0.2899,PL
CUST1000432,2026-06,0.4874,PL
CUST1000433,2026-06,0.3381,PL
CUST1000434,2026-06,0.4923,PL
CUST1000435,2026-06,0.1661,PL
CUST1000436,2026-06,0.5002,PL
CUST1000437,2026-06,0.459,PL
CUST1000438,2026-06,0.3614,PL
CUST1000439,2026-06,0.311,PL
CUST1000440,2026-06,0.3952,PL
CUST1000441,2026-06,0.0646999999999999,PL
CUST1000442,2026-06,0.2923,PL
CUST1000443,2026-06,0.4416,PL
CUST1000444,2026-06,0.1379,PL
CUST1000445,2026-06,0.1675,PL
CUST1000446,2026-06,0.2391,PL
CUST1000447,2026-06,0.125,PL
CUST1000448,2026-06,0.4721,PL
CUST1000449,2026-06,0.4936,PL
CUST1000450,2026-06,0.2348,PL
CUST1000451,2026-06,0.2501,PL
CUST1000452,2026-06,0.3791,PL
CUST1000453,2026-06,0.3338,PL
CUST1000454,2026-06,0.2311,PL
CUST1000455,2026-06,0.6154,PL
CUST1000456,2026-06,0.4926,PL
CUST1000457,2026-06,0.494,PL
CUST1000458,2026-06,0.3746,PL
CUST1000459,2026-06,0.3333,PL
CUST1000460,2026-06,0.3391,PL
CUST1000461,2026-06,0.4128,PL
CUST1000462,2026-06,0.5329,PL
CUST1000463,2026-06,0.384,PL
CUST1000464,2026-06,0.0275,PL
CUST1000465,2026-06,0.2225,PL
CUST1000466,2026-06,0.4301,PL
CUST1000467,2026-06,0.3742,PL
CUST1000468,2026-06,0.2042,PL
CUST1000469,2026-06,0.3897,PL
CUST1000470,2026-06,0.4622,PL
CUST1000471,2026-06,0.5248,PL
CUST1000472,2026-06,0.5478,PL
CUST1000473,2026-06,0.3466,PL
CUST1000474,2026-06,0.4326,PL
CUST1000475,2026-06,0.343,PL
CUST1000476,2026-06,0.6518,PL
CUST1000477,2026-06,0.5435,PL
CUST1000478,2026-06,0.2672,PL
CUST1000479,2026-06,0.2523,PL
CUST1000480,2026-06,0.3414,PL
CUST1000481,2026-06,0.5911,PL
CUST1000482,2026-06,0.3421,PL
CUST1000483,2026-06,0.4672,PL
CUST1000484,2026-06,0.2371,PL
CUST1000485,2026-06,0.3025,PL
CUST1000486,2026-06,0.3757,PL
CUST1000487,2026-06,0.242,PL
CUST1000488,2026-06,0.2916,PL
CUST1000489,2026-06,0.4523,PL
CUST1000490,2026-06,0.3546,PL
CUST1000491,2026-06,0.4073,PL
CUST1000492,2026-06,0.3826,PL
CUST1000493,2026-06,0.07,PL
CUST1000494,2026-06,0.4614,PL
CUST1000495,2026-06,0.2077,PL
CUST1000496,2026-06,0.4064,PL
CUST1000497,2026-06,0.3596,PL
CUST1000498,2026-06,0.2088,PL
CUST1000499,2026-06,0.2444,PL
CUST1000500,2026-06,0.3692,PL
CUST1000501,2026-06,0.4259,PL
CUST1000502,2026-06,0.4967,PL
CUST1000503,2026-06,0.5285,PL
CUST1000504,2026-06,0.439,PL
CUST1000505,2026-06,0.357,PL
CUST1000506,2026-06,0.1756,PL
CUST1000507,2026-06,0.3399,PL
CUST1000508,2026-06,0.3501,PL
CUST1000509,2026-06,0.621,PL
CUST1000510,2026-06,0.4279,PL
CUST1000511,2026-06,0.3455,PL
CUST1000512,2026-06,0.3496,PL
CUST1000513,2026-06,0.5389,PL
CUST1000514,2026-06,0.3738,PL
CUST1000515,2026-06,0.398,PL
CUST1000516,2026-06,0.5235,PL
CUST1000517,2026-06,0.5851,PL
CUST1000518,2026-06,0.5459,PL
CUST1000519,2026-06,0.5164,PL
CUST1000520,2026-06,0.3727,PL
CUST1000521,2026-06,0.2772,PL
CUST1000522,2026-06,0.1628,PL
CUST1000523,2026-06,0.3455,PL
CUST1000524,2026-06,0.4016,PL
CUST1000525,2026-06,0.2815,PL
CUST1000526,2026-06,0.4867,PL
CUST1000527,2026-06,0.3547,PL
CUST1000528,2026-06,0.3926,PL
CUST1000529,2026-06,0.4641,PL
CUST1000530,2026-06,0.513,PL
CUST1000531,2026-06,0.5743,PL
CUST1000532,2026-06,0.6083,PL
CUST1000533,2026-06,0.4005,PL
CUST1000534,2026-06,0.3218,PL
CUST1000535,2026-06,0.311,PL
CUST1000536,2026-06,0.4911,PL
CUST1000537,2026-06,0.1168,PL
CUST1000538,2026-06,0.3262,PL
CUST1000539,2026-06,0.026,PL
CUST1000540,2026-06,0.4457,PL
CUST1000541,2026-06,0.0988,PL
CUST1000542,2026-06,0.5655,PL
CUST1000543,2026-06,0.3889,PL
CUST1000544,2026-06,0.1294,PL
CUST1000545,2026-06,0.2818,PL
CUST1000546,2026-06,0.3571,PL
CUST1000547,2026-06,0.4164,PL
CUST1000548,2026-06,0.4875,PL
CUST1000549,2026-06,0.5319,PL
CUST1000550,2026-06,0.2927,PL
CUST1000551,2026-06,0.4522,PL
CUST1000552,2026-06,0.2703,PL
CUST1000553,2026-06,0.1148,PL
CUST1000554,2026-06,0.5336,PL
CUST1000555,2026-06,0.3978,PL
CUST1000556,2026-06,0.3381,PL
CUST1000557,2026-06,0.3979,PL
CUST1000558,2026-06,0.593,PL
CUST1000559,2026-06,0.2442,PL
CUST1000560,2026-06,0.3238,PL
CUST1000561,2026-06,0.5059,PL
CUST1000562,2026-06,0.5196,PL
CUST1000563,2026-06,0.3494,PL
CUST1000564,2026-06,0.3394,PL
CUST1000565,2026-06,0.421,PL
CUST1000566,2026-06,0.4465,PL
CUST1000567,2026-06,0.5455,PL
CUST1000568,2026-06,0.3232,PL
CUST1000569,2026-06,0.3307,PL
CUST1000570,2026-06,0.054,PL
CUST1000571,2026-06,0.1329,PL
CUST1000572,2026-06,0.2993,PL
CUST1000573,2026-06,0.4633,PL
CUST1000574,2026-06,0.4603,PL
CUST1000575,2026-06,0.2627,PL
CUST1000576,2026-06,0.4252,PL
CUST1000577,2026-06,0.5139,PL
CUST1000578,2026-06,0.3384,PL
CUST1000579,2026-06,0.4194,PL
CUST1000580,2026-06,0.184,PL
CUST1000581,2026-06,0.5219,PL
CUST1000582,2026-06,0.4228,PL
CUST1000583,2026-06,0.5389,PL
CUST1000584,2026-06,0.2814,PL
CUST1000585,2026-06,0.2269,PL
CUST1000586,2026-06,0.4581,PL
CUST1000587,2026-06,0.6029,PL
CUST1000588,2026-06,0.2678,PL
CUST1000589,2026-06,0.3784,PL
CUST1000590,2026-06,0.4423,PL
CUST1000591,2026-06,0.1937,PL
CUST1000592,2026-06,0.2097,PL
CUST1000593,2026-06,0.3169,PL
CUST1000594,2026-06,0.3536,PL
CUST1000595,2026-06,0.2284,PL
CUST1000596,2026-06,0.3853,PL
CUST1000597,2026-06,0.665,PL
CUST1000598,2026-06,0.4883,PL
CUST1000599,2026-06,0.5608,PL
CUST1000600,2026-06,0.1902,PL
CUST1000601,2026-06,0.3913,PL
CUST1000602,2026-06,0.3711,PL
CUST1000603,2026-06,0.2605,PL
CUST1000604,2026-06,0.4668,PL
CUST1000605,2026-06,0.2986,PL
CUST1000606,2026-06,0.5672,PL
CUST1000607,2026-06,0.3688,PL
CUST1000608,2026-06,0.6525,PL
CUST1000609,2026-06,0.3579,PL
CUST1000610,2026-06,0.3417,PL
CUST1000611,2026-06,0.3618,PL
CUST1000612,2026-06,0.0925,PL
CUST1000613,2026-06,0.3436,PL
CUST1000614,2026-06,0.3138,PL
CUST1000615,2026-06,0.1133,PL
CUST1000616,2026-06,0.3976,PL
CUST1000617,2026-06,0.4721,PL
CUST1000618,2026-06,0.3021,PL
CUST1000619,2026-06,0.2092,PL
CUST1000620,2026-06,0.2415,PL
CUST1000621,2026-06,0.3097,PL
CUST1000622,2026-06,0.2625,PL
CUST1000623,2026-06,0.4534,PL
CUST1000624,2026-06,0.3719,PL
CUST1000625,2026-06,0.5452,PL
CUST1000626,2026-06,0.5491,PL
CUST1000627,2026-06,0.1466,PL
CUST1000628,2026-06,0.3102,PL
CUST1000629,2026-06,0.2326,PL
CUST1000630,2026-06,0.5497,PL
CUST1000631,2026-06,0.4337,PL
CUST1000632,2026-06,0.3484,PL
CUST1000633,2026-06,0.3082,PL
CUST1000634,2026-06,0.5002,PL
CUST1000635,2026-06,0.4968,PL
CUST1000636,2026-06,0.2529,PL
CUST1000637,2026-06,0.4607,PL
CUST1000638,2026-06,0.3377,PL
CUST1000639,2026-06,0.3769,PL
CUST1000640,2026-06,0.2817,PL
CUST1000641,2026-06,0.5015,PL
CUST1000642,2026-06,0.3183,PL
CUST1000643,2026-06,0.3023,PL
CUST1000644,2026-06,0.2865,PL
CUST1000645,2026-06,0.3121,PL
CUST1000646,2026-06,0.5241,PL
CUST1000647,2026-06,0.5461,PL
CUST1000648,2026-06,0.4023,PL
CUST1000649,2026-06,0.5428,PL
CUST1000650,2026-06,0.2393,PL
CUST1000651,2026-06,0.4572,PL
CUST1000652,2026-06,0.1464,PL
CUST1000653,2026-06,0.1563,PL
CUST1000654,2026-06,0.2444,PL
CUST1000655,2026-06,0.4449,PL
CUST1000656,2026-06,0.3586,PL
CUST1000657,2026-06,0.4105,PL
CUST1000658,2026-06,0.505,PL
CUST1000659,2026-06,0.3213,PL
CUST1000660,2026-06,0.4877,PL
CUST1000661,2026-06,0.4343,PL
CUST1000662,2026-06,0.2262,PL
CUST1000663,2026-06,0.5041,PL
CUST1000664,2026-06,0.2165,PL
CUST1000665,2026-06,0.2107,PL
CUST1000666,2026-06,0.4863,PL
CUST1000667,2026-06,0.3792,PL
CUST1000668,2026-06,0.5985,PL
CUST1000669,2026-06,0.2627,PL
CUST1000670,2026-06,0.5139,PL
CUST1000671,2026-06,0.4801,PL
CUST1000672,2026-06,0.3852,PL
CUST1000673,2026-06,0.3405,PL
CUST1000674,2026-06,0.4282,PL
CUST1000675,2026-06,0.2236,PL
CUST1000676,2026-06,0.5057,PL
CUST1000677,2026-06,0.3243,PL
CUST1000678,2026-06,0.3028,PL
CUST1000679,2026-06,0.1536,PL
CUST1000680,2026-06,0.2566,PL
CUST1000681,2026-06,0.489,PL
CUST1000682,2026-06,0.546,PL
CUST1000683,2026-06,0.1978,PL
CUST1000684,2026-06,0.4292,PL
CUST1000685,2026-06,0.5098,PL
CUST1000686,2026-06,0.4198,PL
CUST1000687,2026-06,0.1635,PL
CUST1000688,2026-06,0.3223,PL
CUST1000689,2026-06,0.3328,PL
CUST1000690,2026-06,0.4068,PL
CUST1000691,2026-06,0.5309,PL
CUST1000692,2026-06,0.3768,PL
CUST1000693,2026-06,0.4449,PL
CUST1000694,2026-06,0.6333,PL
CUST1000695,2026-06,0.1826,PL
CUST1000696,2026-06,0.3815,PL
CUST1000697,2026-06,0.3597,PL
CUST1000698,2026-06,0.2943,PL
CUST1000699,2026-06,0.3238,PL
