Customer ID,Month period,product_code,product_txn_count,product_txn_amount_sum,product_txn_amount_avg,product_credit_txn_count,product_debit_txn_count,product_salary_txn_count,product_recurring_txn_count,product_mobile_app_txn_count,product_unique_channels,product_unique_txn_categories
CUST1000045,2026-06,SA,4,5824.99,1456.2475,2,2,0,0,0,3,4
CUST1000046,2026-06,SA,2,4641.64,2320.82,1,1,0,1,2,1,2
CUST1000047,2026-06,CC,1,13868.66,13868.66,0,1,0,0,1,1,1
CUST1000047,2026-06,SA,4,387139.7,96784.925,1,3,1,0,1,4,4
CUST1000048,2026-06,SA,7,68280.66,9754.380000000001,2,5,0,1,4,3,6
CUST1000049,2026-06,SA,3,16590.3,5530.099999999999,1,2,0,0,3,1,3
CUST1000050,2026-06,SA,4,26090.82,6522.705,1,3,0,0,2,2,4
CUST1000051,2026-06,SA,1,1533.97,1533.97,0,1,0,0,1,1,1
CUST1000052,2026-06,SA,2,1376.1599999999999,688.0799999999999,0,2,0,0,0,2,2
CUST1000053,2026-06,SA,7,110381.03,15768.718571428572,5,2,1,0,3,3,6
CUST1000054,2026-06,SA,3,1176.44,392.1466666666667,0,3,0,1,2,2,3
CUST1000055,2026-06,SA,3,28953.78,9651.26,0,3,0,2,2,2,3
CUST1000056,2026-06,CC,1,5311.19,5311.19,1,0,0,0,1,1,1
CUST1000056,2026-06,SA,5,47130.490000000005,9426.098000000002,1,4,0,0,1,4,5
CUST1000057,2026-06,SA,4,5652.91,1413.2275,0,4,0,0,1,3,3
CUST1000058,2026-06,CC,1,844.92,844.92,0,1,0,0,1,1,1
CUST1000058,2026-06,SA,2,14418.609999999999,7209.304999999999,0,2,0,0,1,2,2
CUST1000059,2026-06,CC,3,17062.72,5687.573333333334,1,2,0,0,1,3,2
CUST1000059,2026-06,SA,4,14953.26,3738.315,0,4,0,0,1,4,3
CUST1000060,2026-06,SA,5,4283.389999999999,856.6779999999999,3,2,0,1,2,3,5
CUST1000061,2026-06,SA,5,14203.79,2840.7580000000003,0,5,0,0,1,5,3
CUST1000062,2026-06,SA,3,4876.28,1625.4266666666665,2,1,0,0,1,3,3
CUST1000063,2026-06,SA,2,2863.55,1431.775,0,2,0,0,0,2,2
CUST1000064,2026-06,MF,1,3962.45,3962.45,1,0,0,0,0,1,1
CUST1000064,2026-06,SA,4,48118.99,12029.7475,3,1,0,0,3,2,4
CUST1000065,2026-06,SA,2,12204.650000000001,6102.325000000001,2,0,0,0,0,1,2
CUST1000066,2026-06,SA,4,126546.76999999999,31636.692499999997,1,3,0,0,1,3,4
CUST1000067,2026-06,CC,1,877.35,877.35,1,0,0,0,0,1,1
CUST1000067,2026-06,SA,4,32885.96,8221.49,0,4,0,0,0,3,4
CUST1000068,2026-06,SA,1,2263.14,2263.14,0,1,0,0,1,1,1
CUST1000069,2026-06,SA,3,10287.16,3429.0533333333333,0,3,0,0,1,3,3
CUST1000070,2026-06,SA,8,208994.66999999998,26124.333749999998,3,5,1,2,3,4,6
CUST1000071,2026-06,SA,2,29050.739999999998,14525.369999999999,1,1,0,0,2,1,2
CUST1000072,2026-06,SA,4,42398.450000000004,10599.612500000001,1,3,0,1,2,3,4
CUST1000073,2026-06,SA,2,147077.71000000002,73538.85500000001,0,2,0,1,2,1,2
CUST1000074,2026-06,CC,2,38764.46000000001,19382.230000000003,0,2,0,0,1,2,2
CUST1000074,2026-06,SA,2,3468.7400000000002,1734.3700000000001,1,1,0,0,0,2,2
CUST1000075,2026-06,SA,2,4145.37,2072.685,1,1,0,0,1,2,2
CUST1000076,2026-06,SA,1,701.78,701.78,1,0,0,0,1,1,1
CUST1000077,2026-06,CC,1,12023.32,12023.32,1,0,0,0,0,1,1
CUST1000077,2026-06,SA,2,23418.33,11709.165,0,2,0,0,1,2,2
CUST1000078,2026-06,SA,6,351688.43999999994,58614.73999999999,1,5,1,1,2,3,5
CUST1000079,2026-06,CC,1,1030.79,1030.79,0,1,0,0,1,1,1
CUST1000079,2026-06,SA,2,5319.83,2659.915,0,2,0,1,0,1,2
CUST1000080,2026-06,SA,4,23285.65,5821.4125,1,3,0,0,3,2,4
CUST1000081,2026-06,SA,5,6622.42,1324.484,2,3,0,0,2,3,5
CUST1000082,2026-06,SA,2,8236.99,4118.495,1,1,0,0,1,2,2
CUST1000083,2026-06,SA,2,28740.629999999997,14370.314999999999,0,2,0,0,1,2,2
CUST1000084,2026-06,SA,4,30557.62,7639.405,0,4,0,0,3,2,4
CUST1000085,2026-06,SA,4,6726.3099999999995,1681.5774999999999,1,3,0,1,1,3,3
CUST1000086,2026-06,CC,1,1283.25,1283.25,0,1,0,0,0,1,1
CUST1000087,2026-06,SA,3,8108.610000000001,2702.8700000000003,1,2,0,0,2,2,3
CUST1000088,2026-06,CC,1,3023.04,3023.04,0,1,0,0,0,1,1
CUST1000088,2026-06,SA,3,10114.130000000001,3371.376666666667,1,2,0,0,2,2,3
CUST1000089,2026-06,CC,1,4142.12,4142.12,1,0,0,0,0,1,1
CUST1000089,2026-06,SA,3,9316.68,3105.56,0,3,0,0,1,2,3
CUST1000090,2026-06,SA,1,386224.17,386224.17,1,0,1,0,0,1,1
CUST1000091,2026-06,SA,1,15739.63,15739.63,1,0,0,0,1,1,1
CUST1000092,2026-06,SA,1,46218.18,46218.18,0,1,0,0,1,1,1
CUST1000093,2026-06,SA,2,283972.17000000004,141986.08500000002,1,1,1,1,1,2,2
CUST1000094,2026-06,SA,3,5839.889999999999,1946.6299999999999,1,2,0,0,1,3,2
CUST1000095,2026-06,SA,4,6760.679999999999,1690.1699999999998,1,3,0,0,2,3,3
CUST1000096,2026-06,SA,1,900.87,900.87,0,1,0,0,0,1,1
CUST1000097,2026-06,SA,1,3187.36,3187.36,0,1,0,0,1,1,1
CUST1000098,2026-06,SA,5,41834.03,8366.806,1,4,0,0,2,4,5
CUST1000099,2026-06,SA,1,8300.11,8300.11,0,1,0,0,1,1,1
CUST1000100,2026-06,SA,1,546.28,546.28,1,0,0,0,0,1,1
CUST1000101,2026-06,SA,4,24827.260000000002,6206.8150000000005,2,2,0,0,1,4,3
CUST1000102,2026-06,CC,1,2482.4,2482.4,0,1,0,0,1,1,1
CUST1000102,2026-06,SA,4,41123.700000000004,10280.925000000001,0,4,0,0,2,3,3
CUST1000103,2026-06,SA,2,3337.9,1668.95,1,1,0,0,2,1,2
CUST1000104,2026-06,RD,1,2070.76,2070.76,0,1,0,0,1,1,1
CUST1000104,2026-06,SA,2,9812.75,4906.375,1,1,0,0,2,1,2
CUST1000105,2026-06,CC,1,722.34,722.34,1,0,0,0,1,1,1
CUST1000105,2026-06,SA,1,8367.35,8367.35,0,1,0,0,1,1,1
CUST1000106,2026-06,SA,4,481956.10000000003,120489.02500000001,3,1,1,0,2,2,3
CUST1000107,2026-06,SA,2,5607.049999999999,2803.5249999999996,2,0,0,0,1,2,1
CUST1000108,2026-06,SA,4,3606.4800000000005,901.6200000000001,1,3,0,0,2,3,4
CUST1000109,2026-06,SA,5,210761.69,42152.338,1,4,1,1,3,3,5
CUST1000110,2026-06,SA,3,83500.43,27833.476666666666,1,2,1,1,1,3,3
CUST1000111,2026-06,SA,2,13458.23,6729.115,1,1,0,0,1,2,2
CUST1000112,2026-06,SA,4,80202.37,20050.5925,2,2,1,1,2,3,3
CUST1000113,2026-06,SA,3,62506.219999999994,20835.406666666666,1,2,0,0,2,2,3
CUST1000114,2026-06,CC,1,626.28,626.28,0,1,0,0,0,1,1
CUST1000114,2026-06,SA,3,9956.6,3318.866666666667,0,3,0,0,2,2,3
CUST1000115,2026-06,CC,2,10233.58,5116.79,1,1,0,0,1,2,2
CUST1000115,2026-06,SA,2,14694.310000000001,7347.155000000001,0,2,0,1,1,2,2
CUST1000116,2026-06,SA,4,2317.34,579.335,0,4,0,0,1,3,3
CUST1000117,2026-06,SA,7,811547.6900000001,115935.38428571429,2,5,1,1,3,4,6
CUST1000118,2026-06,SA,2,1257.98,628.99,1,1,0,0,1,2,2
CUST1000119,2026-06,CC,2,3589.13,1794.565,2,0,0,1,0,2,2
CUST1000119,2026-06,SA,1,1343.82,1343.82,1,0,0,0,0,1,1
CUST1000120,2026-06,SA,3,6906.83,2302.2766666666666,1,2,0,0,1,3,3
CUST1000121,2026-06,CC,1,1033.76,1033.76,0,1,0,0,1,1,1
CUST1000121,2026-06,MF,1,1822.74,1822.74,0,1,0,0,0,1,1
CUST1000121,2026-06,SA,6,11526.09,1921.015,2,4,0,0,4,3,5
CUST1000122,2026-06,SA,2,3858.87,1929.435,1,1,0,0,1,2,2
CUST1000123,2026-06,CC,1,1056.95,1056.95,1,0,0,0,0,1,1
CUST1000123,2026-06,SA,2,21563.41,10781.705,2,0,0,0,0,2,2
CUST1000125,2026-06,SA,2,6554.84,3277.42,1,1,0,0,1,2,2
CUST1000126,2026-06,CC,2,8548.07,4274.035,0,2,0,0,1,2,1
CUST1000126,2026-06,SA,6,113964.31,18994.051666666666,4,2,1,2,4,3,6
CUST1000127,2026-06,RD,1,1034.08,1034.08,0,1,0,0,0,1,1
CUST1000127,2026-06,SA,2,1569.74,784.87,1,1,0,0,0,2,2
CUST1000128,2026-06,CC,2,6789.25,3394.625,1,1,0,0,1,2,2
CUST1000128,2026-06,SA,5,74221.33,14844.266,3,2,0,1,1,4,3
CUST1000129,2026-06,SA,2,15936.09,7968.045,0,2,0,0,1,2,2
CUST1000130,2026-06,SA,2,162223.69,81111.845,2,0,0,0,0,2,2
CUST1000131,2026-06,CC,1,9541.74,9541.74,1,0,0,0,0,1,1
CUST1000131,2026-06,SA,3,35152.94,11717.646666666667,1,2,0,0,2,2,3
CUST1000132,2026-06,CC,2,11001.68,5500.84,0,2,0,1,0,2,2
CUST1000132,2026-06,SA,3,6408.51,2136.17,1,2,0,0,2,2,3
CUST1000133,2026-06,SA,1,2898.89,2898.89,0,1,0,0,0,1,1
CUST1000134,2026-06,SA,1,2059.55,2059.55,0,1,0,0,1,1,1
CUST1000135,2026-06,SA,3,9376.36,3125.4533333333334,1,2,0,0,1,2,3
CUST1000136,2026-06,CC,1,1176.32,1176.32,0,1,0,1,1,1,1
CUST1000136,2026-06,SA,2,7992.0599999999995,3996.0299999999997,2,0,0,0,1,2,2
CUST1000137,2026-06,PL,1,1718.75,1718.75,1,0,0,0,1,1,1
CUST1000137,2026-06,SA,1,1418.86,1418.86,0,1,0,0,0,1,1
CUST1000138,2026-06,MF,1,10909.58,10909.58,0,1,0,0,1,1,1
CUST1000138,2026-06,SA,3,37159.09,12386.363333333333,1,2,0,0,2,2,3
CUST1000139,2026-06,RD,1,608.42,608.42,0,1,0,0,0,1,1
CUST1000139,2026-06,SA,3,3586.21,1195.4033333333334,0,3,0,0,2,2,3
CUST1000140,2026-06,CC,1,4181.51,4181.51,0,1,0,0,0,1,1
CUST1000140,2026-06,SA,2,13511.33,6755.665,1,1,0,0,1,2,2
CUST1000141,2026-06,SA,8,73992.98,9249.1225,1,7,1,0,2,5,6
CUST1000142,2026-06,SA,2,2438.6,1219.3,0,2,0,0,1,2,2
CUST1000143,2026-06,SA,3,283937.84,94645.94666666667,1,2,1,1,2,2,3
CUST1000144,2026-06,SA,6,1014342.49,169057.08166666667,3,3,1,0,0,4,3
CUST1000145,2026-06,PL,1,948.17,948.17,0,1,0,0,1,1,1
CUST1000145,2026-06,SA,3,15241.43,5080.4766666666665,0,3,0,0,3,1,3
CUST1000147,2026-06,CC,1,5236.16,5236.16,1,0,0,0,0,1,1
CUST1000147,2026-06,SA,4,458311.16,114577.79,3,1,1,0,0,3,4
CUST1000148,2026-06,SA,3,2345.21,781.7366666666667,3,0,0,1,2,2,3
CUST1000150,2026-06,CC,1,463.13,463.13,1,0,0,0,0,1,1
CUST1000150,2026-06,SA,3,2510.58,836.86,0,3,0,0,2,2,3
CUST1000152,2026-06,SA,3,250338.39,83446.13,2,1,1,1,1,3,3
CUST1000153,2026-06,SA,3,38173.81,12724.603333333333,1,2,0,0,1,3,2
CUST1000154,2026-06,SA,4,19458.07,4864.5175,0,4,0,1,1,3,4
CUST1000155,2026-06,CC,2,22805.54,11402.77,0,2,0,0,1,2,1
CUST1000155,2026-06,SA,2,15099.48,7549.74,0,2,0,0,1,2,2
CUST1000156,2026-06,SA,2,524813.26,262406.63,1,1,1,0,0,2,2
CUST1000157,2026-06,SA,2,26966.99,13483.495,0,2,0,0,2,1,2
CUST1000158,2026-06,SA,2,3572.74,1786.37,0,2,0,0,2,1,2
CUST1000159,2026-06,SA,7,19031.21,2718.7442857142855,2,5,0,0,4,3,7
CUST1000160,2026-06,SA,2,7956.72,3978.36,2,0,0,1,1,2,2
CUST1000161,2026-06,CC,1,4159.39,4159.39,0,1,0,1,0,1,1
CUST1000161,2026-06,SA,1,95223.6,95223.6,1,0,1,0,0,1,1
CUST1000162,2026-06,SA,6,161323.80000000002,26887.300000000003,0,6,0,0,2,4,6
CUST1000163,2026-06,SA,2,24957.16,12478.58,1,1,0,1,1,2,2
CUST1000164,2026-06,SA,3,18008.71,6002.903333333333,1,2,0,1,0,2,3
CUST1000165,2026-06,SA,1,37491.03,37491.03,1,0,0,0,0,1,1
CUST1000166,2026-06,SA,2,40312.19,20156.095,1,1,0,0,2,1,1
CUST1000167,2026-06,SA,3,266426.55,88808.84999999999,3,0,2,0,1,2,2
CUST1000168,2026-06,SA,2,117634.41,58817.205,1,1,1,1,0,1,2
CUST1000169,2026-06,CC,2,12724.85,6362.425,1,1,0,0,2,1,2
CUST1000169,2026-06,SA,1,7251.34,7251.34,0,1,0,0,0,1,1
CUST1000170,2026-06,SA,3,642627.3200000001,214209.1066666667,2,1,0,0,0,3,3
CUST1000171,2026-06,CC,1,1022.81,1022.81,0,1,0,0,1,1,1
CUST1000171,2026-06,SA,3,22001.26,7333.753333333333,2,1,0,0,1,3,3
CUST1000172,2026-06,CC,1,3386.27,3386.27,1,0,0,0,1,1,1
CUST1000172,2026-06,SA,4,8778.82,2194.705,1,3,0,2,1,4,3
CUST1000173,2026-06,SA,2,4097.17,2048.585,0,2,0,0,1,2,2
CUST1000174,2026-06,SA,2,3796.86,1898.43,0,2,0,0,1,2,2
CUST1000176,2026-06,SA,2,9419.73,4709.865,1,1,0,0,1,2,2
CUST1000177,2026-06,SA,3,3779.69,1259.8966666666668,1,2,0,0,2,2,2
CUST1000178,2026-06,SA,4,16709.36,4177.34,1,3,0,1,2,3,4
CUST1000179,2026-06,CC,1,10136.59,10136.59,0,1,0,0,0,1,1
CUST1000179,2026-06,SA,2,28037.940000000002,14018.970000000001,0,2,0,1,0,2,2
CUST1000180,2026-06,SA,5,201698.56,40339.712,2,3,2,3,1,3,4
CUST1000181,2026-06,SA,1,1146.22,1146.22,0,1,0,0,1,1,1
CUST1000182,2026-06,SA,2,20880.21,10440.105,0,2,0,0,1,2,2
CUST1000183,2026-06,CC,1,6143.82,6143.82,0,1,0,0,0,1,1
CUST1000183,2026-06,SA,3,26454.75,8818.25,1,2,0,0,1,3,2
CUST1000184,2026-06,SA,4,2653.69,663.4225,1,3,0,0,2,2,4
CUST1000185,2026-06,SA,3,7917.6,2639.2000000000003,1,2,0,0,1,3,2
CUST1000186,2026-06,SA,4,4851.5,1212.875,0,4,0,0,3,2,4
CUST1000187,2026-06,SA,6,24436.0,4072.6666666666665,1,5,0,0,3,4,5
CUST1000188,2026-06,SA,3,2285.69,761.8966666666666,0,3,0,0,2,2,3
CUST1000189,2026-06,SA,1,655.03,655.03,0,1,0,0,0,1,1
CUST1000190,2026-06,SA,3,3855.2799999999997,1285.0933333333332,1,2,0,0,2,2,2
CUST1000191,2026-06,SA,1,5642.09,5642.09,1,0,0,0,1,1,1
CUST1000192,2026-06,SA,3,27453.480000000003,9151.160000000002,1,2,0,0,1,3,3
CUST1000193,2026-06,SA,3,20399.98,6799.993333333333,0,3,0,1,1,2,2
CUST1000194,2026-06,SA,3,10268.56,3422.853333333333,2,1,0,0,1,3,3
CUST1000195,2026-06,MF,1,2080.51,2080.51,1,0,0,0,1,1,1
CUST1000195,2026-06,SA,4,2563.9,640.975,0,4,0,1,1,3,3
CUST1000196,2026-06,SA,3,2007.11,669.0366666666666,0,3,0,0,3,1,2
CUST1000197,2026-06,SA,5,21623.32,4324.664,1,4,0,0,2,3,4
CUST1000198,2026-06,SA,2,3633.24,1816.62,0,2,0,0,1,2,2
CUST1000199,2026-06,SA,2,1058.24,529.12,0,2,0,0,0,2,2
CUST1000200,2026-06,SA,1,15145.45,15145.45,0,1,0,0,0,1,1
CUST1000201,2026-06,SA,2,42223.28,21111.64,0,2,0,0,2,1,2
CUST1000202,2026-06,SA,2,258007.48,129003.74,2,0,0,0,0,2,2
CUST1000203,2026-06,SA,3,34987.33,11662.443333333335,0,3,0,1,1,2,3
CUST1000204,2026-06,SA,4,226904.37,56726.0925,1,3,1,2,2,3,4
CUST1000205,2026-06,RD,1,839.32,839.32,1,0,0,0,0,1,1
CUST1000205,2026-06,SA,2,5864.62,2932.31,0,2,0,0,1,2,2
CUST1000206,2026-06,RD,1,4026.21,4026.21,1,0,0,0,0,1,1
CUST1000206,2026-06,SA,3,5510.8099999999995,1836.9366666666665,1,2,0,1,1,2,3
CUST1000207,2026-06,SA,2,1721.52,860.76,1,1,0,0,1,2,2
CUST1000208,2026-06,SA,6,27314.55,4552.425,1,5,0,0,1,5,4
CUST1000209,2026-06,CC,1,164.49,164.49,1,0,0,0,1,1,1
CUST1000209,2026-06,SA,3,2233.54,744.5133333333333,0,3,0,0,1,3,3
CUST1000210,2026-06,RD,2,4669.3,2334.65,1,1,0,0,1,2,2
CUST1000210,2026-06,SA,1,469.76,469.76,1,0,0,0,0,1,1
CUST1000211,2026-06,SA,4,14907.550000000001,3726.8875000000003,1,3,0,1,2,3,3
CUST1000212,2026-06,SA,4,98288.17,24572.0425,1,3,1,1,1,4,4
CUST1000213,2026-06,SA,3,7011.110000000001,2337.036666666667,2,1,0,0,3,1,3
CUST1000214,2026-06,SA,2,5748.73,2874.365,0,2,0,0,1,2,2
CUST1000215,2026-06,CC,3,16165.380000000001,5388.46,1,2,0,0,2,2,3
CUST1000215,2026-06,SA,4,39855.43,9963.8575,0,4,0,0,2,3,4
CUST1000216,2026-06,SA,1,434.99,434.99,0,1,0,0,0,1,1
CUST1000217,2026-06,CC,2,38163.75,19081.875,1,1,0,0,1,2,2
CUST1000217,2026-06,SA,2,424357.12,212178.56,2,0,1,1,0,2,2
CUST1000219,2026-06,CC,1,9429.0,9429.0,1,0,0,0,0,1,1
CUST1000219,2026-06,SA,1,7481.92,7481.92,1,0,0,0,1,1,1
CUST1000220,2026-06,SA,1,75681.28,75681.28,1,0,1,0,0,1,1
CUST1000221,2026-06,SA,6,9855.23,1642.5383333333332,1,5,0,1,6,1,6
CUST1000222,2026-06,SA,3,1183.9,394.6333333333334,1,2,0,1,0,3,3
CUST1000223,2026-06,SA,2,6776.35,3388.175,2,0,0,0,1,2,2
CUST1000224,2026-06,SA,3,40609.06,13536.353333333333,1,2,0,0,0,3,3
CUST1000225,2026-06,SA,2,1272.24,636.12,1,1,0,1,1,2,2
CUST1000226,2026-06,SA,2,985.6600000000001,492.83000000000004,0,2,0,0,0,2,2
CUST1000227,2026-06,SA,2,2112.0,1056.0,0,2,0,0,1,2,2
CUST1000228,2026-06,CC,1,13403.82,13403.82,0,1,0,0,0,1,1
CUST1000228,2026-06,SA,4,27094.88,6773.72,1,3,0,0,2,2,4
CUST1000229,2026-06,SA,3,4394.98,1464.993333333333,1,2,0,0,2,2,3
CUST1000230,2026-06,SA,3,50934.56,16978.186666666665,3,0,0,0,3,1,3
CUST1000231,2026-06,CC,2,4566.67,2283.335,0,2,0,0,1,2,2
CUST1000231,2026-06,SA,9,285039.05,31671.005555555555,3,6,1,0,6,4,7
CUST1000233,2026-06,SA,6,25963.239999999998,4327.206666666666,2,4,0,1,5,2,6
CUST1000234,2026-06,SA,2,964.3900000000001,482.19500000000005,2,0,0,0,1,2,2
CUST1000235,2026-06,SA,4,5792.0,1448.0,3,1,0,0,1,4,3
CUST1000236,2026-06,SA,4,5000.89,1250.2225,0,4,0,0,2,2,4
CUST1000237,2026-06,SA,2,14528.88,7264.44,2,0,0,0,1,2,2
CUST1000238,2026-06,CC,2,1705.94,852.97,1,1,0,0,2,1,2
CUST1000238,2026-06,SA,5,346744.92,69348.984,2,3,2,0,3,2,4
CUST1000239,2026-06,CC,1,5557.89,5557.89,1,0,0,0,0,1,1
CUST1000239,2026-06,SA,3,3109.65,1036.55,3,0,0,1,2,2,3
CUST1000240,2026-06,RD,1,64.76,64.76,0,1,0,0,0,1,1
CUST1000240,2026-06,SA,4,2226.09,556.5225,1,3,0,0,3,2,3
CUST1000241,2026-06,CC,1,1658.76,1658.76,0,1,0,1,0,1,1
CUST1000241,2026-06,SA,4,21683.16,5420.79,1,3,0,0,2,3,4
CUST1000242,2026-06,SA,5,20453.41,4090.682,3,2,0,0,2,4,5
CUST1000243,2026-06,MF,1,3007.59,3007.59,0,1,0,0,1,1,1
CUST1000243,2026-06,SA,3,6952.43,2317.476666666667,1,2,0,0,1,3,3
CUST1000244,2026-06,CC,2,5478.55,2739.275,0,2,0,1,0,2,2
CUST1000246,2026-06,SA,2,51573.28,25786.64,0,2,0,0,1,2,1
CUST1000247,2026-06,SA,1,808.59,808.59,0,1,0,1,0,1,1
CUST1000248,2026-06,SA,3,5828.99,1942.9966666666667,2,1,0,0,1,3,3
CUST1000249,2026-06,SA,3,64597.719999999994,21532.57333333333,2,1,1,0,0,2,3
CUST1000250,2026-06,SA,2,35517.96,17758.98,1,1,0,0,0,2,2
CUST1000251,2026-06,CC,2,3929.17,1964.585,0,2,0,0,0,2,2
CUST1000251,2026-06,SA,2,12749.380000000001,6374.6900000000005,0,2,0,0,2,1,2
CUST1000252,2026-06,SA,5,118163.81,23632.762,0,5,0,0,3,3,3
CUST1000254,2026-06,SA,5,150828.84000000003,30165.768000000004,3,2,1,1,2,3,5
CUST1000255,2026-06,SA,4,170636.91999999998,42659.229999999996,2,2,1,0,1,3,4
CUST1000256,2026-06,SA,8,432383.06,54047.8825,2,6,1,1,3,4,6
CUST1000257,2026-06,SA,1,18588.86,18588.86,1,0,0,0,0,1,1
CUST1000258,2026-06,SA,1,1643.81,1643.81,0,1,0,0,0,1,1
CUST1000259,2026-06,SA,5,17662.1,3532.4199999999996,2,3,0,0,3,2,4
CUST1000260,2026-06,SA,1,585.91,585.91,0,1,0,0,0,1,1
CUST1000261,2026-06,SA,7,121362.47,17337.495714285713,5,2,0,1,1,5,6
