Customer ID,Month period,target_product,rank,target_score,model
CUST1000174,2026-06,RD,3,0.3483,propensity_only
CUST1000175,2026-06,SA,5,0.2608,propensity_only
CUST1000176,2026-06,PL,2,0.4517,propensity_only
CUST1000177,2026-06,MF,2,0.3844,propensity_only
CUST1000178,2026-06,PL,5,0.2757,propensity_only
CUST1000180,2026-06,SA,2,0.2456,propensity_only
CUST1000183,2026-06,SA,4,0.1955,propensity_only
CUST1000184,2026-06,PL,2,0.1953,propensity_only
CUST1000185,2026-06,PL,4,0.2293,propensity_only
CUST1000186,2026-06,SA,3,0.1332,propensity_only
CUST1000187,2026-06,MF,2,0.3656,propensity_only
CUST1000190,2026-06,PL,5,0.2192,propensity_only
CUST1000192,2026-06,SA,5,0.0869999999999999,propensity_only
CUST1000193,2026-06,RD,5,0.3155,propensity_only
CUST1000194,2026-06,SA,4,0.059,propensity_only
CUST1000195,2026-06,PL,2,0.379,propensity_only
CUST1000196,2026-06,RD,1,0.3778,propensity_only
CUST1000197,2026-06,SA,4,0.1786,propensity_only
CUST1000198,2026-06,PL,4,0.0871,propensity_only
CUST1000200,2026-06,RD,3,0.3856,propensity_only
CUST1000201,2026-06,SA,5,0.125,propensity_only
CUST1000203,2026-06,HL,5,0.2342,propensity_only
CUST1000204,2026-06,SA,5,0.2279,propensity_only
CUST1000205,2026-06,PL,3,0.3236,propensity_only
CUST1000207,2026-06,MF,2,0.3401,propensity_only
CUST1000208,2026-06,RD,4,0.2999,propensity_only
CUST1000209,2026-06,RD,2,0.295,propensity_only
CUST1000212,2026-06,SA,5,0.1288,propensity_only
CUST1000215,2026-06,CC,4,0.3274,propensity_only
CUST1000216,2026-06,SA,2,0.1509,propensity_only
CUST1000217,2026-06,CC,1,0.7183,propensity_only
CUST1000218,2026-06,SA,5,0.01,propensity_only
CUST1000219,2026-06,HL,3,0.2778,propensity_only
CUST1000220,2026-06,RD,1,0.4482,propensity_only
CUST1000224,2026-06,SA,3,0.1878,propensity_only
CUST1000225,2026-06,RD,1,0.5312,propensity_only
CUST1000226,2026-06,SA,2,0.2339,propensity_only
CUST1000227,2026-06,SA,5,0.0939,propensity_only
CUST1000228,2026-06,SA,4,0.2135,propensity_only
CUST1000229,2026-06,CC,2,0.4554,propensity_only
CUST1000231,2026-06,CC,2,0.5687,propensity_only
CUST1000233,2026-06,CC,1,0.5818,propensity_only
CUST1000234,2026-06,CC,4,0.1989,propensity_only
CUST1000236,2026-06,SA,5,0.0814,propensity_only
CUST1000239,2026-06,SA,4,0.1735,propensity_only
CUST1000241,2026-06,CC,2,0.3921,propensity_only
CUST1000242,2026-06,CC,4,0.4438,propensity_only
CUST1000243,2026-06,SA,4,0.1063,propensity_only
CUST1000244,2026-06,CC,3,0.4121,propensity_only
CUST1000245,2026-06,RD,1,0.6345,propensity_only
CUST1000246,2026-06,MF,1,0.5978,propensity_only
CUST1000248,2026-06,SA,4,0.2632,propensity_only
CUST1000249,2026-06,RD,1,0.6448,propensity_only
CUST1000251,2026-06,CC,1,0.5473,propensity_only
CUST1000252,2026-06,CC,1,0.6398,propensity_only
CUST1000253,2026-06,SA,4,0.2432,propensity_only
CUST1000254,2026-06,RD,1,0.6005,propensity_only
CUST1000255,2026-06,PL,2,0.3902,propensity_only
CUST1000258,2026-06,HL,2,0.2655,propensity_only
CUST1000259,2026-06,PL,1,0.5267,propensity_only
CUST1000261,2026-06,RD,3,0.3378,propensity_only
CUST1000262,2026-06,SA,4,0.2176,propensity_only
CUST1000264,2026-06,PL,2,0.3603,propensity_only
CUST1000265,2026-06,MF,4,0.2018,propensity_only
CUST1000266,2026-06,SA,5,0.1734,propensity_only
CUST1000267,2026-06,SA,4,0.3218,propensity_only
CUST1000268,2026-06,CC,2,0.4457,propensity_only
CUST1000269,2026-06,RD,5,0.3602,propensity_only
CUST1000270,2026-06,RD,5,0.1666,propensity_only
CUST1000271,2026-06,MF,3,0.1313,propensity_only
CUST1000273,2026-06,MF,1,0.5338,propensity_only
CUST1000274,2026-06,MF,1,0.4165,propensity_only
CUST1000275,2026-06,SA,4,0.3222,propensity_only
CUST1000276,2026-06,SA,5,0.1455,propensity_only
CUST1000277,2026-06,MF,2,0.4206,propensity_only
CUST1000279,2026-06,HL,4,0.3003,propensity_only
CUST1000281,2026-06,SA,4,0.1855,propensity_only
CUST1000282,2026-06,SA,3,0.2277,propensity_only
CUST1000283,2026-06,CC,3,0.4432,propensity_only
CUST1000284,2026-06,SA,3,0.2947,propensity_only
CUST1000285,2026-06,CC,5,0.0983,propensity_only
CUST1000286,2026-06,SA,5,0.1771,propensity_only
CUST1000287,2026-06,CC,3,0.3951,propensity_only
CUST1000288,2026-06,SA,4,0.2764,propensity_only
CUST1000290,2026-06,RD,1,0.3644,propensity_only
CUST1000292,2026-06,MF,3,0.3802,propensity_only
CUST1000293,2026-06,PL,3,0.2327,propensity_only
CUST1000295,2026-06,CC,3,0.4704,propensity_only
CUST1000296,2026-06,CC,1,0.7627,propensity_only
CUST1000299,2026-06,RD,1,0.4092,propensity_only
CUST1000300,2026-06,SA,5,0.1169,propensity_only
CUST1000301,2026-06,PL,2,0.467,propensity_only
CUST1000303,2026-06,SA,5,0.0522,propensity_only
CUST1000307,2026-06,SA,3,0.2103,propensity_only
CUST1000308,2026-06,SA,3,0.238,propensity_only
CUST1000310,2026-06,SA,4,0.2841,propensity_only
CUST1000312,2026-06,RD,5,0.1677,propensity_only
CUST1000313,2026-06,SA,4,0.1938,propensity_only
CUST1000314,2026-06,SA,3,0.2254,propensity_only
CUST1000315,2026-06,SA,5,0.1035,propensity_only
CUST1000316,2026-06,SA,2,0.2808,propensity_only
CUST1000317,2026-06,PL,2,0.3031,propensity_only
CUST1000318,2026-06,SA,4,0.154,propensity_only
CUST1000321,2026-06,CC,3,0.2976,propensity_only
CUST1000322,2026-06,SA,5,0.0395,propensity_only
CUST1000323,2026-06,CC,1,0.7017,propensity_only
CUST1000325,2026-06,PL,4,0.1326,propensity_only
CUST1000326,2026-06,HL,3,0.2659,propensity_only
CUST1000327,2026-06,SA,4,0.1187,propensity_only
CUST1000328,2026-06,MF,5,0.1598,propensity_only
CUST1000329,2026-06,CC,1,0.6114,propensity_only
CUST1000331,2026-06,CC,1,0.5446,propensity_only
CUST1000333,2026-06,SA,5,0.0469,propensity_only
CUST1000335,2026-06,SA,5,0.1516,propensity_only
CUST1000336,2026-06,SA,4,0.1157,propensity_only
CUST1000337,2026-06,SA,5,0.2061,propensity_only
CUST1000339,2026-06,CC,1,0.8478,propensity_only
CUST1000340,2026-06,SA,5,0.316,propensity_only
CUST1000342,2026-06,SA,4,0.2757,propensity_only
CUST1000343,2026-06,HL,5,0.01,propensity_only
CUST1000345,2026-06,CC,3,0.4625,propensity_only
CUST1000346,2026-06,SA,5,0.0704999999999999,propensity_only
CUST1000347,2026-06,SA,5,0.1073,propensity_only
CUST1000348,2026-06,SA,5,0.0591,propensity_only
CUST1000349,2026-06,SA,3,0.0599,propensity_only
CUST1000351,2026-06,RD,5,0.2516,propensity_only
CUST1000352,2026-06,MF,3,0.5064,propensity_only
CUST1000353,2026-06,SA,5,0.1162,propensity_only
CUST1000354,2026-06,MF,1,0.5117,propensity_only
CUST1000355,2026-06,CC,1,0.4187,propensity_only
CUST1000356,2026-06,RD,1,0.4201,propensity_only
CUST1000358,2026-06,RD,5,0.248,propensity_only
CUST1000359,2026-06,CC,1,0.6845,propensity_only
CUST1000360,2026-06,SA,4,0.1063,propensity_only
CUST1000361,2026-06,SA,4,0.2732,propensity_only
CUST1000362,2026-06,CC,1,0.4688,propensity_only
CUST1000363,2026-06,MF,3,0.3808,propensity_only
CUST1000364,2026-06,CC,2,0.532,propensity_only
CUST1000366,2026-06,SA,5,0.1795,propensity_only
CUST1000367,2026-06,SA,3,0.253,propensity_only
CUST1000368,2026-06,MF,2,0.561,propensity_only
CUST1000369,2026-06,SA,4,0.2637,propensity_only
CUST1000370,2026-06,PL,5,0.0368,propensity_only
CUST1000371,2026-06,CC,4,0.2189,propensity_only
CUST1000372,2026-06,MF,3,0.3139,propensity_only
CUST1000374,2026-06,SA,4,0.2194,propensity_only
CUST1000375,2026-06,PL,3,0.2307,propensity_only
CUST1000376,2026-06,SA,5,0.1009,propensity_only
CUST1000378,2026-06,SA,4,0.1304,propensity_only
CUST1000380,2026-06,MF,1,0.6672,propensity_only
CUST1000381,2026-06,RD,1,0.3518,propensity_only
CUST1000382,2026-06,SA,4,0.1931,propensity_only
CUST1000383,2026-06,CC,5,0.092,propensity_only
CUST1000385,2026-06,SA,5,0.1645,propensity_only
CUST1000386,2026-06,SA,3,0.2823,propensity_only
CUST1000387,2026-06,SA,4,0.1887,propensity_only
CUST1000388,2026-06,CC,2,0.5591,propensity_only
CUST1000390,2026-06,SA,5,0.1547,propensity_only
CUST1000392,2026-06,SA,5,0.1429,propensity_only
CUST1000393,2026-06,SA,5,0.1255,propensity_only
CUST1000394,2026-06,MF,3,0.356,propensity_only
CUST1000395,2026-06,SA,3,0.2916,propensity_only
CUST1000396,2026-06,RD,2,0.5079,propensity_only
CUST1000397,2026-06,SA,2,0.2795,propensity_only
CUST1000398,2026-06,CC,4,0.134,propensity_only
CUST1000399,2026-06,RD,1,0.6762,propensity_only
CUST1000400,2026-06,SA,3,0.2124,propensity_only
CUST1000401,2026-06,SA,3,0.0295,propensity_only
CUST1000402,2026-06,CC,2,0.4481,propensity_only
CUST1000403,2026-06,MF,1,0.4537,propensity_only
CUST1000404,2026-06,RD,5,0.0937999999999999,propensity_only
CUST1000405,2026-06,SA,5,0.1385,propensity_only
CUST1000406,2026-06,SA,2,0.3364,propensity_only
CUST1000407,2026-06,SA,4,0.1435,propensity_only
CUST1000409,2026-06,SA,4,0.2768,propensity_only
CUST1000410,2026-06,PL,3,0.3922,propensity_only
CUST1000411,2026-06,PL,2,0.4234,propensity_only
CUST1000412,2026-06,SA,2,0.2631,propensity_only
CUST1000413,2026-06,MF,3,0.3614,propensity_only
CUST1000414,2026-06,SA,4,0.1256,propensity_only
CUST1000415,2026-06,SA,3,0.2252,propensity_only
CUST1000416,2026-06,RD,2,0.4157,propensity_only
CUST1000419,2026-06,HL,4,0.2134,propensity_only
CUST1000421,2026-06,CC,3,0.4152,propensity_only
CUST1000422,2026-06,SA,5,0.1586,propensity_only
CUST1000423,2026-06,SA,5,0.1414,propensity_only
CUST1000424,2026-06,PL,4,0.3013,propensity_only
CUST1000425,2026-06,SA,4,0.1626,propensity_only
CUST1000427,2026-06,CC,2,0.5294,propensity_only
CUST1000428,2026-06,MF,3,0.3789,propensity_only
CUST1000429,2026-06,MF,1,0.696,propensity_only
CUST1000430,2026-06,SA,4,0.2106,propensity_only
CUST1000433,2026-06,SA,4,0.1617,propensity_only
CUST1000434,2026-06,SA,4,0.044,propensity_only
CUST1000435,2026-06,SA,2,0.2459,propensity_only
CUST1000436,2026-06,SA,3,0.3814,propensity_only
CUST1000437,2026-06,CC,1,0.5037,propensity_only
CUST1000439,2026-06,RD,3,0.3411,propensity_only
CUST1000440,2026-06,RD,4,0.3336,propensity_only
CUST1000441,2026-06,SA,3,0.1023,propensity_only
CUST1000442,2026-06,SA,5,0.1225,propensity_only
CUST1000443,2026-06,PL,2,0.4416,propensity_only
CUST1000444,2026-06,PL,3,0.1379,propensity_only
CUST1000445,2026-06,CC,3,0.4378,propensity_only
CUST1000446,2026-06,CC,2,0.4771,propensity_only
CUST1000447,2026-06,MF,1,0.4068,propensity_only
CUST1000449,2026-06,SA,5,0.1872,propensity_only
CUST1000451,2026-06,SA,5,0.1429,propensity_only
CUST1000452,2026-06,RD,4,0.3482,propensity_only
CUST1000453,2026-06,RD,1,0.5439,propensity_only
CUST1000455,2026-06,RD,3,0.2591,propensity_only
CUST1000457,2026-06,SA,2,0.4143,propensity_only
CUST1000458,2026-06,SA,4,0.2433,propensity_only
CUST1000459,2026-06,CC,1,0.3646,propensity_only
CUST1000460,2026-06,PL,2,0.3391,propensity_only
CUST1000461,2026-06,PL,2,0.4128,propensity_only
CUST1000463,2026-06,SA,5,0.1659,propensity_only
CUST1000465,2026-06,CC,3,0.3631,propensity_only
CUST1000466,2026-06,RD,4,0.3025,propensity_only
CUST1000467,2026-06,MF,1,0.4748,propensity_only
CUST1000468,2026-06,SA,3,0.2203,propensity_only
CUST1000469,2026-06,PL,2,0.3897,propensity_only
CUST1000470,2026-06,CC,1,0.5774,propensity_only
CUST1000473,2026-06,SA,5,0.1037,propensity_only
CUST1000474,2026-06,SA,4,0.1963,propensity_only
CUST1000475,2026-06,SA,3,0.2016,propensity_only
CUST1000476,2026-06,SA,3,0.216,propensity_only
CUST1000478,2026-06,PL,3,0.2672,propensity_only
CUST1000479,2026-06,RD,1,0.3226,propensity_only
CUST1000483,2026-06,CC,1,0.5414,propensity_only
CUST1000485,2026-06,SA,4,0.0119,propensity_only
CUST1000486,2026-06,CC,2,0.4766,propensity_only
CUST1000487,2026-06,SA,3,0.1997,propensity_only
CUST1000490,2026-06,CC,3,0.2724,propensity_only
CUST1000491,2026-06,SA,4,0.2713,propensity_only
CUST1000492,2026-06,RD,3,0.3327,propensity_only
CUST1000493,2026-06,CC,2,0.41,propensity_only
CUST1000494,2026-06,CC,1,0.6492,propensity_only
CUST1000495,2026-06,SA,4,0.1189,propensity_only
CUST1000496,2026-06,SA,5,0.262,propensity_only
CUST1000497,2026-06,SA,4,0.2312,propensity_only
CUST1000498,2026-06,SA,5,0.1535,propensity_only
CUST1000499,2026-06,CC,1,0.3446,propensity_only
CUST1000500,2026-06,PL,4,0.3692,propensity_only
CUST1000501,2026-06,SA,5,0.2808,propensity_only
CUST1000504,2026-06,RD,3,0.3373,propensity_only
CUST1000505,2026-06,HL,3,0.2678,propensity_only
CUST1000506,2026-06,SA,4,0.0586,propensity_only
CUST1000507,2026-06,SA,5,0.2977,propensity_only
CUST1000508,2026-06,SA,4,0.1386,propensity_only
CUST1000509,2026-06,SA,5,0.1097,propensity_only
CUST1000510,2026-06,SA,3,0.2246,propensity_only
CUST1000511,2026-06,RD,1,0.4512,propensity_only
CUST1000512,2026-06,MF,3,0.2839,propensity_only
CUST1000513,2026-06,SA,5,0.112,propensity_only
CUST1000514,2026-06,MF,5,0.1438,propensity_only
CUST1000515,2026-06,SA,5,0.0929,propensity_only
CUST1000519,2026-06,CC,2,0.5718,propensity_only
CUST1000520,2026-06,RD,3,0.337,propensity_only
CUST1000522,2026-06,CC,3,0.0891,propensity_only
CUST1000523,2026-06,SA,4,0.2333,propensity_only
CUST1000524,2026-06,CC,1,0.4672,propensity_only
CUST1000525,2026-06,PL,3,0.2815,propensity_only
CUST1000527,2026-06,SA,3,0.3204,propensity_only
CUST1000529,2026-06,MF,1,0.6562,propensity_only
CUST1000530,2026-06,RD,5,0.1957,propensity_only
CUST1000531,2026-06,SA,4,0.0951,propensity_only
CUST1000532,2026-06,MF,5,0.0187,propensity_only
CUST1000533,2026-06,RD,4,0.2416,propensity_only
CUST1000535,2026-06,SA,4,0.1738,propensity_only
CUST1000536,2026-06,RD,2,0.4398,propensity_only
CUST1000538,2026-06,SA,4,0.2036,propensity_only
CUST1000540,2026-06,SA,5,0.2035,propensity_only
CUST1000541,2026-06,CC,1,0.4866,propensity_only
CUST1000542,2026-06,MF,1,0.5849,propensity_only
CUST1000543,2026-06,CC,1,0.8395,propensity_only
CUST1000544,2026-06,SA,4,0.1714,propensity_only
CUST1000546,2026-06,RD,2,0.4792,propensity_only
CUST1000547,2026-06,RD,1,0.4483,propensity_only
CUST1000548,2026-06,HL,3,0.4506,propensity_only
CUST1000551,2026-06,SA,5,0.0756,propensity_only
CUST1000552,2026-06,HL,4,0.2175,propensity_only
CUST1000553,2026-06,MF,4,0.1623,propensity_only
CUST1000554,2026-06,MF,1,0.5387,propensity_only
CUST1000555,2026-06,SA,5,0.01,propensity_only
CUST1000556,2026-06,MF,1,0.6661,propensity_only
CUST1000557,2026-06,RD,3,0.3244,propensity_only
CUST1000558,2026-06,SA,4,0.1455,propensity_only
CUST1000560,2026-06,SA,3,0.284,propensity_only
CUST1000561,2026-06,RD,3,0.3003,propensity_only
CUST1000562,2026-06,CC,1,0.6234,propensity_only
CUST1000563,2026-06,MF,2,0.5125,propensity_only
CUST1000566,2026-06,SA,3,0.246,propensity_only
CUST1000567,2026-06,MF,4,0.3387,propensity_only
CUST1000568,2026-06,MF,1,0.5737,propensity_only
CUST1000569,2026-06,SA,5,0.2355,propensity_only
CUST1000570,2026-06,RD,4,0.2981,propensity_only
CUST1000571,2026-06,RD,2,0.3374,propensity_only
CUST1000573,2026-06,SA,5,0.2382,propensity_only
CUST1000574,2026-06,CC,1,0.674,propensity_only
CUST1000575,2026-06,CC,2,0.524,propensity_only
CUST1000576,2026-06,RD,1,0.4971,propensity_only
CUST1000578,2026-06,SA,3,0.1069,propensity_only
CUST1000580,2026-06,MF,1,0.6314,propensity_only
CUST1000581,2026-06,CC,1,0.6639,propensity_only
CUST1000582,2026-06,SA,4,0.2354,propensity_only
CUST1000583,2026-06,RD,3,0.3475,propensity_only
CUST1000585,2026-06,SA,2,0.2495,propensity_only
CUST1000586,2026-06,CC,1,0.8286,propensity_only
CUST1000587,2026-06,SA,5,0.2686,propensity_only
CUST1000589,2026-06,SA,5,0.216,propensity_only
CUST1000590,2026-06,SA,5,0.2874,propensity_only
CUST1000591,2026-06,HL,5,0.01,propensity_only
CUST1000592,2026-06,CC,1,0.6457,propensity_only
CUST1000593,2026-06,MF,3,0.2897,propensity_only
CUST1000594,2026-06,SA,4,0.2496,propensity_only
CUST1000597,2026-06,CC,1,0.6768,propensity_only
CUST1000598,2026-06,SA,3,0.3082,propensity_only
CUST1000599,2026-06,SA,4,0.2826,propensity_only
CUST1000600,2026-06,CC,1,0.5069,propensity_only
CUST1000601,2026-06,PL,1,0.3913,propensity_only
CUST1000606,2026-06,CC,3,0.4171,propensity_only
CUST1000607,2026-06,PL,1,0.3688,propensity_only
CUST1000608,2026-06,SA,5,0.1401,propensity_only
CUST1000609,2026-06,RD,3,0.2599,propensity_only
CUST1000611,2026-06,PL,4,0.3618,propensity_only
CUST1000612,2026-06,SA,2,0.1603,propensity_only
CUST1000613,2026-06,MF,1,0.5207,propensity_only
CUST1000614,2026-06,SA,5,0.1866,propensity_only
CUST1000617,2026-06,SA,4,0.3329,propensity_only
CUST1000618,2026-06,PL,3,0.3021,propensity_only
CUST1000619,2026-06,CC,2,0.4003,propensity_only
CUST1000620,2026-06,SA,4,0.1561,propensity_only
CUST1000622,2026-06,SA,2,0.2534,propensity_only
CUST1000623,2026-06,MF,4,0.2217,propensity_only
CUST1000624,2026-06,SA,4,0.1831,propensity_only
CUST1000625,2026-06,CC,2,0.595,propensity_only
CUST1000626,2026-06,SA,5,0.0803,propensity_only
CUST1000628,2026-06,HL,5,0.2283,propensity_only
CUST1000631,2026-06,SA,5,0.1118,propensity_only
CUST1000632,2026-06,RD,2,0.2502,propensity_only
CUST1000634,2026-06,CC,1,0.6743,propensity_only
CUST1000635,2026-06,RD,2,0.3244,propensity_only
CUST1000636,2026-06,SA,5,0.1187,propensity_only
CUST1000637,2026-06,SA,4,0.131,propensity_only
CUST1000638,2026-06,SA,3,0.2218,propensity_only
CUST1000639,2026-06,RD,1,0.4949,propensity_only
CUST1000640,2026-06,PL,5,0.2817,propensity_only
CUST1000642,2026-06,MF,1,0.4607,propensity_only
CUST1000644,2026-06,SA,3,0.309,propensity_only
CUST1000646,2026-06,CC,3,0.4084,propensity_only
CUST1000647,2026-06,SA,2,0.1433,propensity_only
CUST1000648,2026-06,SA,4,0.115,propensity_only
CUST1000649,2026-06,CC,2,0.4942,propensity_only
CUST1000650,2026-06,MF,2,0.5104,propensity_only
CUST1000653,2026-06,MF,1,0.4047,propensity_only
CUST1000654,2026-06,CC,3,0.3724,propensity_only
CUST1000656,2026-06,MF,2,0.4933,propensity_only
CUST1000657,2026-06,SA,5,0.0537,propensity_only
CUST1000659,2026-06,PL,4,0.3213,propensity_only
CUST1000660,2026-06,SA,5,0.2607,propensity_only
CUST1000662,2026-06,SA,4,0.1277,propensity_only
CUST1000665,2026-06,SA,5,0.0743,propensity_only
CUST1000666,2026-06,CC,1,0.6718,propensity_only
CUST1000667,2026-06,SA,3,0.2268,propensity_only
CUST1000668,2026-06,CC,1,0.665,propensity_only
CUST1000669,2026-06,SA,1,0.2686,propensity_only
CUST1000670,2026-06,SA,5,0.2378,propensity_only
CUST1000671,2026-06,SA,5,0.1318,propensity_only
CUST1000672,2026-06,MF,2,0.3377,propensity_only
CUST1000673,2026-06,MF,1,0.3502,propensity_only
CUST1000676,2026-06,RD,5,0.2904,propensity_only
CUST1000677,2026-06,MF,1,0.5972,propensity_only
CUST1000678,2026-06,MF,4,0.2741,propensity_only
CUST1000679,2026-06,CC,2,0.1938,propensity_only
CUST1000681,2026-06,RD,4,0.3923,propensity_only
CUST1000682,2026-06,SA,3,0.2517,propensity_only
CUST1000683,2026-06,CC,1,0.4806,propensity_only
CUST1000684,2026-06,RD,4,0.368,propensity_only
