segment_key,product_code,segment_product_holding_count,segment_product_customer_count,segment_product_holding_rate
PERSONA_001|INCOME_B_002|LIFESTAG_003,MF,39,162,0.24074074074074073
PERSONA_001|INCOME_B_002|LIFESTAG_003,PL,42,162,0.25925925925925924
PERSONA_001|INCOME_B_002|LIFESTAG_003,RD,33,162,0.2037037037037037
PERSONA_001|INCOME_B_002|LIFESTAG_003,SA,152,162,0.9382716049382716
PERSONA_001|INCOME_B_002|LIFESTAG_004,CC,39,103,0.3786407766990291
PERSONA_001|INCOME_B_002|LIFESTAG_004,HL,9,103,0.08737864077669903
PERSONA_001|INCOME_B_002|LIFESTAG_004,MF,39,103,0.3786407766990291
PERSONA_001|INCOME_B_002|LIFESTAG_004,PL,29,103,0.2815533980582524
PERSONA_001|INCOME_B_002|LIFESTAG_004,RD,26,103,0.2524271844660194
PERSONA_001|INCOME_B_002|LIFESTAG_004,SA,96,103,0.9320388349514563
PERSONA_001|INCOME_B_002|LIFESTAG_006,CC,62,130,0.47692307692307695
PERSONA_001|INCOME_B_002|LIFESTAG_006,HL,7,130,0.05384615384615385
PERSONA_001|INCOME_B_002|LIFESTAG_006,MF,38,130,0.2923076923076923
PERSONA_001|INCOME_B_002|LIFESTAG_006,PL,24,130,0.18461538461538463
PERSONA_001|INCOME_B_002|LIFESTAG_006,RD,23,130,0.17692307692307693
PERSONA_001|INCOME_B_002|LIFESTAG_006,SA,125,130,0.9615384615384616
PERSONA_001|INCOME_B_003|LIFESTAG_001,CC,1,5,0.2
PERSONA_001|INCOME_B_003|LIFESTAG_001,HL,0,5,0.0
PERSONA_001|INCOME_B_003|LIFESTAG_001,MF,0,5,0.0
PERSONA_001|INCOME_B_003|LIFESTAG_001,PL,0,5,0.0
PERSONA_001|INCOME_B_003|LIFESTAG_001,RD,1,5,0.2
PERSONA_001|INCOME_B_003|LIFESTAG_001,SA,5,5,1.0
PERSONA_001|INCOME_B_003|LIFESTAG_002,CC,10,53,0.18867924528301888
PERSONA_001|INCOME_B_003|LIFESTAG_002,HL,1,53,0.018867924528301886
PERSONA_001|INCOME_B_003|LIFESTAG_002,MF,5,53,0.09433962264150944
PERSONA_001|INCOME_B_003|LIFESTAG_002,PL,4,53,0.07547169811320754
PERSONA_001|INCOME_B_003|LIFESTAG_002,RD,10,53,0.18867924528301888
PERSONA_001|INCOME_B_003|LIFESTAG_002,SA,52,53,0.9811320754716981
PERSONA_001|INCOME_B_003|LIFESTAG_003,CC,3,24,0.125
PERSONA_001|INCOME_B_003|LIFESTAG_003,HL,0,24,0.0
PERSONA_001|INCOME_B_003|LIFESTAG_003,MF,1,24,0.041666666666666664
PERSONA_001|INCOME_B_003|LIFESTAG_003,PL,1,24,0.041666666666666664
PERSONA_001|INCOME_B_003|LIFESTAG_003,RD,2,24,0.08333333333333333
PERSONA_001|INCOME_B_003|LIFESTAG_003,SA,24,24,1.0
PERSONA_001|INCOME_B_003|LIFESTAG_004,CC,1,7,0.14285714285714285
PERSONA_001|INCOME_B_003|LIFESTAG_004,HL,0,7,0.0
PERSONA_001|INCOME_B_003|LIFESTAG_004,MF,1,7,0.14285714285714285
PERSONA_001|INCOME_B_003|LIFESTAG_004,PL,0,7,0.0
PERSONA_001|INCOME_B_003|LIFESTAG_004,RD,2,7,0.2857142857142857
PERSONA_001|INCOME_B_003|LIFESTAG_004,SA,6,7,0.8571428571428571
PERSONA_001|INCOME_B_003|LIFESTAG_006,CC,4,16,0.25
PERSONA_001|INCOME_B_003|LIFESTAG_006,HL,1,16,0.0625
PERSONA_001|INCOME_B_003|LIFESTAG_006,MF,3,16,0.1875
PERSONA_001|INCOME_B_003|LIFESTAG_006,PL,2,16,0.125
PERSONA_001|INCOME_B_003|LIFESTAG_006,RD,1,16,0.0625
PERSONA_001|INCOME_B_003|LIFESTAG_006,SA,15,16,0.9375
PERSONA_001|INCOME_B_004|LIFESTAG_001,CC,10,35,0.2857142857142857
PERSONA_001|INCOME_B_004|LIFESTAG_001,HL,1,35,0.02857142857142857
PERSONA_001|INCOME_B_004|LIFESTAG_001,MF,2,35,0.05714285714285714
PERSONA_001|INCOME_B_004|LIFESTAG_001,PL,3,35,0.08571428571428572
PERSONA_001|INCOME_B_004|LIFESTAG_001,RD,8,35,0.22857142857142856
PERSONA_001|INCOME_B_004|LIFESTAG_001,SA,35,35,1.0
PERSONA_001|INCOME_B_004|LIFESTAG_002,CC,56,253,0.22134387351778656
PERSONA_001|INCOME_B_004|LIFESTAG_002,HL,25,253,0.09881422924901186
PERSONA_001|INCOME_B_004|LIFESTAG_002,MF,27,253,0.1067193675889328
PERSONA_001|INCOME_B_004|LIFESTAG_002,PL,44,253,0.17391304347826086
PERSONA_001|INCOME_B_004|LIFESTAG_002,RD,58,253,0.22924901185770752
PERSONA_001|INCOME_B_004|LIFESTAG_002,SA,244,253,0.9644268774703557
PERSONA_001|INCOME_B_004|LIFESTAG_003,CC,21,122,0.1721311475409836
PERSONA_001|INCOME_B_004|LIFESTAG_003,HL,4,122,0.03278688524590164
PERSONA_001|INCOME_B_004|LIFESTAG_003,MF,17,122,0.13934426229508196
PERSONA_001|INCOME_B_004|LIFESTAG_003,PL,19,122,0.1557377049180328
PERSONA_001|INCOME_B_004|LIFESTAG_003,RD,25,122,0.20491803278688525
PERSONA_001|INCOME_B_004|LIFESTAG_003,SA,110,122,0.9016393442622951
PERSONA_001|INCOME_B_004|LIFESTAG_004,CC,6,53,0.11320754716981132
PERSONA_001|INCOME_B_004|LIFESTAG_004,HL,2,53,0.03773584905660377
PERSONA_001|INCOME_B_004|LIFESTAG_004,MF,3,53,0.05660377358490566
PERSONA_001|INCOME_B_004|LIFESTAG_004,PL,7,53,0.1320754716981132
PERSONA_001|INCOME_B_004|LIFESTAG_004,RD,9,53,0.16981132075471697
PERSONA_001|INCOME_B_004|LIFESTAG_004,SA,50,53,0.9433962264150944
PERSONA_001|INCOME_B_004|LIFESTAG_006,CC,23,107,0.21495327102803738
PERSONA_001|INCOME_B_004|LIFESTAG_006,HL,3,107,0.028037383177570093
PERSONA_001|INCOME_B_004|LIFESTAG_006,MF,8,107,0.07476635514018691
PERSONA_001|INCOME_B_004|LIFESTAG_006,PL,13,107,0.12149532710280374
PERSONA_001|INCOME_B_004|LIFESTAG_006,RD,24,107,0.22429906542056074
PERSONA_001|INCOME_B_004|LIFESTAG_006,SA,103,107,0.9626168224299065
PERSONA_002|INCOME_B_001|LIFESTAG_001,CC,7,10,0.7
PERSONA_002|INCOME_B_001|LIFESTAG_001,HL,0,10,0.0
PERSONA_002|INCOME_B_001|LIFESTAG_001,MF,3,10,0.3
PERSONA_002|INCOME_B_001|LIFESTAG_001,PL,0,10,0.0
PERSONA_002|INCOME_B_001|LIFESTAG_001,RD,2,10,0.2
PERSONA_002|INCOME_B_001|LIFESTAG_001,SA,8,10,0.8
PERSONA_002|INCOME_B_001|LIFESTAG_002,CC,161,330,0.48787878787878786
PERSONA_002|INCOME_B_001|LIFESTAG_002,HL,46,330,0.1393939393939394
PERSONA_002|INCOME_B_001|LIFESTAG_002,MF,98,330,0.296969696969697
PERSONA_002|INCOME_B_001|LIFESTAG_002,PL,72,330,0.21818181818181817
PERSONA_002|INCOME_B_001|LIFESTAG_002,RD,121,330,0.36666666666666664
PERSONA_002|INCOME_B_001|LIFESTAG_002,SA,306,330,0.9272727272727272
PERSONA_002|INCOME_B_001|LIFESTAG_003,CC,64,125,0.512
PERSONA_002|INCOME_B_001|LIFESTAG_003,HL,12,125,0.096
PERSONA_002|INCOME_B_001|LIFESTAG_003,MF,43,125,0.344
PERSONA_002|INCOME_B_001|LIFESTAG_003,PL,31,125,0.248
PERSONA_002|INCOME_B_001|LIFESTAG_003,RD,43,125,0.344
PERSONA_002|INCOME_B_001|LIFESTAG_003,SA,122,125,0.976
PERSONA_002|INCOME_B_001|LIFESTAG_004,CC,42,69,0.6086956521739131
PERSONA_002|INCOME_B_001|LIFESTAG_004,HL,11,69,0.15942028985507245
PERSONA_002|INCOME_B_001|LIFESTAG_004,MF,16,69,0.2318840579710145
PERSONA_002|INCOME_B_001|LIFESTAG_004,PL,17,69,0.2463768115942029
PERSONA_002|INCOME_B_001|LIFESTAG_004,RD,24,69,0.34782608695652173
PERSONA_002|INCOME_B_001|LIFESTAG_004,SA,65,69,0.9420289855072463
PERSONA_002|INCOME_B_001|LIFESTAG_005,CC,41,128,0.3203125
PERSONA_002|INCOME_B_001|LIFESTAG_005,HL,5,128,0.0390625
PERSONA_002|INCOME_B_001|LIFESTAG_005,MF,37,128,0.2890625
PERSONA_002|INCOME_B_001|LIFESTAG_005,PL,19,128,0.1484375
PERSONA_002|INCOME_B_001|LIFESTAG_005,RD,54,128,0.421875
PERSONA_002|INCOME_B_001|LIFESTAG_005,SA,122,128,0.953125
PERSONA_002|INCOME_B_001|LIFESTAG_006,CC,44,95,0.4631578947368421
PERSONA_002|INCOME_B_001|LIFESTAG_006,HL,9,95,0.09473684210526316
PERSONA_002|INCOME_B_001|LIFESTAG_006,MF,31,95,0.3263157894736842
PERSONA_002|INCOME_B_001|LIFESTAG_006,PL,18,95,0.18947368421052632
PERSONA_002|INCOME_B_001|LIFESTAG_006,RD,30,95,0.3157894736842105
PERSONA_002|INCOME_B_001|LIFESTAG_006,SA,94,95,0.9894736842105263
PERSONA_002|INCOME_B_002|LIFESTAG_001,CC,1,2,0.5
PERSONA_002|INCOME_B_002|LIFESTAG_001,HL,0,2,0.0
PERSONA_002|INCOME_B_002|LIFESTAG_001,MF,1,2,0.5
PERSONA_002|INCOME_B_002|LIFESTAG_001,PL,0,2,0.0
PERSONA_002|INCOME_B_002|LIFESTAG_001,RD,1,2,0.5
PERSONA_002|INCOME_B_002|LIFESTAG_001,SA,2,2,1.0
PERSONA_002|INCOME_B_002|LIFESTAG_002,CC,14,35,0.4
PERSONA_002|INCOME_B_002|LIFESTAG_002,HL,3,35,0.08571428571428572
PERSONA_002|INCOME_B_002|LIFESTAG_002,MF,9,35,0.2571428571428571
PERSONA_002|INCOME_B_002|LIFESTAG_002,PL,7,35,0.2
PERSONA_002|INCOME_B_002|LIFESTAG_002,RD,9,35,0.2571428571428571
PERSONA_002|INCOME_B_002|LIFESTAG_002,SA,29,35,0.8285714285714286
PERSONA_002|INCOME_B_002|LIFESTAG_003,CC,6,11,0.5454545454545454
PERSONA_002|INCOME_B_002|LIFESTAG_003,HL,1,11,0.09090909090909091
PERSONA_002|INCOME_B_002|LIFESTAG_003,MF,2,11,0.18181818181818182
PERSONA_002|INCOME_B_002|LIFESTAG_003,PL,2,11,0.18181818181818182
PERSONA_002|INCOME_B_002|LIFESTAG_003,RD,3,11,0.2727272727272727
PERSONA_002|INCOME_B_002|LIFESTAG_003,SA,11,11,1.0
PERSONA_002|INCOME_B_002|LIFESTAG_004,CC,2,4,0.5
PERSONA_002|INCOME_B_002|LIFESTAG_004,HL,0,4,0.0
PERSONA_002|INCOME_B_002|LIFESTAG_004,MF,0,4,0.0
PERSONA_002|INCOME_B_002|LIFESTAG_004,PL,0,4,0.0
PERSONA_002|INCOME_B_002|LIFESTAG_004,RD,2,4,0.5
PERSONA_002|INCOME_B_002|LIFESTAG_004,SA,4,4,1.0
PERSONA_002|INCOME_B_002|LIFESTAG_005,CC,14,27,0.5185185185185185
PERSONA_002|INCOME_B_002|LIFESTAG_005,HL,2,27,0.07407407407407407
PERSONA_002|INCOME_B_002|LIFESTAG_005,MF,6,27,0.2222222222222222
PERSONA_002|INCOME_B_002|LIFESTAG_005,PL,2,27,0.07407407407407407
PERSONA_002|INCOME_B_002|LIFESTAG_005,RD,14,27,0.5185185185185185
PERSONA_002|INCOME_B_002|LIFESTAG_005,SA,26,27,0.9629629629629629
PERSONA_002|INCOME_B_002|LIFESTAG_006,CC,10,18,0.5555555555555556
PERSONA_002|INCOME_B_002|LIFESTAG_006,HL,1,18,0.05555555555555555
PERSONA_002|INCOME_B_002|LIFESTAG_006,MF,3,18,0.16666666666666666
PERSONA_002|INCOME_B_002|LIFESTAG_006,PL,5,18,0.2777777777777778
PERSONA_002|INCOME_B_002|LIFESTAG_006,RD,5,18,0.2777777777777778
PERSONA_002|INCOME_B_002|LIFESTAG_006,SA,16,18,0.8888888888888888
PERSONA_002|INCOME_B_003|LIFESTAG_001,CC,6,16,0.375
PERSONA_002|INCOME_B_003|LIFESTAG_001,HL,0,16,0.0
PERSONA_002|INCOME_B_003|LIFESTAG_001,MF,2,16,0.125
PERSONA_002|INCOME_B_003|LIFESTAG_001,PL,1,16,0.0625
PERSONA_002|INCOME_B_003|LIFESTAG_001,RD,2,16,0.125
PERSONA_002|INCOME_B_003|LIFESTAG_001,SA,14,16,0.875
PERSONA_002|INCOME_B_003|LIFESTAG_002,CC,23,120,0.19166666666666668
PERSONA_002|INCOME_B_003|LIFESTAG_002,HL,9,120,0.075
PERSONA_002|INCOME_B_003|LIFESTAG_002,MF,14,120,0.11666666666666667
PERSONA_002|INCOME_B_003|LIFESTAG_002,PL,11,120,0.09166666666666666
PERSONA_002|INCOME_B_003|LIFESTAG_002,RD,36,120,0.3
PERSONA_002|INCOME_B_003|LIFESTAG_002,SA,115,120,0.9583333333333334
PERSONA_002|INCOME_B_003|LIFESTAG_003,CC,8,30,0.26666666666666666
PERSONA_002|INCOME_B_003|LIFESTAG_003,HL,1,30,0.03333333333333333
PERSONA_002|INCOME_B_003|LIFESTAG_003,MF,5,30,0.16666666666666666
PERSONA_002|INCOME_B_003|LIFESTAG_003,PL,2,30,0.06666666666666667
PERSONA_002|INCOME_B_003|LIFESTAG_003,RD,8,30,0.26666666666666666
PERSONA_002|INCOME_B_003|LIFESTAG_003,SA,28,30,0.9333333333333333
PERSONA_002|INCOME_B_003|LIFESTAG_004,CC,6,15,0.4
PERSONA_002|INCOME_B_003|LIFESTAG_004,HL,1,15,0.06666666666666667
PERSONA_002|INCOME_B_003|LIFESTAG_004,MF,3,15,0.2
PERSONA_002|INCOME_B_003|LIFESTAG_004,PL,0,15,0.0
PERSONA_002|INCOME_B_003|LIFESTAG_004,RD,2,15,0.13333333333333333
PERSONA_002|INCOME_B_003|LIFESTAG_004,SA,14,15,0.9333333333333333
PERSONA_002|INCOME_B_003|LIFESTAG_005,CC,4,27,0.14814814814814814
PERSONA_002|INCOME_B_003|LIFESTAG_005,HL,1,27,0.037037037037037035
PERSONA_002|INCOME_B_003|LIFESTAG_005,MF,2,27,0.07407407407407407
PERSONA_002|INCOME_B_003|LIFESTAG_005,PL,0,27,0.0
PERSONA_002|INCOME_B_003|LIFESTAG_005,RD,9,27,0.3333333333333333
PERSONA_002|INCOME_B_003|LIFESTAG_005,SA,26,27,0.9629629629629629
PERSONA_002|INCOME_B_003|LIFESTAG_006,CC,7,35,0.2
PERSONA_002|INCOME_B_003|LIFESTAG_006,HL,3,35,0.08571428571428572
PERSONA_002|INCOME_B_003|LIFESTAG_006,MF,2,35,0.05714285714285714
PERSONA_002|INCOME_B_003|LIFESTAG_006,PL,5,35,0.14285714285714285
PERSONA_002|INCOME_B_003|LIFESTAG_006,RD,10,35,0.2857142857142857
PERSONA_002|INCOME_B_003|LIFESTAG_006,SA,32,35,0.9142857142857143
PERSONA_002|INCOME_B_004|LIFESTAG_001,CC,7,17,0.4117647058823529
PERSONA_002|INCOME_B_004|LIFESTAG_001,HL,1,17,0.058823529411764705
PERSONA_002|INCOME_B_004|LIFESTAG_001,MF,2,17,0.11764705882352941
PERSONA_002|INCOME_B_004|LIFESTAG_001,PL,3,17,0.17647058823529413
PERSONA_002|INCOME_B_004|LIFESTAG_001,RD,4,17,0.23529411764705882
PERSONA_002|INCOME_B_004|LIFESTAG_001,SA,16,17,0.9411764705882353
PERSONA_002|INCOME_B_004|LIFESTAG_002,CC,63,248,0.2540322580645161
PERSONA_002|INCOME_B_004|LIFESTAG_002,HL,17,248,0.06854838709677419
PERSONA_002|INCOME_B_004|LIFESTAG_002,MF,27,248,0.10887096774193548
PERSONA_002|INCOME_B_004|LIFESTAG_002,PL,32,248,0.12903225806451613
PERSONA_002|INCOME_B_004|LIFESTAG_002,RD,78,248,0.31451612903225806
PERSONA_002|INCOME_B_004|LIFESTAG_002,SA,236,248,0.9516129032258065
PERSONA_002|INCOME_B_004|LIFESTAG_003,CC,25,96,0.2604166666666667
PERSONA_002|INCOME_B_004|LIFESTAG_003,HL,1,96,0.010416666666666666
PERSONA_002|INCOME_B_004|LIFESTAG_003,MF,17,96,0.17708333333333334
PERSONA_002|INCOME_B_004|LIFESTAG_003,PL,13,96,0.13541666666666666
PERSONA_002|INCOME_B_004|LIFESTAG_003,RD,24,96,0.25
PERSONA_002|INCOME_B_004|LIFESTAG_003,SA,90,96,0.9375
PERSONA_002|INCOME_B_004|LIFESTAG_004,CC,11,39,0.28205128205128205
PERSONA_002|INCOME_B_004|LIFESTAG_004,HL,1,39,0.02564102564102564
PERSONA_002|INCOME_B_004|LIFESTAG_004,MF,7,39,0.1794871794871795
PERSONA_002|INCOME_B_004|LIFESTAG_004,PL,6,39,0.15384615384615385
PERSONA_002|INCOME_B_004|LIFESTAG_004,RD,16,39,0.41025641025641024
PERSONA_002|INCOME_B_004|LIFESTAG_004,SA,38,39,0.9743589743589743
PERSONA_002|INCOME_B_004|LIFESTAG_005,CC,12,73,0.1643835616438356
PERSONA_002|INCOME_B_004|LIFESTAG_005,HL,1,73,0.0136986301369863
PERSONA_002|INCOME_B_004|LIFESTAG_005,MF,5,73,0.0684931506849315
PERSONA_002|INCOME_B_004|LIFESTAG_005,PL,9,73,0.1232876712328767
PERSONA_002|INCOME_B_004|LIFESTAG_005,RD,30,73,0.410958904109589
PERSONA_002|INCOME_B_004|LIFESTAG_005,SA,69,73,0.9452054794520548
PERSONA_002|INCOME_B_004|LIFESTAG_006,CC,12,67,0.1791044776119403
PERSONA_002|INCOME_B_004|LIFESTAG_006,HL,1,67,0.014925373134328358
PERSONA_002|INCOME_B_004|LIFESTAG_006,MF,8,67,0.11940298507462686
PERSONA_002|INCOME_B_004|LIFESTAG_006,PL,8,67,0.11940298507462686
PERSONA_002|INCOME_B_004|LIFESTAG_006,RD,12,67,0.1791044776119403
PERSONA_002|INCOME_B_004|LIFESTAG_006,SA,66,67,0.9850746268656716
PERSONA_003|INCOME_B_001|LIFESTAG_001,CC,108,218,0.4954128440366973
PERSONA_003|INCOME_B_001|LIFESTAG_001,HL,6,218,0.027522935779816515
PERSONA_003|INCOME_B_001|LIFESTAG_001,MF,72,218,0.3302752293577982
PERSONA_003|INCOME_B_001|LIFESTAG_001,PL,40,218,0.1834862385321101
PERSONA_003|INCOME_B_001|LIFESTAG_001,RD,37,218,0.16972477064220184
PERSONA_003|INCOME_B_001|LIFESTAG_001,SA,200,218,0.9174311926605505
PERSONA_003|INCOME_B_001|LIFESTAG_002,CC,36,67,0.5373134328358209
PERSONA_003|INCOME_B_001|LIFESTAG_002,HL,5,67,0.07462686567164178
PERSONA_003|INCOME_B_001|LIFESTAG_002,MF,17,67,0.2537313432835821
PERSONA_003|INCOME_B_001|LIFESTAG_002,PL,15,67,0.22388059701492538
PERSONA_003|INCOME_B_001|LIFESTAG_002,RD,10,67,0.14925373134328357
PERSONA_003|INCOME_B_001|LIFESTAG_002,SA,63,67,0.9402985074626866
PERSONA_003|INCOME_B_001|LIFESTAG_003,CC,29,58,0.5
PERSONA_003|INCOME_B_001|LIFESTAG_003,HL,3,58,0.05172413793103448
PERSONA_003|INCOME_B_001|LIFESTAG_003,MF,16,58,0.27586206896551724
PERSONA_003|INCOME_B_001|LIFESTAG_003,PL,11,58,0.1896551724137931
PERSONA_003|INCOME_B_001|LIFESTAG_003,RD,5,58,0.08620689655172414
PERSONA_003|INCOME_B_001|LIFESTAG_003,SA,56,58,0.9655172413793104
PERSONA_003|INCOME_B_001|LIFESTAG_006,CC,166,289,0.5743944636678201
PERSONA_003|INCOME_B_001|LIFESTAG_006,HL,19,289,0.0657439446366782
PERSONA_003|INCOME_B_001|LIFESTAG_006,MF,82,289,0.2837370242214533
PERSONA_003|INCOME_B_001|LIFESTAG_006,PL,58,289,0.20069204152249134
PERSONA_003|INCOME_B_001|LIFESTAG_006,RD,62,289,0.21453287197231835
PERSONA_003|INCOME_B_001|LIFESTAG_006,SA,270,289,0.9342560553633218
PERSONA_003|INCOME_B_002|LIFESTAG_001,CC,4,7,0.5714285714285714
PERSONA_003|INCOME_B_002|LIFESTAG_001,HL,0,7,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_001,MF,1,7,0.14285714285714285
PERSONA_003|INCOME_B_002|LIFESTAG_001,PL,1,7,0.14285714285714285
PERSONA_003|INCOME_B_002|LIFESTAG_001,RD,2,7,0.2857142857142857
PERSONA_003|INCOME_B_002|LIFESTAG_001,SA,7,7,1.0
PERSONA_003|INCOME_B_002|LIFESTAG_002,CC,0,1,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_002,HL,0,1,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_002,MF,0,1,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_002,PL,0,1,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_002,RD,0,1,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_002,SA,1,1,1.0
PERSONA_003|INCOME_B_002|LIFESTAG_003,CC,0,2,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_003,HL,0,2,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_003,MF,0,2,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_003,PL,0,2,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_003,RD,0,2,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_003,SA,2,2,1.0
PERSONA_003|INCOME_B_002|LIFESTAG_006,CC,8,13,0.6153846153846154
PERSONA_003|INCOME_B_002|LIFESTAG_006,HL,0,13,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_006,MF,4,13,0.3076923076923077
PERSONA_003|INCOME_B_002|LIFESTAG_006,PL,0,13,0.0
PERSONA_003|INCOME_B_002|LIFESTAG_006,RD,1,13,0.07692307692307693
PERSONA_003|INCOME_B_002|LIFESTAG_006,SA,11,13,0.8461538461538461
PERSONA_003|INCOME_B_003|LIFESTAG_001,CC,5,26,0.19230769230769232
PERSONA_003|INCOME_B_003|LIFESTAG_001,HL,0,26,0.0
PERSONA_003|INCOME_B_003|LIFESTAG_001,MF,2,26,0.07692307692307693
PERSONA_003|INCOME_B_003|LIFESTAG_001,PL,4,26,0.15384615384615385
PERSONA_003|INCOME_B_003|LIFESTAG_001,RD,6,26,0.23076923076923078
PERSONA_003|INCOME_B_003|LIFESTAG_001,SA,24,26,0.9230769230769231
PERSONA_003|INCOME_B_003|LIFESTAG_002,CC,7,12,0.5833333333333334
PERSONA_003|INCOME_B_003|LIFESTAG_002,HL,0,12,0.0
PERSONA_003|INCOME_B_003|LIFESTAG_002,MF,1,12,0.08333333333333333
PERSONA_003|INCOME_B_003|LIFESTAG_002,PL,0,12,0.0
PERSONA_003|INCOME_B_003|LIFESTAG_002,RD,1,12,0.08333333333333333
PERSONA_003|INCOME_B_003|LIFESTAG_002,SA,12,12,1.0
PERSONA_003|INCOME_B_003|LIFESTAG_003,CC,3,9,0.3333333333333333
PERSONA_003|INCOME_B_003|LIFESTAG_003,HL,0,9,0.0
PERSONA_003|INCOME_B_003|LIFESTAG_003,MF,1,9,0.1111111111111111
PERSONA_003|INCOME_B_003|LIFESTAG_003,PL,1,9,0.1111111111111111
PERSONA_003|INCOME_B_003|LIFESTAG_003,RD,1,9,0.1111111111111111
PERSONA_003|INCOME_B_003|LIFESTAG_003,SA,9,9,1.0
PERSONA_003|INCOME_B_003|LIFESTAG_006,CC,11,38,0.2894736842105263
PERSONA_003|INCOME_B_003|LIFESTAG_006,HL,3,38,0.07894736842105263
PERSONA_003|INCOME_B_003|LIFESTAG_006,MF,4,38,0.10526315789473684
PERSONA_003|INCOME_B_003|LIFESTAG_006,PL,4,38,0.10526315789473684
