Customer ID,Month period,CC,HL,MF,PL,RD,SA
CUST1000102,2026-06,0.5102,0.4104,0.5421,0.4389,0.3236,0.0848
CUST1000103,2026-06,0.2392,0.3729,0.6223,0.3252,0.3268,0.175
CUST1000104,2026-06,0.4648,0.1478,0.4746,0.2986,0.5372,0.1229
CUST1000105,2026-06,0.3831,0.5026,0.2233,0.5125,0.3791,0.1882
CUST1000106,2026-06,0.4055,0.4418,0.5238,0.5112,0.4827,0.1285
CUST1000107,2026-06,0.5782,0.3357,0.3773,0.3043,0.4566,0.2173
CUST1000108,2026-06,0.552,0.0666,0.143,0.4041,0.1878,0.3027
CUST1000109,2026-06,0.6087,0.2542,0.3052,0.2536,0.152,0.6635
CUST1000110,2026-06,0.2449,0.2069,0.3598,0.4988,0.4268,0.1499
CUST1000111,2026-06,0.548,0.3025,0.6067,0.466,0.4243,0.181
CUST1000112,2026-06,0.4279,0.1623,0.3048,0.3501,0.46,0.3154
CUST1000113,2026-06,0.5361,0.1742,0.3724,0.3904,0.5419,0.1694
CUST1000114,2026-06,0.3256,0.1553,0.6306,0.2368,0.3684,0.2421
CUST1000115,2026-06,0.4389,0.4781,0.3068,0.4366,0.2683,0.106
CUST1000116,2026-06,0.233,0.01,0.2083,0.0761,0.4071,0.2203
CUST1000117,2026-06,0.4952,0.3197,0.486,0.5614,0.3797,0.1602
CUST1000118,2026-06,0.0792,0.3251,0.2401,0.2544,0.3261,0.153
CUST1000119,2026-06,0.6938,0.3735,0.5179,0.3697,0.2914,0.1346
CUST1000120,2026-06,0.1544,0.0526,0.3297,0.4086,0.2786,0.2109
CUST1000121,2026-06,0.5202,0.5953,0.4111,0.3583,0.2199,0.2366
CUST1000122,2026-06,0.1998,0.1567,0.5411,0.3425,0.1432,0.5851
CUST1000123,2026-06,0.0811999999999999,0.2078,0.1912,0.1499,0.4066,0.2705
CUST1000124,2026-06,0.2219,0.1751,0.1491,0.23,0.4855,0.2621
CUST1000125,2026-06,0.5382,0.2276,0.3657,0.2239,0.2207,0.2524
CUST1000126,2026-06,0.4533,0.0462,0.1265,0.4526,0.2633,0.3863
CUST1000127,2026-06,0.2893,0.306,0.1727,0.4144,0.5245,0.2193
CUST1000128,2026-06,0.5952,0.3009,0.311,0.4353,0.3328,0.1693
CUST1000129,2026-06,0.6722,0.5298,0.3117,0.4165,0.1333,0.0949
CUST1000130,2026-06,0.5759,0.2654,0.5137,0.5275,0.6136,0.0144
CUST1000131,2026-06,0.3073,0.5573,0.5423,0.5112,0.2966,0.089
CUST1000132,2026-06,0.6598,0.3135,0.4914,0.3102,0.231,0.1204
CUST1000133,2026-06,0.3341,0.0396,0.4619,0.254,0.3826,0.2257
CUST1000134,2026-06,0.5753,0.2825,0.5127,0.3493,0.2469,0.0902
CUST1000135,2026-06,0.5282,0.481,0.4831,0.5136,0.2162,0.1906
CUST1000136,2026-06,0.4455,0.4723,0.4217,0.2968,0.2507,0.0762
CUST1000137,2026-06,0.3539,0.333,0.513,0.2434,0.4307,0.1219
CUST1000138,2026-06,0.3605,0.4409,0.3406,0.1082,0.3552,0.2558
CUST1000139,2026-06,0.2574,0.3685,0.3885,0.3696,0.4774,0.0432
CUST1000140,2026-06,0.3642,0.5051,0.4657,0.1224,0.3936,0.1203
CUST1000141,2026-06,0.2698,0.0426,0.1566,0.4441,0.4497,0.5322
CUST1000142,2026-06,0.5387,0.5362,0.4973,0.2425,0.4622,0.1107
CUST1000143,2026-06,0.1342,0.4838,0.4947,0.4112,0.2924,0.1458
CUST1000144,2026-06,0.4362,0.5335,0.6382,0.3735,0.4237,0.2902
CUST1000145,2026-06,0.5154,0.3349,0.4215,0.4018,0.3886,0.6026
CUST1000146,2026-06,0.4314,0.3773,0.302,0.3885,0.3287,0.1484
CUST1000147,2026-06,0.3837,0.4764,0.428,0.3451,0.3202,0.2172
CUST1000148,2026-06,0.4703,0.2423,0.1255,0.6088,0.4021,0.102
CUST1000149,2026-06,0.2438,0.1468,0.144,0.2718,0.285,0.0302
CUST1000150,2026-06,0.1716,0.204,0.0416,0.2085,0.1866,0.2545
CUST1000151,2026-06,0.691,0.4143,0.3923,0.6083,0.2638,0.2001
CUST1000152,2026-06,0.4135,0.3747,0.4951,0.3583,0.3522,0.2509
CUST1000153,2026-06,0.4955,0.3952,0.339,0.3427,0.2535,0.1652
CUST1000154,2026-06,0.3539,0.6341,0.5262,0.645,0.368,0.2179
CUST1000155,2026-06,0.7655,0.2511,0.4324,0.5597,0.3159,0.2259
CUST1000156,2026-06,0.5861,0.4385,0.2777,0.5149,0.3341,0.17
CUST1000157,2026-06,0.6299,0.2379,0.2929,0.1694,0.2214,0.1766
CUST1000158,2026-06,0.31,0.307,0.2576,0.425,0.3462,0.2157
CUST1000159,2026-06,0.4139,0.01,0.2547,0.2969,0.534,0.2391
CUST1000160,2026-06,0.4337,0.3215,0.5709,0.4427,0.3219,0.2507
CUST1000161,2026-06,0.4491,0.01,0.0287,0.332,0.3289,0.2176
CUST1000162,2026-06,0.5704,0.2153,0.4375,0.4017,0.371,0.0830999999999999
CUST1000163,2026-06,0.5544,0.5729,0.3631,0.4697,0.5975,0.1473
CUST1000164,2026-06,0.5531,0.3307,0.4953,0.4697,0.395,0.1837
CUST1000165,2026-06,0.3291,0.387,0.3794,0.3728,0.4151,0.2161
CUST1000166,2026-06,0.5771,0.2849,0.4508,0.1817,0.2938,0.3123
CUST1000167,2026-06,0.3792,0.111,0.1102,0.2432,0.3698,0.1821
CUST1000168,2026-06,0.1872,0.4005,0.1979,0.3708,0.3428,0.0949
CUST1000169,2026-06,0.3372,0.5291,0.6032,0.3841,0.2092,0.1736
CUST1000170,2026-06,0.5857,0.4314,0.3919,0.4264,0.4938,0.2058
CUST1000171,2026-06,0.3435,0.4707,0.4133,0.2802,0.301,0.2155
CUST1000172,2026-06,0.6069,0.2828,0.2617,0.4552,0.1703,0.1295
CUST1000173,2026-06,0.5509,0.4335,0.1458,0.4531,0.4162,0.2611
CUST1000174,2026-06,0.3679,0.4749,0.4351,0.2456,0.3483,0.195
CUST1000175,2026-06,0.3958,0.441,0.6061,0.2816,0.3298,0.2608
CUST1000176,2026-06,0.4113,0.1748,0.5257,0.4517,0.5696,0.1672
CUST1000177,2026-06,0.3191,0.4375,0.3844,0.1952,0.2965,0.2833
CUST1000178,2026-06,0.4574,0.2796,0.3201,0.2757,0.5315,0.6467
CUST1000179,2026-06,0.4475,0.2036,0.2804,0.0859,0.6397,0.1979
CUST1000180,2026-06,0.2856,0.2261,0.1234,0.3745,0.3137,0.2456
CUST1000181,2026-06,0.6467,0.4382,0.5316,0.5462,0.3728,0.1424
CUST1000182,2026-06,0.4022,0.2402,0.3077,0.2567,0.3144,0.2521
CUST1000183,2026-06,0.466,0.3671,0.5626,0.4609,0.3446,0.1955
CUST1000184,2026-06,0.1651,0.1893,0.1444,0.1953,0.3167,0.1957
CUST1000185,2026-06,0.345,0.2813,0.207,0.2293,0.3984,0.1839
CUST1000186,2026-06,0.1728,0.1359,0.3048,0.4023,0.432,0.1332
CUST1000187,2026-06,0.4819,0.2633,0.3656,0.3013,0.159,0.1648
CUST1000188,2026-06,0.2462,0.3546,0.3017,0.4415,0.3762,0.2502
CUST1000189,2026-06,0.2489,0.01,0.0905,0.2359,0.3488,0.1722
CUST1000190,2026-06,0.38,0.5439,0.5337,0.2192,0.3092,0.2849
CUST1000191,2026-06,0.089,0.2731,0.1225,0.247,0.3717,0.2153
CUST1000192,2026-06,0.376,0.3341,0.5641,0.3453,0.4099,0.0869999999999999
CUST1000193,2026-06,0.4385,0.5356,0.342,0.3492,0.3155,0.1443
CUST1000194,2026-06,0.4501,0.4395,0.395,0.2026,0.3093,0.059
CUST1000195,2026-06,0.4411,0.2395,0.2388,0.379,0.2009,0.2934
CUST1000196,2026-06,0.1058,0.3727,0.081,0.3488,0.3778,0.0834
CUST1000197,2026-06,0.6643,0.3255,0.2865,0.6192,0.3048,0.1786
CUST1000198,2026-06,0.1951,0.333,0.079,0.0871,0.5102,0.1461
CUST1000199,2026-06,0.3132,0.1749,0.3442,0.3122,0.3469,0.2097
CUST1000200,2026-06,0.5397,0.4088,0.3159,0.1919,0.3856,0.0254
CUST1000201,2026-06,0.3378,0.4267,0.5901,0.3067,0.3962,0.125
CUST1000202,2026-06,0.4516,0.2836,0.377,0.3918,0.5136,0.1762
CUST1000203,2026-06,0.4779,0.2342,0.3106,0.257,0.3388,0.1277
CUST1000204,2026-06,0.3928,0.4702,0.3391,0.5531,0.2741,0.2279
CUST1000205,2026-06,0.3683,0.1851,0.1576,0.3236,0.4023,0.1519
CUST1000206,2026-06,0.458,0.5215,0.4699,0.2867,0.3639,0.1148
CUST1000207,2026-06,0.4656,0.3879,0.3401,0.274,0.3781,0.1479
CUST1000208,2026-06,0.4106,0.44,0.3703,0.183,0.2999,0.1952
CUST1000209,2026-06,0.3028,0.0806,0.4213,0.1533,0.295,0.166
CUST1000210,2026-06,0.4979,0.362,0.2424,0.5562,0.2806,0.1396
CUST1000211,2026-06,0.5774,0.5476,0.4538,0.3511,0.258,0.2226
CUST1000212,2026-06,0.485,0.2568,0.1939,0.525,0.3596,0.1288
CUST1000213,2026-06,0.4528,0.298,0.4675,0.2867,0.3956,0.144
CUST1000214,2026-06,0.4676,0.524,0.5458,0.2667,0.4044,0.2196
CUST1000215,2026-06,0.3274,0.4069,0.3961,0.4261,0.2348,0.2418
CUST1000216,2026-06,0.235,0.0634,0.0559,0.0915,0.3749,0.1509
CUST1000217,2026-06,0.7183,0.3679,0.5305,0.4371,0.3817,0.0392
CUST1000218,2026-06,0.7551,0.3035,0.6274,0.3874,0.3867,0.01
CUST1000219,2026-06,0.4933,0.2778,0.2861,0.0463,0.383,0.1499
CUST1000220,2026-06,0.2588,0.0456,0.1562,0.2395,0.4482,0.1412
CUST1000221,2026-06,0.4363,0.01,0.039,0.4256,0.1365,0.58
CUST1000222,2026-06,0.157,0.095,0.234,0.3242,0.2107,0.2048
CUST1000223,2026-06,0.3806,0.1946,0.2969,0.216,0.1823,0.5203
CUST1000224,2026-06,0.039,0.09,0.2037,0.2849,0.2934,0.1878
CUST1000225,2026-06,0.1247,0.2642,0.2502,0.1571,0.5312,0.2291
CUST1000226,2026-06,0.3464,0.1546,0.1614,0.2622,0.2131,0.2339
CUST1000227,2026-06,0.662,0.1838,0.2725,0.4159,0.3537,0.0939
CUST1000228,2026-06,0.2549,0.4892,0.6807,0.2536,0.3804,0.2135
CUST1000229,2026-06,0.4554,0.5012,0.3851,0.1726,0.4086,0.1187
CUST1000230,2026-06,0.3543,0.4371,0.452,0.199,0.4773,0.1357
CUST1000231,2026-06,0.5687,0.0927,0.301,0.5877,0.2007,0.2628
CUST1000232,2026-06,0.0961999999999999,0.268,0.081,0.2521,0.2743,0.3334
CUST1000233,2026-06,0.5818,0.2863,0.3028,0.3369,0.1759,0.0614
CUST1000234,2026-06,0.1989,0.2095,0.0874999999999999,0.3312,0.2615,0.0615
CUST1000235,2026-06,0.4111,0.01,0.3262,0.1627,0.2659,0.1866
CUST1000236,2026-06,0.1159,0.3151,0.1301,0.378,0.157,0.0814
CUST1000237,2026-06,0.4237,0.3501,0.6007,0.4483,0.2993,0.5476
CUST1000238,2026-06,0.5468,0.3303,0.1845,0.5789,0.3565,0.5346
CUST1000239,2026-06,0.2406,0.4192,0.433,0.3454,0.4161,0.1735
CUST1000240,2026-06,0.0955,0.2802,0.1204,0.4092,0.5521,0.1422
CUST1000241,2026-06,0.3921,0.4588,0.6844,0.2553,0.3281,0.116
CUST1000242,2026-06,0.4438,0.3786,0.4942,0.6505,0.4788,0.1799
CUST1000243,2026-06,0.3647,0.3589,0.1465,0.5676,0.4807,0.1063
CUST1000244,2026-06,0.4121,0.4296,0.4466,0.3074,0.5121,0.1654
CUST1000245,2026-06,0.4012,0.2295,0.5163,0.3534,0.6345,0.2697
CUST1000246,2026-06,0.5139,0.3792,0.5978,0.4832,0.2849,0.1524
CUST1000247,2026-06,0.4335,0.4031,0.4603,0.445,0.4468,0.231
CUST1000248,2026-06,0.6865,0.1397,0.4634,0.5854,0.4412,0.2632
CUST1000249,2026-06,0.2244,0.1627,0.0814,0.5973,0.6448,0.0165
CUST1000250,2026-06,0.7223,0.2748,0.3415,0.2435,0.3658,0.3609
CUST1000251,2026-06,0.5473,0.0979,0.4704,0.174,0.3805,0.1465
CUST1000252,2026-06,0.6398,0.3788,0.566,0.5345,0.3629,0.1571
CUST1000253,2026-06,0.75,0.3595,0.553,0.4197,0.2195,0.2432
CUST1000254,2026-06,0.3067,0.0102,0.5007,0.3203,0.6005,0.01
CUST1000255,2026-06,0.6344,0.1733,0.2491,0.3902,0.3807,0.1659
CUST1000256,2026-06,0.4487,0.2049,0.3753,0.4336,0.3157,0.0664
CUST1000257,2026-06,0.4746,0.4152,0.3839,0.5702,0.4392,0.1258
CUST1000258,2026-06,0.3449,0.2655,0.2258,0.0934,0.2446,0.2724
CUST1000259,2026-06,0.7366,0.3043,0.321,0.5267,0.4547,0.2193
CUST1000260,2026-06,0.5153,0.3418,0.4696,0.1963,0.2297,0.2025
CUST1000261,2026-06,0.6903,0.4517,0.7848,0.0981,0.3378,0.1641
CUST1000262,2026-06,0.3097,0.5353,0.3254,0.3362,0.4308,0.2176
CUST1000263,2026-06,0.2344,0.3862,0.1126,0.208,0.5397,0.1665
CUST1000264,2026-06,0.515,0.2624,0.0401,0.3603,0.3022,0.1619
CUST1000265,2026-06,0.4813,0.01,0.2018,0.4018,0.4809,0.1648
CUST1000266,2026-06,0.5466,0.3781,0.5049,0.5469,0.2485,0.1734
CUST1000267,2026-06,0.3899,0.4787,0.3233,0.4408,0.3012,0.3218
CUST1000268,2026-06,0.4457,0.2602,0.5558,0.4061,0.3875,0.112
CUST1000269,2026-06,0.4593,0.4455,0.3848,0.5217,0.3602,0.5331
CUST1000270,2026-06,0.6682,0.242,0.4812,0.5038,0.1666,0.3376
CUST1000271,2026-06,0.2515,0.01,0.1313,0.3402,0.5252,0.1451
CUST1000272,2026-06,0.3696,0.0161,0.0444,0.01,0.2272,0.1874
CUST1000273,2026-06,0.4466,0.3117,0.5338,0.4377,0.3674,0.225
CUST1000274,2026-06,0.4118,0.3314,0.4165,0.4014,0.3061,0.148
CUST1000275,2026-06,0.6021,0.4516,0.5033,0.0832,0.3,0.3222
CUST1000276,2026-06,0.4137,0.314,0.3094,0.5685,0.2628,0.1455
CUST1000277,2026-06,0.4143,0.4246,0.4206,0.3809,0.2417,0.1927
CUST1000278,2026-06,0.5995,0.3202,0.3479,0.6306,0.3547,0.1367
CUST1000279,2026-06,0.7022,0.3003,0.3334,0.2997,0.5256,0.0377
CUST1000280,2026-06,0.4915,0.3739,0.6239,0.4719,0.388,0.2199
CUST1000281,2026-06,0.3835,0.3036,0.6266,0.156,0.3477,0.1855
CUST1000282,2026-06,0.5384,0.3718,0.2831,0.2255,0.2652,0.2277
CUST1000283,2026-06,0.4432,0.3075,0.5385,0.5435,0.4425,0.2799
CUST1000284,2026-06,0.202,0.3489,0.1963,0.1912,0.4332,0.2947
CUST1000285,2026-06,0.0983,0.276,0.1621,0.3605,0.2432,0.0779
CUST1000286,2026-06,0.601,0.4872,0.5079,0.3663,0.2478,0.1771
CUST1000287,2026-06,0.3951,0.6012,0.5043,0.5644,0.1249,0.1339
CUST1000288,2026-06,0.4235,0.4674,0.496,0.2043,0.3723,0.2764
CUST1000289,2026-06,0.5398,0.2664,0.518,0.2772,0.3186,0.2188
CUST1000290,2026-06,0.2855,0.139,0.1068,0.3341,0.3644,0.1603
CUST1000291,2026-06,0.3849,0.5368,0.4277,0.3417,0.2345,0.01
CUST1000292,2026-06,0.4027,0.1524,0.3802,0.4548,0.448,0.1627
CUST1000293,2026-06,0.2603,0.2827,0.529,0.2327,0.3668,0.1057
CUST1000294,2026-06,0.4694,0.4133,0.5284,0.5792,0.3986,0.1841
CUST1000295,2026-06,0.4704,0.2358,0.7225,0.4733,0.5119,0.16
CUST1000296,2026-06,0.7627,0.4727,0.4186,0.2793,0.2283,0.0835
CUST1000297,2026-06,0.1378,0.4221,0.3789,0.3493,0.6326,0.1573
CUST1000298,2026-06,0.3889,0.5217,0.5641,0.4636,0.4174,0.0999
CUST1000299,2026-06,0.6619,0.2567,0.5342,0.3437,0.4092,0.226
CUST1000300,2026-06,0.6656,0.4043,0.2498,0.4479,0.1126,0.1169
CUST1000301,2026-06,0.5152,0.4652,0.6623,0.467,0.0399,0.1935
CUST1000302,2026-06,0.5671,0.2363,0.351,0.3066,0.3137,0.0785
CUST1000303,2026-06,0.5587,0.2309,0.4914,0.4638,0.4911,0.0522
CUST1000304,2026-06,0.4077,0.0162,0.0862,0.0553,0.0318,0.6443
CUST1000305,2026-06,0.2023,0.3142,0.0314,0.1626,0.2899,0.5968
CUST1000306,2026-06,0.302,0.2099,0.2826,0.5509,0.5936,0.0853
CUST1000307,2026-06,0.432,0.1864,0.4898,0.349,0.281,0.2103
CUST1000308,2026-06,0.3548,0.219,0.3931,0.3576,0.2827,0.238
CUST1000309,2026-06,0.7493,0.4732,0.4524,0.4874,0.2801,0.0701
CUST1000310,2026-06,0.3473,0.4583,0.586,0.2632,0.4228,0.2841
CUST1000311,2026-06,0.2465,0.01,0.2982,0.0685999999999999,0.173,0.195
CUST1000312,2026-06,0.4985,0.189,0.3367,0.2652,0.1677,0.2761
CUST1000313,2026-06,0.2002,0.1135,0.1969,0.2594,0.2275,0.1938
CUST1000314,2026-06,0.6898,0.2324,0.4926,0.0924,0.5379,0.2254
CUST1000315,2026-06,0.3828,0.4999,0.2964,0.5045,0.2125,0.1035
CUST1000316,2026-06,0.198,0.3773,0.1723,0.1021,0.2301,0.2808
CUST1000317,2026-06,0.226,0.1515,0.2498,0.3031,0.3051,0.347
CUST1000318,2026-06,0.2858,0.0424,0.1667,0.3945,0.4999,0.154
CUST1000319,2026-06,0.5579,0.3939,0.455,0.5218,0.1709,0.1664
CUST1000320,2026-06,0.3111,0.1034,0.0835999999999999,0.0907,0.3616,0.1365
CUST1000321,2026-06,0.2976,0.304,0.2854,0.0678,0.395,0.1661
CUST1000322,2026-06,0.5928,0.4346,0.2955,0.4494,0.3876,0.0395
CUST1000323,2026-06,0.7017,0.1528,0.303,0.2507,0.2866,0.2091
CUST1000324,2026-06,0.6338,0.0901,0.4592,0.2888,0.1203,0.667
CUST1000325,2026-06,0.4919,0.2631,0.2036,0.1326,0.1318,0.2925
CUST1000326,2026-06,0.4246,0.2659,0.01,0.4828,0.4655,0.1536
CUST1000327,2026-06,0.4501,0.3142,0.4875,0.3697,0.438,0.1187
CUST1000328,2026-06,0.2423,0.1787,0.1598,0.2912,0.2716,0.4782
CUST1000329,2026-06,0.6114,0.3343,0.3582,0.3657,0.3426,0.2129
CUST1000330,2026-06,0.2545,0.3099,0.0172,0.2804,0.3449,0.5308
CUST1000331,2026-06,0.5446,0.4344,0.4125,0.3371,0.3807,0.0643
CUST1000332,2026-06,0.2686,0.0545,0.01,0.4037,0.4417,0.1514
CUST1000333,2026-06,0.5905,0.3079,0.7096,0.345,0.3079,0.0469
CUST1000334,2026-06,0.6052,0.4417,0.6154,0.4569,0.2923,0.1357
CUST1000335,2026-06,0.4327,0.2881,0.4255,0.2928,0.3466,0.1516
