dataset,cluster_id,feature_type,feature,cluster_exact_value,overall_exact_value,difference,abs_difference,standardized_difference_for_ranking,direction,dataset_role,source_label,note,raw_customer_count
Syn_01,1,numeric,digital_Days since last login (sn),22.51063051640903,40.8830489269512,-18.372418410542167,18.372418410542167,0.4073827031368672,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,categorical,Income band (sn) = Affluent,0.7540595894084947,0.4509139057109028,0.3031456836975919,0.3031456836975919,0.3031456836975919,more common than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,numeric,digital_Login count 90D (sn),31.02091968596089,25.929582366097005,5.091337319863886,5.091337319863886,0.2562083610469929,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,numeric,Products ignored count 90D (sn),0.3721168381528258,0.7671291011173966,-0.3950122629645707,0.3950122629645707,0.2463123827571433,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,numeric,txn_UPI txn count (sn),11.919076412932167,10.737689751609468,1.181386661322701,1.181386661322701,0.1989373738181238,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,numeric,digital_Login count 30D (sn),9.131637977276052,7.447081740134189,1.6845562371418623,1.6845562371418623,0.1953003838062969,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,numeric,txn_Count,26.08833569025211,24.379354685384723,1.708981004867386,1.708981004867386,0.1864212516142299,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,1,numeric,Campaign exposure count 90D (sn),1.4383137465255766,2.15252698005831,-0.7142132335327334,0.7142132335327334,0.1799663215326197,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,Monthly income proxy (sn),579530.410582457,237346.72420714912,342183.68637530785,342183.68637530785,1.425992767103903,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,txn_Avg monthly balance proxy (sn),4113727.9350525807,1463929.9061604503,2649798.0288921306,2649798.0288921306,0.9117561588553252,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,txn_Average ticket size,112370.17171000694,32098.689739175086,80271.48197083185,80271.48197083185,0.859105064879038,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,txn_99% value,280861.5894600295,79459.07368257108,201402.51577745844,201402.51577745844,0.7842764196222315,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,txn_Total credit amount (sn),1599901.4033627626,475394.78275805584,1124506.620604707,1124506.620604707,0.7767320220758062,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,txn_Total debit amount (sn),1718968.7467170882,475087.4348030657,1243881.3119140223,1243881.3119140223,0.7658041667234136,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,categorical,Income band (sn) = HNI,0.898213155753759,0.2327902663843114,0.6654228893694476,0.6654228893694476,0.6654228893694476,more common than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,txn_Count,28.19754723235001,24.379354685384723,3.818192546965293,3.818192546965293,0.4165009625514404,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,categorical,Persona = Mass_Affluent-Investor,0.5544038328261066,0.1943073456205944,0.3600964872055122,0.3600964872055122,0.3600964872055122,more common than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,2,numeric,digital_Login count 30D (sn),4.681562057432127,7.447081740134189,-2.7655196827020623,2.7655196827020623,0.3206227512902538,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,Age,47.7336653739394,38.83521263638563,8.898452737553775,8.898452737553775,0.7179193571237464,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,txn_UPI txn count (sn),6.775498553064157,10.737689751609468,-3.962191198545311,3.962191198545311,0.6672056976852732,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,txn_Count,19.23336023780932,24.379354685384723,-5.145994447575404,5.145994447575404,0.561341947619439,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,Risk profile score,688.1010886469674,720.641626739434,-32.54053809246659,32.54053809246659,0.4340563350577432,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,Monthly income proxy (sn),137673.5467842589,237346.72420714912,-99673.1774228902,99673.1774228902,0.4153711463714066,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,digital_Preferred login hour (sn),14.350749059983857,16.112431409328757,-1.7616823493449,1.7616823493449,0.3771214846223047,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,txn_Days since last txn (sn),155.4994980018505,69.71792205808086,85.78157594376964,85.78157594376964,0.3586569532121521,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,txn_MCC diversity count (sn),3.131405397956572,3.8899663465415024,-0.7585609485849303,0.7585609485849303,0.3330617021202563,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,Days since last login (sn),28.34590625430636,40.8830489269512,-12.53714267264484,12.53714267264484,0.2779936183395414,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,3,numeric,digital_Days since last login (sn),28.34590625430636,40.8830489269512,-12.53714267264484,12.53714267264484,0.2779936183395414,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Days since last login (sn),124.80611086861632,40.8830489269512,83.92306194166514,83.92306194166514,1.8608766176204987,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Days since last login (sn),124.80611086861632,40.8830489269512,83.92306194166514,83.92306194166514,1.8608766176204987,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Login count 90D (sn),3.349308889858868,25.929582366097005,-22.580273476238137,22.580273476238137,1.1362937664272703,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Login count 30D (sn),0.0,7.447081740134189,-7.447081740134189,7.447081740134189,0.8633834181474056,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_UPI txn count (sn),8.129928706532809,10.737689751609468,-2.607761045076659,2.607761045076659,0.4391289920879249,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Age,43.13577768077986,38.83521263638563,4.300565044394233,4.300565044394233,0.3469658133835434,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Preferred login hour (sn),14.511159610068384,16.112431409328757,-1.6012717992603722,1.6012717992603722,0.3427825671554566,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Monthly income proxy (sn),175104.9697948494,237346.72420714912,-62241.75441229972,62241.75441229972,0.2593820077864517,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Count,22.70996653571948,24.379354685384723,-1.6693881496652416,1.6693881496652416,0.1821023331471768,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Average ticket size,16068.048181289105,32098.689739175086,-16030.641557885983,16030.641557885983,0.1715678472292882,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_UPI txn count (sn),14.957068996256018,10.737689751609468,4.21937924464655,4.21937924464655,0.7105143925807367,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Products ignored count 90D (sn),1.742021750757711,0.7671291011173966,0.9748926496403144,0.9748926496403144,0.6079004476042512,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Campaign exposure count 90D (sn),4.245498306293457,2.15252698005831,2.092971326235147,2.092971326235147,0.5273836061433395,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Count,29.08008557675165,24.379354685384723,4.700730891366927,4.700730891366927,0.5127711389269056,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Login count 30D (sn),11.755393118202887,7.447081740134189,4.3083113780687,4.3083113780687,0.4994875487929434,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Login count 90D (sn),35.81625958281334,25.929582366097005,9.886677216716333,9.886677216716333,0.4975214185893417,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Days since last login (sn),18.62378320556249,40.8830489269512,-22.259265721388708,22.259265721388708,0.4935681104572418,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Days since last login (sn),18.62378320556249,40.8830489269512,-22.259265721388708,22.259265721388708,0.4935681104572418,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Age,33.132929220894994,38.83521263638563,-5.7022834154906334,5.7022834154906334,0.4600552213431023,lower than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Monthly income proxy (sn),329002.8875378855,237346.72420714912,91656.1633307364,91656.1633307364,0.3819615930689662,higher than overall,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_02,0,numeric,Risk profile score,633.5515947467167,737.6566499557653,-104.1050552090486,104.1050552090486,1.056267410340019,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Days since last login (sn),102.140712945591,72.44797994691831,29.69273299867268,29.69273299867268,0.9489206224560636,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Days since last login (sn),102.140712945591,72.44797994691831,29.69273299867268,29.69273299867268,0.9489206224560636,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Login count 90D (sn),7.754294963764117,27.71486287230905,-19.96056790854493,19.96056790854493,0.8683047138431331,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Login count 30D (sn),0.6147592245153221,7.246173695075199,-6.631414470559877,6.631414470559877,0.8478589352117878,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Count,8.71125335687746,22.686338838100852,-13.975085481223395,13.975085481223395,0.8069930299679396,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Monthly income proxy (sn),86295.28116837729,229498.3384547331,-143203.05728635582,143203.05728635582,0.7984798243949154,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_UPI txn count (sn),0.8628922488319906,4.14399882040696,-3.281106571574969,3.281106571574969,0.7303878440554105,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_MCC diversity count (sn),1.8582569988595812,4.132630492480095,-2.274373493620513,2.274373493620513,0.6991314408062133,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Avg monthly balance proxy (sn),272846.08548431005,967399.8749814214,-694553.7894971113,694553.7894971113,0.6767964332965056,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Count,32.65602886082975,22.686338838100852,9.969690022728894,9.969690022728894,0.5757009765766969,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_MCC diversity count (sn),5.909809907034827,4.132630492480095,1.7771794145547322,1.7771794145547322,0.5462963792683493,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Days since last txn (sn),13.684427177281346,235.516138307284,-221.83171113000265,221.83171113000265,0.5386060278714774,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Most common MCC (sn),5882.148096757782,4532.735962842819,1349.4121339149624,1349.4121339149624,0.518877600115294,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_UPI txn count (sn),5.868599972249203,4.14399882040696,1.7246011518422426,1.7246011518422426,0.3839033233671825,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Income band (sn) = Affluent,0.7445539059247953,0.451105868475376,0.2934480374494193,0.2934480374494193,0.2934480374494193,more common than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Risk profile score,762.8833541464317,737.6566499557653,25.2267041906664,25.2267041906664,0.2559543862051847,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Mobile no.,8258492631.01258,7999309332.772066,259183298.2405138,259183298.2405138,0.2245926482929857,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Lifestage = Married_kids,0.5572360205355904,0.3491816573282217,0.2080543632073686,0.2080543632073686,0.2080543632073686,more common than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Campaign exposure count 90D (sn),1.248508394616345,1.4992553818932468,-0.2507469872769015,0.2507469872769015,0.2061640046399386,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Days since last txn (sn),768.3757104795737,235.516138307284,532.8595721722897,532.8595721722897,1.2937797581736048,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Most common MCC (sn),1329.767051509769,4532.735962842819,-3202.9689113330505,3202.9689113330505,1.231609513644052,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Count,2.499422735346359,22.686338838100852,-20.18691610275449,20.18691610275449,1.1656959532274958,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_MCC diversity count (sn),0.574911190053286,4.132630492480095,-3.557719302426809,3.557719302426809,1.0936257518241843,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_UPI txn count (sn),0.4892095914742451,4.14399882040696,-3.654789228932714,3.654789228932714,0.8135711435047206,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Average ticket size,5148.720638987566,90949.08411421996,-85800.36347523239,85800.36347523239,0.6540735017998806,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Age,34.75190941385435,41.70185048658213,-6.949941072727782,6.949941072727782,0.6517338715484259,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Days since last login (sn),52.86523090586146,72.44797994691831,-19.58274904105685,19.58274904105685,0.6258256661746568,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,digital_Days since last login (sn),52.86523090586146,72.44797994691831,-19.58274904105685,19.58274904105685,0.6258256661746568,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_99% value,3566.334818383659,63668.75809716897,-60102.42327878531,60102.42327878531,0.6257495331256911,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Average ticket size,296992.7196231771,90949.08411421996,206043.63550895717,206043.63550895717,1.570712252749659,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Total debit amount (sn),6939092.51456624,1839721.369292539,5099371.1452737,5099371.1452737,1.521560433324258,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_99% value,209140.03569114188,63668.75809716897,145471.27759397292,145471.27759397292,1.514557634646276,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Monthly income proxy (sn),499996.7686177162,229498.3384547331,270498.43016298313,270498.43016298313,1.5082606692100142,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Total credit amount (sn),14620600.260195976,3885421.357675538,10735178.90252044,10735178.90252044,1.3990022933193156,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Avg monthly balance proxy (sn),2392189.443555004,967399.8749814214,1424789.5685735825,1424789.5685735825,1.3883625901844974,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Count,41.84078041982406,22.686338838100852,19.1544415817232,19.1544415817232,1.1060755850221484,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Risk profile score,837.297230206428,737.6566499557653,99.64058025066277,99.64058025066277,1.0109700960707673,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_UPI txn count (sn),8.385550039195191,4.14399882040696,4.241551218788231,4.241551218788231,0.9441867804538484,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_MCC diversity count (sn),7.173765351450222,4.132630492480095,3.0411348589701275,3.0411348589701275,0.9348301858078816,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Days since last login (sn),103.52676850066736,72.44797994691831,31.07878855374905,31.07878855374905,0.993216198081943,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Days since last login (sn),103.52676850066736,72.44797994691831,31.07878855374905,31.07878855374905,0.993216198081943,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Age,52.154332888427504,41.70185048658213,10.452482401845373,10.452482401845373,0.980186270899235,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Login count 90D (sn),7.696673093084186,27.71486287230905,-20.018189779224866,20.018189779224866,0.8708113229817652,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Login count 30D (sn),0.5606802115774383,7.246173695075199,-6.68549348349776,6.68549348349776,0.8547732028285044,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_UPI txn count (sn),2.6040338128429483,4.14399882040696,-1.5399650075640117,1.5399650075640117,0.3428025567775291,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Lifestage = Pre_retirement,0.5442186959315833,0.2107048068416396,0.3335138890899437,0.3335138890899437,0.3335138890899437,more common than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Income band (sn) = Affluent,0.7707251965000742,0.451105868475376,0.3196193280246982,0.3196193280246982,0.3196193280246982,more common than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Days since last txn (sn),115.75001235849524,235.516138307284,-119.76612594878875,119.76612594878875,0.2907914158991838,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Most common MCC (sn),5248.417816006723,4532.735962842819,715.6818531639037,715.6818531639037,0.2751948593632214,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Login count 30D (sn),17.419360946745563,7.246173695075199,10.173187251670363,10.173187251670363,1.3006919940238844,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Login count 90D (sn),57.13931360946746,27.71486287230905,29.42445073715841,29.42445073715841,1.2799931041231667,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Age,29.46968047337278,41.70185048658213,-12.232170013209352,12.232170013209352,1.1470772826306157,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Days since last login (sn),37.78073372781065,72.44797994691831,-34.66724621910766,34.66724621910766,1.1078961597285029,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Days since last login (sn),37.78073372781065,72.44797994691831,-34.66724621910766,34.66724621910766,1.1078961597285029,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_UPI txn count (sn),7.361325443786982,4.14399882040696,3.217326623380022,3.217326623380022,0.7161901647542738,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Days since last txn (sn),14.659597633136094,235.516138307284,-220.8565406741479,220.8565406741479,0.5362383200128938,lower than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Most common MCC (sn),5873.619597633136,4532.735962842819,1340.883634790317,1340.883634790317,0.5155982112264875,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Persona = Young_Professional-Salaried,0.5850414201183431,0.1649808316130935,0.4200605885052496,0.4200605885052496,0.4200605885052496,more common than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_MCC diversity count (sn),5.097041420118344,4.132630492480095,0.9644109276382488,0.9644109276382488,0.2964552670263781,higher than overall,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_03,0,numeric,digital_Login count 90D (sn),42.6409626719057,24.37453333333333,18.266429338572365,18.266429338572365,1.0971765736240735,higher than overall,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
